Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-77.4,NaN,24.9,,,,
0.0600,13,-77.4,0.0045,25.0,,,,
0.1200,33,-68.2,0.0030,25.0,,,,
0.1800,53,-56.6,0.0030,25.0,,,,
0.2400,73,-40.1,0.0030,25.0,,,,
0.3000,93,-17.6,0.0030,25.0,,,,
0.3600,114,-0.9,0.0030,25.0,,,,
0.4200,134,10.3,0.0030,25.0,,,,
0.4800,154,19.2,0.0030,25.0,,,,
0.5400,174,27.1,0.0030,25.1,,,,
0.6000,194,34.4,0.0030,25.1,,,,
0.6600,214,41.2,0.0030,25.1,,,,
0.7200,234,47.9,0.0030,25.1,,,,
0.7800,254,54.2,0.0030,25.1,,,,
0.8400,274,60.5,0.0030,25.1,,,,
0.9000,295,67.0,0.0030,25.1,,,,
0.9600,315,73.8,0.0030,25.1,,,,
1.0200,335,81.2,0.0030,25.1,,,,
1.0800,354,89.5,0.0030,25.1,,,,
1.1400,374,100.2,0.0030,25.2,238.52,2.38,,
1.2000,391,114.6,0.0035,25.2,300.36,2.48,,
1.2600,404,137.2,0.0045,25.2,345.24,2.54,,
1.3200,412,163.7,0.0070,25.2,347.29,2.54,,
1.3800,419,181.2,0.0085,25.2,295.08,2.47,,
1.4100,515,187.4,0.0005,25.2,246.30,2.39,,
1.4400,521,192.5,0.0055,25.2,178.12,2.25,,
1.4700,526,196.7,0.0065,25.2,126.77,2.10,,
1.5000,531,200.4,0.0060,25.2,110.55,2.04,,
1.5300,536,203.6,0.0055,25.2,99.91,2.00,,
1.5600,542,206.5,0.0055,25.2,89.90,1.95,,
1.5900,547,209.0,0.0060,25.2,82.05,1.91,,
1.6200,552,211.4,0.0060,25.2,75.31,1.88,,
1.6500,557,213.6,0.0055,25.2,69.68,1.84,,
1.6800,562,215.6,0.0055,25.2,64.37,1.81,,
1.7100,568,217.5,0.0055,25.2,59.75,1.78,,
1.7400,573,219.2,0.0060,25.2,55.75,1.75,,
1.7700,578,220.8,0.0060,25.2,52.43,1.72,,
1.8000,583,222.3,0.0060,25.2,49.07,1.69,,
1.8300,588,223.8,0.0060,25.3,46.46,1.67,,
1.8600,593,225.2,0.0055,25.3,44.29,1.65,,
1.8900,598,226.4,0.0055,25.3,42.28,1.63,,
1.9200,604,227.6,0.0055,25.3,40.33,1.61,,
1.9500,609,228.9,0.0065,25.3,38.65,1.59,,
1.9800,614,230.0,0.0060,25.3,36.95,1.57,,
2.0100,619,231.1,0.0060,25.3,,,,
2.0400,624,232.1,0.0060,25.3,,,,
2.0700,629,233.1,0.0060,25.3,,,,
2.1000,634,234.0,0.0060,25.3,,,,
2.1300,639,235.0,0.0060,25.3,,,,
SystemInternal6/28/2024 7:40:45 AM,,,,,,,,1/1
