Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-87.6,NaN,23.3,,,,
0.0600,9,-87.2,0.0070,23.3,,,,
0.1200,26,-80.2,0.0035,23.3,,,,
0.1800,46,-71.5,0.0030,23.3,,,,
0.2400,67,-60.9,0.0030,23.3,,,,
0.3000,87,-46.6,0.0030,23.4,,,,
0.3600,107,-25.7,0.0030,23.4,,,,
0.4200,127,-6.2,0.0030,23.4,,,,
0.4800,147,5.5,0.0030,23.4,,,,
0.5400,167,15.2,0.0030,23.5,,,,
0.6000,187,23.4,0.0030,23.5,,,,
0.6600,207,30.7,0.0030,23.5,,,,
0.7200,228,37.6,0.0030,23.5,,,,
0.7800,248,44.0,0.0030,23.5,,,,
0.8400,268,50.3,0.0030,23.6,,,,
0.9000,288,56.5,0.0030,23.6,,,,
0.9600,308,62.6,0.0030,23.6,,,,
1.0200,328,69.1,0.0030,23.6,,,,
1.0800,348,75.8,0.0030,23.6,,,,
1.1400,368,83.3,0.0030,23.6,,,,
1.2000,388,92.0,0.0030,23.7,,,,
1.2600,406,102.9,0.0035,23.7,246.63,2.39,,
1.3200,422,118.2,0.0035,23.7,304.14,2.48,,
1.3800,434,141.6,0.0050,23.7,340.70,2.53,,
1.4400,442,166.5,0.0070,23.7,334.12,2.52,,
1.5000,449,182.3,0.0090,23.7,277.00,2.44,,
1.5300,546,188.1,0.0005,23.8,226.04,2.35,,
1.5600,552,192.8,0.0055,23.8,161.81,2.21,,
1.5900,557,196.9,0.0060,23.8,119.81,2.08,,
1.6200,562,200.4,0.0055,23.8,107.31,2.03,,
1.6500,568,203.6,0.0055,23.8,97.17,1.99,,
1.6800,573,206.3,0.0065,23.8,87.81,1.94,,
1.7100,578,208.8,0.0060,23.8,79.73,1.90,,
1.7400,583,211.1,0.0060,23.8,73.15,1.86,,
1.7700,588,213.3,0.0055,23.8,67.50,1.83,,
1.8000,593,215.2,0.0055,23.8,62.89,1.80,,
1.8300,598,217.0,0.0055,23.8,58.23,1.77,,
1.8600,604,218.7,0.0050,23.8,54.60,1.74,,
1.8900,609,220.3,0.0060,23.8,51.23,1.71,,
1.9200,614,221.8,0.0060,23.8,48.80,1.69,,
1.9500,619,223.2,0.0060,23.8,46.15,1.66,,
1.9800,624,224.6,0.0060,23.9,43.61,1.64,,
2.0100,629,225.8,0.0055,23.9,41.47,1.62,,
2.0400,634,227.1,0.0055,23.9,39.48,1.60,,
2.0700,639,228.2,0.0055,23.9,37.80,1.58,,
2.1000,644,229.3,0.0055,23.9,35.96,1.56,,
2.1300,650,230.4,0.0055,23.9,34.65,1.54,,
2.1600,655,231.4,0.0065,23.9,,,,
2.1900,660,232.4,0.0060,23.9,,,,
2.2200,665,233.3,0.0060,23.9,,,,
2.2500,670,234.3,0.0060,23.9,,,,
2.2800,675,235.2,0.0060,23.9,,,,
SystemInternal6/28/2024 7:17:53 AM,,,,,,,,1/1
