Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-70.0,NaN,23.9,,,,
0.0600,11,-72.9,0.0055,23.9,,,,
0.1200,31,-63.3,0.0030,23.9,,,,
0.1800,51,-50.2,0.0030,24.0,,,,
0.2400,72,-31.7,0.0030,24.0,,,,
0.3000,92,-10.7,0.0030,24.0,,,,
0.3600,112,2.7,0.0030,24.0,,,,
0.4200,132,12.3,0.0030,24.0,,,,
0.4800,152,20.4,0.0030,24.0,,,,
0.5400,172,27.6,0.0030,24.1,,,,
0.6000,192,34.2,0.0030,24.1,,,,
0.6600,212,40.5,0.0030,24.1,,,,
0.7200,232,46.5,0.0030,24.1,,,,
0.7800,253,52.4,0.0030,24.1,,,,
0.8400,273,58.2,0.0030,24.1,,,,
0.9000,293,64.0,0.0030,24.2,,,,
0.9600,313,69.9,0.0030,24.2,,,,
1.0200,332,76.3,0.0030,24.2,,,,
1.0800,351,83.4,0.0030,24.2,,,,
1.1400,369,91.6,0.0035,24.2,,,,
1.2000,387,101.9,0.0035,24.2,231.65,2.36,,
1.2600,403,116.0,0.0040,24.2,291.91,2.47,,
1.3200,416,137.8,0.0045,24.3,335.75,2.53,,
1.3800,424,163.4,0.0075,24.3,338.63,2.53,,
1.4400,431,180.9,0.0090,24.3,289.45,2.46,,
1.4700,528,187.0,0.0005,24.3,242.74,2.39,,
1.5000,533,191.9,0.0060,24.3,177.48,2.25,,
1.5300,539,196.2,0.0050,24.3,127.32,2.10,,
1.5600,545,199.9,0.0055,24.3,110.47,2.04,,
1.5900,550,203.1,0.0060,24.3,100.78,2.00,,
1.6200,555,206.0,0.0060,24.3,90.67,1.96,,
1.6500,561,208.6,0.0055,24.3,81.86,1.91,,
1.6800,566,210.9,0.0065,24.4,74.58,1.87,,
1.7100,571,213.1,0.0060,24.4,68.69,1.84,,
1.7400,576,215.1,0.0060,24.4,63.70,1.80,,
1.7700,581,216.9,0.0060,24.4,59.37,1.77,,
1.8000,586,218.6,0.0060,24.4,55.60,1.75,,
1.8300,591,220.3,0.0060,24.4,52.27,1.72,,
1.8600,596,221.8,0.0055,24.4,49.42,1.69,,
1.8900,601,223.2,0.0055,24.4,46.81,1.67,,
1.9200,606,224.6,0.0055,24.4,44.14,1.64,,
1.9500,612,225.9,0.0055,24.4,41.94,1.62,,
1.9800,617,227.1,0.0065,24.4,40.15,1.60,,
2.0100,622,228.3,0.0065,24.4,38.14,1.58,,
2.0400,627,229.4,0.0060,24.4,36.47,1.56,,
2.0700,632,230.5,0.0060,24.4,35.15,1.55,,
2.1000,637,231.5,0.0060,24.4,,,,
2.1300,642,232.5,0.0060,24.4,,,,
2.1600,647,233.5,0.0060,24.4,,,,
2.1900,652,234.4,0.0060,24.4,,,,
2.2200,657,235.3,0.0055,24.4,,,,
6/28/2024 7:58:55 AMSystemInternal,,,,,,,,1/1
