Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-80.2,NaN,22.4,,,,
0.0600,8,-83.5,0.0075,22.3,,,,
0.1200,28,-75.1,0.0030,22.3,,,,
0.1800,48,-64.6,0.0030,22.3,,,,
0.2400,68,-50.8,0.0030,22.4,,,,
0.3000,88,-30.9,0.0030,22.4,,,,
0.3600,108,-9.0,0.0030,22.4,,,,
0.4200,129,4.4,0.0030,22.5,,,,
0.4800,149,14.7,0.0030,22.5,,,,
0.5400,169,23.3,0.0030,22.5,,,,
0.6000,189,31.1,0.0030,22.6,,,,
0.6600,209,38.5,0.0030,22.6,,,,
0.7200,229,45.6,0.0030,22.6,,,,
0.7800,249,52.8,0.0030,22.7,,,,
0.8400,270,59.7,0.0030,22.7,,,,
0.9000,290,66.7,0.0030,22.7,,,,
0.9600,310,74.4,0.0030,22.7,,,,
1.0200,330,82.9,0.0030,22.8,,,,
1.0800,350,92.6,0.0030,22.8,,,,
1.1400,370,105.5,0.0030,22.8,289.67,2.46,,
1.2000,387,124.9,0.0035,22.9,339.58,2.53,,
1.2600,398,152.5,0.0055,22.9,358.36,2.55,,
1.3200,405,174.3,0.0085,22.9,326.85,2.51,,
1.3800,411,187.5,0.0095,22.9,247.55,2.39,,
1.4100,507,192.5,0.0005,23.0,185.90,2.27,,
1.4400,514,196.7,0.0045,23.0,126.57,2.10,,
1.4700,519,200.2,0.0060,23.0,104.19,2.02,,
1.5000,525,203.3,0.0050,23.1,95.92,1.98,,
1.5300,531,206.1,0.0055,23.1,87.07,1.94,,
1.5600,536,208.6,0.0065,23.1,79.53,1.90,,
1.5900,541,210.9,0.0060,23.1,73.31,1.87,,
1.6200,546,213.0,0.0055,23.1,67.69,1.83,,
1.6500,552,215.0,0.0055,23.1,62.89,1.80,,
1.6800,557,216.8,0.0065,23.1,58.56,1.77,,
1.7100,562,218.5,0.0060,23.1,54.94,1.74,,
1.7400,567,220.1,0.0060,23.1,51.42,1.71,,
1.7700,572,221.6,0.0060,23.1,48.60,1.69,,
1.8000,577,223.0,0.0055,23.1,46.15,1.66,,
1.8300,582,224.4,0.0055,23.1,43.61,1.64,,
1.8600,588,225.6,0.0055,23.1,41.47,1.62,,
1.8900,593,226.9,0.0065,23.1,39.48,1.60,,
1.9200,598,228.0,0.0065,23.2,37.80,1.58,,
1.9500,603,229.1,0.0060,23.2,36.15,1.56,,
1.9800,608,230.2,0.0060,23.2,34.46,1.54,,
2.0100,613,231.2,0.0060,23.2,,,,
2.0400,618,232.2,0.0060,23.2,,,,
2.0700,623,233.1,0.0055,23.2,,,,
2.1000,628,234.0,0.0055,23.2,,,,
2.1300,634,235.0,0.0055,23.2,,,,
SystemInternal6/28/2024 7:34:31 AM,,,,,,,,1/1
