Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-80.7,NaN,24.3,,,,
0.0600,11,-80.5,0.0055,24.4,,,,
0.1200,31,-71.5,0.0030,24.4,,,,
0.1800,51,-60.7,0.0030,24.4,,,,
0.2400,71,-45.6,0.0030,24.4,,,,
0.3000,91,-24.4,0.0030,24.4,,,,
0.3600,111,-4.3,0.0030,24.4,,,,
0.4200,132,8.4,0.0030,24.4,,,,
0.4800,152,18.2,0.0030,24.5,,,,
0.5400,172,26.6,0.0030,24.5,,,,
0.6000,192,34.3,0.0030,24.5,,,,
0.6600,212,41.7,0.0030,24.5,,,,
0.7200,232,48.7,0.0030,24.5,,,,
0.7800,252,55.6,0.0030,24.5,,,,
0.8400,272,62.6,0.0030,24.5,,,,
0.9000,292,69.5,0.0030,24.5,,,,
0.9600,313,77.1,0.0030,24.6,,,,
1.0200,333,85.7,0.0030,24.6,,,,
1.0800,351,95.7,0.0035,24.6,,,,
1.1400,370,109.3,0.0030,24.6,296.71,2.47,,
1.2000,384,129.5,0.0045,24.6,342.14,2.53,,
1.2600,394,157.3,0.0055,24.6,353.68,2.55,,
1.3200,401,177.3,0.0080,24.6,315.36,2.50,,
1.3800,407,189.8,0.0100,24.6,233.23,2.37,,
1.4100,503,194.5,0.0005,24.7,172.16,2.24,,
1.4400,508,198.5,0.0055,24.7,117.79,2.07,,
1.4700,514,201.9,0.0055,24.7,101.88,2.01,,
1.5000,519,204.9,0.0060,24.7,93.98,1.97,,
1.5300,524,207.7,0.0055,24.7,85.99,1.93,,
1.5600,530,210.2,0.0055,24.7,78.58,1.90,,
1.5900,535,212.4,0.0060,24.7,71.79,1.86,,
1.6200,540,214.5,0.0060,24.7,66.21,1.82,,
1.6500,545,216.4,0.0055,24.7,61.37,1.79,,
1.6800,550,218.2,0.0055,24.7,57.36,1.76,,
1.7100,556,219.8,0.0055,24.7,54.13,1.73,,
1.7400,561,221.5,0.0065,24.7,50.95,1.71,,
1.7700,566,222.9,0.0060,24.7,48.07,1.68,,
1.8000,571,224.3,0.0060,24.7,45.48,1.66,,
1.8300,576,225.7,0.0060,24.7,43.33,1.64,,
1.8600,581,226.9,0.0055,24.7,41.09,1.61,,
1.8900,586,228.1,0.0055,24.7,39.33,1.59,,
1.9200,592,229.3,0.0050,24.7,37.32,1.57,,
1.9500,597,230.4,0.0060,24.7,35.42,1.55,,
1.9800,602,231.4,0.0060,24.7,,,,
2.0100,607,232.4,0.0060,24.7,,,,
2.0400,612,233.4,0.0060,24.7,,,,
2.0700,617,234.3,0.0060,24.7,,,,
2.1000,622,235.3,0.0055,24.7,,,,
SystemInternal6/28/2024 7:59:12 AM,,,,,,,,1/1
