Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-59.8,NaN,24.7,,,,
0.0600,17,-64.8,0.0035,24.7,,,,
0.1200,37,-53.8,0.0030,24.7,,,,
0.1800,57,-38.5,0.0030,24.7,,,,
0.2400,77,-17.6,0.0030,24.7,,,,
0.3000,98,-2.3,0.0030,24.8,,,,
0.3600,118,8.0,0.0030,24.8,,,,
0.4200,138,16.5,0.0030,24.8,,,,
0.4800,158,23.7,0.0030,24.8,,,,
0.5400,178,30.1,0.0030,24.8,,,,
0.6000,198,36.2,0.0030,24.8,,,,
0.6600,218,42.1,0.0030,24.8,,,,
0.7200,238,47.4,0.0030,24.9,,,,
0.7800,258,52.7,0.0030,24.9,,,,
0.8400,279,58.0,0.0030,24.9,,,,
0.9000,299,63.2,0.0030,24.9,,,,
0.9600,316,68.5,0.0035,24.9,,,,
1.0200,334,74.3,0.0030,24.9,,,,
1.0800,354,80.7,0.0030,24.9,,,,
1.1400,371,87.6,0.0035,24.9,,,,
1.2000,387,96.0,0.0040,24.9,,,,
1.2600,404,107.0,0.0035,25.0,244.16,2.39,,
1.3200,420,122.5,0.0040,25.0,299.45,2.48,,
1.3800,430,145.4,0.0055,25.0,333.33,2.52,,
1.4400,438,169.2,0.0070,25.0,323.64,2.51,,
1.5000,444,184.3,0.0090,25.0,266.01,2.42,,
1.5300,541,189.9,0.0005,25.0,216.29,2.34,,
1.5600,546,194.6,0.0055,25.0,155.80,2.19,,
1.5900,552,198.5,0.0050,25.0,116.89,2.07,,
1.6200,557,201.9,0.0060,25.0,104.98,2.02,,
1.6500,562,205.0,0.0055,25.0,94.49,1.98,,
1.6800,567,207.7,0.0055,25.0,85.80,1.93,,
1.7100,572,210.1,0.0055,25.1,78.60,1.90,,
1.7400,578,212.4,0.0055,25.1,72.15,1.86,,
1.7700,583,214.5,0.0065,25.1,66.69,1.82,,
1.8000,588,216.5,0.0060,25.1,62.23,1.79,,
1.8300,593,218.2,0.0060,25.1,58.09,1.76,,
1.8600,598,219.9,0.0060,25.1,54.09,1.73,,
1.8900,603,221.5,0.0060,25.1,50.93,1.71,,
1.9200,608,223.0,0.0060,25.1,48.29,1.68,,
1.9500,613,224.4,0.0060,25.1,45.81,1.66,,
1.9800,618,225.7,0.0055,25.1,42.94,1.63,,
2.0100,623,227.0,0.0055,25.1,40.80,1.61,,
2.0400,628,228.2,0.0055,25.1,38.95,1.59,,
2.0700,634,229.3,0.0055,25.1,37.48,1.57,,
2.1000,639,230.4,0.0065,25.1,36.00,1.56,,
2.1300,644,231.5,0.0060,25.1,,,,
2.1600,649,232.5,0.0060,25.1,,,,
2.1900,654,233.5,0.0060,25.1,,,,
2.2200,659,234.4,0.0060,25.1,,,,
2.2500,664,235.3,0.0060,25.1,,,,
6/28/2024 7:40:32 AMSystemInternal,,,,,,,,1/1
