Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-84.1,NaN,22.4,,,,
0.0600,8,-85.8,0.0075,22.2,,,,
0.1200,28,-78.2,0.0030,22.2,,,,
0.1800,48,-68.8,0.0030,22.3,,,,
0.2400,69,-56.5,0.0030,22.3,,,,
0.3000,89,-39.3,0.0030,22.3,,,,
0.3600,109,-16.6,0.0030,22.4,,,,
0.4200,129,-0.4,0.0030,22.4,,,,
0.4800,149,10.2,0.0030,22.4,,,,
0.5400,169,19.1,0.0030,22.5,,,,
0.6000,189,27.1,0.0030,22.5,,,,
0.6600,209,34.5,0.0030,22.6,,,,
0.7200,230,41.6,0.0030,22.6,,,,
0.7800,250,48.5,0.0030,22.6,,,,
0.8400,270,55.3,0.0030,22.7,,,,
0.9000,290,62.0,0.0030,22.7,,,,
0.9600,310,68.9,0.0030,22.7,,,,
1.0200,330,76.6,0.0030,22.8,,,,
1.0800,350,85.0,0.0030,22.8,,,,
1.1400,369,95.0,0.0030,22.8,,,,
1.2000,389,108.6,0.0030,22.9,296.87,2.47,,
1.2600,406,129.2,0.0035,22.9,342.27,2.53,,
1.3200,416,156.6,0.0060,22.9,353.31,2.55,,
1.3800,423,176.6,0.0090,22.9,313.82,2.50,,
1.4400,429,189.0,0.0105,22.9,231.24,2.36,,
1.4700,525,193.7,0.0005,23.1,170.13,2.23,,
1.5000,530,197.5,0.0055,23.1,117.07,2.07,,
1.5300,536,201.0,0.0055,23.1,100.76,2.00,,
1.5600,541,204.0,0.0060,23.1,93.43,1.97,,
1.5900,546,206.7,0.0060,23.1,85.81,1.93,,
1.6200,551,209.2,0.0060,23.1,78.30,1.89,,
1.6500,556,211.5,0.0060,23.1,71.64,1.86,,
1.6800,562,213.5,0.0050,23.1,66.18,1.82,,
1.7100,567,215.4,0.0060,23.1,61.02,1.79,,
1.7400,572,217.2,0.0060,23.1,57.27,1.76,,
1.7700,577,218.9,0.0060,23.1,53.90,1.73,,
1.8000,582,220.4,0.0055,23.1,50.94,1.71,,
1.8300,588,221.9,0.0055,23.2,47.81,1.68,,
1.8600,593,223.4,0.0065,23.2,45.27,1.66,,
1.8900,598,224.6,0.0060,23.2,43.29,1.64,,
1.9200,603,225.9,0.0060,23.2,41.34,1.62,,
1.9500,608,227.1,0.0060,23.2,39.12,1.59,,
1.9800,613,228.3,0.0060,23.2,37.48,1.57,,
2.0100,618,229.4,0.0060,23.2,36.00,1.56,,
2.0400,623,230.4,0.0055,23.2,33.95,1.53,,
2.0700,628,231.4,0.0055,23.2,,,,
2.1000,633,232.4,0.0055,23.2,,,,
2.1300,639,233.3,0.0055,23.2,,,,
2.1600,644,234.2,0.0065,23.2,,,,
2.1900,649,235.1,0.0060,23.3,,,,
SystemInternal6/28/2024 7:57:43 AM,,,,,,,,1/1
