Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-63.5,NaN,24.3,,,,
0.0600,18,-67.1,0.0035,24.3,,,,
0.1200,38,-56.4,0.0030,24.3,,,,
0.1800,58,-42.0,0.0030,24.3,,,,
0.2400,78,-21.7,0.0030,24.4,,,,
0.3000,98,-4.7,0.0030,24.4,,,,
0.3600,118,6.2,0.0030,24.4,,,,
0.4200,138,15.1,0.0030,24.4,,,,
0.4800,158,22.5,0.0030,24.4,,,,
0.5400,178,29.1,0.0030,24.5,,,,
0.6000,199,35.2,0.0030,24.5,,,,
0.6600,219,41.1,0.0030,24.5,,,,
0.7200,239,46.7,0.0030,24.5,,,,
0.7800,259,52.1,0.0030,24.5,,,,
0.8400,279,57.5,0.0030,24.5,,,,
0.9000,299,62.9,0.0030,24.6,,,,
0.9600,318,68.2,0.0030,24.6,,,,
1.0200,337,74.3,0.0030,24.6,,,,
1.0800,358,80.8,0.0030,24.6,,,,
1.1400,375,87.8,0.0035,24.6,,,,
1.2000,395,96.7,0.0030,24.6,,,,
1.2600,411,107.7,0.0040,24.7,252.43,2.40,,
1.3200,426,124.0,0.0040,24.7,306.57,2.49,,
1.3800,436,147.9,0.0060,24.7,336.37,2.53,,
1.4400,444,171.2,0.0080,24.7,321.09,2.51,,
1.5000,450,185.5,0.0095,24.7,259.22,2.41,,
1.5300,546,190.8,0.0005,24.8,206.23,2.31,,
1.5600,552,195.3,0.0050,24.8,146.34,2.17,,
1.5900,558,199.1,0.0050,24.8,112.38,2.05,,
1.6200,563,202.5,0.0055,24.8,102.82,2.01,,
1.6500,569,205.5,0.0050,24.8,92.88,1.97,,
1.6800,575,208.1,0.0055,24.8,83.82,1.92,,
1.7100,580,210.5,0.0055,24.8,76.97,1.89,,
1.7400,586,212.7,0.0050,24.8,70.64,1.85,,
1.7700,591,214.8,0.0060,24.8,65.35,1.82,,
1.8000,596,216.7,0.0060,24.8,60.75,1.78,,
1.8300,602,218.5,0.0050,24.8,56.57,1.75,,
1.8600,607,220.0,0.0060,24.8,53.09,1.72,,
1.8900,612,221.6,0.0060,24.8,49.75,1.70,,
1.9200,617,223.1,0.0060,24.8,47.45,1.68,,
1.9500,622,224.5,0.0055,24.8,45.30,1.66,,
1.9800,628,225.8,0.0050,24.8,43.33,1.64,,
2.0100,634,227.0,0.0055,24.8,40.81,1.61,,
2.0400,639,228.3,0.0055,24.8,38.80,1.59,,
2.0700,645,229.4,0.0050,24.8,37.13,1.57,,
2.1000,650,230.5,0.0055,24.8,35.49,1.55,,
2.1300,655,231.5,0.0055,24.8,,,,
2.1600,660,232.5,0.0055,24.8,,,,
2.1900,666,233.5,0.0055,24.8,,,,
2.2200,671,234.4,0.0065,24.8,,,,
2.2500,676,235.3,0.0065,24.8,,,,
6/28/2024 7:37:40 AMSystemInternal,,,,,,,,1/1
