Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-71.4,NaN,24.8,,,,
0.0600,9,-76.1,0.0065,24.7,,,,
0.1200,29,-66.9,0.0030,24.7,,,,
0.1800,49,-55.4,0.0030,24.8,,,,
0.2400,70,-39.0,0.0030,24.8,,,,
0.3000,90,-17.4,0.0030,24.8,,,,
0.3600,110,0.0,0.0030,24.8,,,,
0.4200,130,11.3,0.0030,24.8,,,,
0.4800,150,20.5,0.0030,24.8,,,,
0.5400,170,28.6,0.0030,24.8,,,,
0.6000,190,36.1,0.0030,24.8,,,,
0.6600,210,43.2,0.0030,24.9,,,,
0.7200,231,49.9,0.0030,24.9,,,,
0.7800,251,56.6,0.0030,24.9,,,,
0.8400,256,62.5,0.0125,24.9,,,,
0.9000,276,69.6,0.0030,24.9,,,,
0.9600,296,77.4,0.0030,24.9,,,,
1.0200,316,85.8,0.0030,24.9,,,,
1.0800,336,95.5,0.0030,24.9,,,,
1.1400,354,108.1,0.0035,24.9,283.66,2.45,,
1.2000,371,127.1,0.0035,24.9,330.27,2.52,,
1.2600,381,153.6,0.0060,24.9,345.68,2.54,,
1.3200,388,174.8,0.0085,24.9,312.69,2.50,,
1.3800,394,187.9,0.0105,24.9,235.99,2.37,,
1.4100,490,191.0,0.0005,25.0,176.64,2.25,,
1.4400,495,195.5,0.0060,25.0,121.12,2.08,,
1.4700,500,199.2,0.0055,25.0,102.43,2.01,,
1.5000,506,202.5,0.0055,25.0,99.98,2.00,,
1.5300,510,205.4,0.0065,25.0,96.15,1.98,,
1.5600,516,208.1,0.0055,25.0,83.52,1.92,,
1.5900,521,210.5,0.0065,25.0,76.44,1.88,,
1.6200,526,212.7,0.0060,25.0,70.17,1.85,,
1.6500,531,214.7,0.0060,25.0,64.70,1.81,,
1.6800,536,216.6,0.0060,25.0,60.02,1.78,,
1.7100,541,218.3,0.0060,25.0,56.42,1.75,,
1.7400,546,220.0,0.0060,25.0,53.28,1.73,,
1.7700,551,221.5,0.0055,25.0,50.27,1.70,,
1.8000,556,223.0,0.0055,25.0,47.28,1.67,,
1.8300,561,224.4,0.0055,25.0,44.80,1.65,,
1.8600,566,225.7,0.0055,25.0,42.62,1.63,,
1.8900,572,226.9,0.0055,25.0,40.61,1.61,,
1.9200,577,228.1,0.0065,25.0,38.99,1.59,,
1.9500,582,229.3,0.0060,25.0,37.67,1.58,,
1.9800,587,230.4,0.0060,25.0,36.14,1.56,,
2.0100,592,231.4,0.0060,25.0,,,,
2.0400,597,232.5,0.0060,25.0,,,,
2.0700,602,233.4,0.0060,25.0,,,,
2.1000,607,234.3,0.0060,25.0,,,,
2.1300,612,235.2,0.0055,25.0,,,,
SystemInternal6/28/2024 7:42:09 AM,,,,,,,,1/1
