Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-72.5,NaN,24.1,,,,
0.0600,9,-76.2,0.0065,24.1,,,,
0.1200,29,-67.0,0.0030,24.1,,,,
0.1800,49,-54.8,0.0030,24.1,,,,
0.2400,69,-37.6,0.0030,24.1,,,,
0.3000,90,-15.9,0.0030,24.1,,,,
0.3600,110,0.2,0.0030,24.1,,,,
0.4200,130,11.2,0.0030,24.1,,,,
0.4800,150,20.0,0.0030,24.2,,,,
0.5400,170,27.7,0.0030,24.2,,,,
0.6000,190,34.9,0.0030,24.2,,,,
0.6600,210,41.8,0.0030,24.2,,,,
0.7200,230,48.4,0.0030,24.2,,,,
0.7800,250,54.8,0.0030,24.2,,,,
0.8400,271,61.2,0.0030,24.2,,,,
0.9000,291,67.8,0.0030,24.2,,,,
0.9600,311,74.8,0.0030,24.3,,,,
1.0200,331,82.5,0.0030,24.3,,,,
1.0800,351,91.3,0.0030,24.3,,,,
1.1400,370,102.4,0.0030,24.3,253.18,2.40,,
1.2000,387,118.2,0.0035,24.3,311.04,2.49,,
1.2600,399,142.3,0.0050,24.3,347.39,2.54,,
1.3200,408,167.5,0.0070,24.3,338.65,2.53,,
1.3800,414,183.4,0.0100,24.3,277.97,2.44,,
1.4100,510,188.8,0.0005,24.4,224.56,2.35,,
1.4400,516,193.7,0.0050,24.4,158.66,2.20,,
1.4700,522,197.6,0.0050,24.4,117.10,2.07,,
1.5000,528,201.1,0.0055,24.4,105.62,2.02,,
1.5300,533,204.2,0.0065,24.4,96.72,1.99,,
1.5600,538,206.9,0.0060,24.4,87.15,1.94,,
1.5900,543,209.5,0.0060,24.4,79.58,1.90,,
1.6200,548,211.7,0.0060,24.4,72.81,1.86,,
1.6500,553,213.9,0.0055,24.4,66.85,1.83,,
1.6800,558,215.8,0.0055,24.4,62.01,1.79,,
1.7100,564,217.5,0.0055,24.4,57.91,1.76,,
1.7400,569,219.3,0.0065,24.4,54.60,1.74,,
1.7700,574,220.8,0.0060,24.4,51.41,1.71,,
1.8000,579,222.4,0.0060,24.4,49.01,1.69,,
1.8300,584,223.8,0.0060,24.4,45.94,1.66,,
1.8600,589,225.1,0.0055,24.4,43.28,1.64,,
1.8900,594,226.4,0.0055,24.4,41.14,1.61,,
1.9200,599,227.6,0.0055,24.4,39.27,1.59,,
1.9500,604,228.7,0.0055,24.4,38.01,1.58,,
1.9800,610,229.9,0.0055,24.4,36.13,1.56,,
2.0100,615,230.9,0.0065,24.4,34.66,1.54,,
2.0400,620,232.0,0.0060,24.4,,,,
2.0700,625,232.9,0.0060,24.4,,,,
2.1000,630,233.8,0.0060,24.4,,,,
2.1300,635,234.8,0.0060,24.4,,,,
2.1600,640,235.6,0.0060,24.4,,,,
SystemInternal6/28/2024 7:33:28 AM,,,,,,,,1/1
