Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-61.3,NaN,23.2,,,,
0.0600,10,-68.0,0.0060,23.2,,,,
0.1200,30,-57.5,0.0030,23.2,,,,
0.1800,50,-43.0,0.0030,23.2,,,,
0.2400,70,-23.4,0.0030,23.2,,,,
0.3000,90,-5.6,0.0030,23.3,,,,
0.3600,110,5.1,0.0030,23.3,,,,
0.4200,130,14.0,0.0030,23.3,,,,
0.4800,151,21.4,0.0030,23.3,,,,
0.5400,171,28.0,0.0030,23.4,,,,
0.6000,191,34.1,0.0030,23.4,,,,
0.6600,211,39.9,0.0030,23.4,,,,
0.7200,231,45.5,0.0030,23.4,,,,
0.7800,251,50.9,0.0030,23.5,,,,
0.8400,271,56.3,0.0030,23.5,,,,
0.9000,292,61.6,0.0030,23.5,,,,
0.9600,312,67.1,0.0030,23.5,,,,
1.0200,332,72.9,0.0030,23.6,,,,
1.0800,350,79.0,0.0030,23.6,,,,
1.1400,369,86.0,0.0030,23.6,,,,
1.2000,386,94.2,0.0035,23.6,,,,
1.2600,403,104.6,0.0035,23.6,236.53,2.37,,
1.3200,419,119.5,0.0035,23.7,293.94,2.47,,
1.3800,431,141.6,0.0050,23.7,331.78,2.52,,
1.4400,439,166.3,0.0070,23.7,328.10,2.52,,
1.5000,446,182.2,0.0085,23.7,274.71,2.44,,
1.5300,542,187.8,0.0005,23.8,226.29,2.35,,
1.5600,548,192.7,0.0055,23.8,164.42,2.22,,
1.5900,553,196.8,0.0055,23.8,120.84,2.08,,
1.6200,559,200.3,0.0050,23.8,108.06,2.03,,
1.6500,564,203.5,0.0060,23.8,97.87,1.99,,
1.6800,569,206.2,0.0055,23.8,87.42,1.94,,
1.7100,574,208.8,0.0055,23.8,79.92,1.90,,
1.7400,579,211.0,0.0055,23.8,73.31,1.87,,
1.7700,584,213.2,0.0055,23.8,67.50,1.83,,
1.8000,590,215.1,0.0055,23.9,62.74,1.80,,
1.8300,595,217.0,0.0065,23.9,58.04,1.76,,
1.8600,600,218.6,0.0060,23.9,54.41,1.74,,
1.8900,605,220.2,0.0060,23.9,51.09,1.71,,
1.9200,610,221.7,0.0060,23.9,48.80,1.69,,
1.9500,615,223.1,0.0055,23.9,46.09,1.66,,
1.9800,620,224.5,0.0055,23.9,44.18,1.65,,
2.0100,626,225.8,0.0055,23.9,41.81,1.62,,
2.0400,631,227.0,0.0060,23.9,39.61,1.60,,
2.0700,636,228.1,0.0060,23.9,37.66,1.58,,
2.1000,641,229.3,0.0060,23.9,35.61,1.55,,
2.1300,646,230.3,0.0060,23.9,34.27,1.53,,
2.1600,652,231.3,0.0055,23.9,,,,
2.1900,657,232.3,0.0065,23.9,,,,
2.2200,662,233.2,0.0065,23.9,,,,
2.2500,667,234.2,0.0065,23.9,,,,
2.2800,672,235.1,0.0060,23.9,,,,
SystemInternal6/28/2024 7:36:42 AM,,,,,,,,1/1
