Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-62.8,NaN,23.6,,,,
0.0600,8,-69.8,0.0070,23.6,,,,
0.1200,28,-59.0,0.0030,23.6,,,,
0.1800,49,-44.5,0.0030,23.6,,,,
0.2400,69,-24.4,0.0030,23.6,,,,
0.3000,89,-5.7,0.0030,23.7,,,,
0.3600,109,5.8,0.0030,23.7,,,,
0.4200,129,15.1,0.0030,23.7,,,,
0.4800,149,22.8,0.0030,23.7,,,,
0.5400,169,29.7,0.0030,23.8,,,,
0.6000,190,36.2,0.0030,23.8,,,,
0.6600,210,42.7,0.0030,23.8,,,,
0.7200,230,48.3,0.0030,23.8,,,,
0.7800,250,54.0,0.0030,23.8,,,,
0.8400,270,59.8,0.0030,23.9,,,,
0.9000,290,65.5,0.0030,23.9,,,,
0.9600,310,71.6,0.0030,23.9,,,,
1.0200,330,78.2,0.0030,23.9,,,,
1.0800,348,85.4,0.0035,23.9,,,,
1.1400,367,94.2,0.0030,24.0,,,,
1.2000,385,105.1,0.0035,24.0,250.91,2.40,,
1.2600,401,121.0,0.0040,24.0,307.50,2.49,,
1.3200,412,145.0,0.0055,24.0,341.28,2.53,,
1.3800,420,169.1,0.0075,24.0,329.98,2.52,,
1.4400,426,184.4,0.0095,24.0,269.25,2.43,,
1.4700,522,189.9,0.0005,24.1,216.14,2.33,,
1.5000,528,194.4,0.0050,24.1,153.05,2.18,,
1.5300,534,198.3,0.0055,24.1,114.99,2.06,,
1.5600,539,201.7,0.0060,24.1,103.58,2.02,,
1.5900,544,204.8,0.0060,24.1,94.55,1.98,,
1.6200,549,207.5,0.0060,24.1,85.34,1.93,,
1.6500,554,209.9,0.0055,24.1,77.40,1.89,,
1.6800,559,212.1,0.0055,24.1,71.16,1.85,,
1.7100,565,214.2,0.0055,24.1,65.83,1.82,,
1.7400,570,216.1,0.0065,24.1,61.55,1.79,,
1.7700,575,217.9,0.0060,24.1,57.42,1.76,,
1.8000,580,219.6,0.0060,24.1,53.94,1.73,,
1.8300,585,221.1,0.0060,24.2,50.76,1.71,,
1.8600,590,222.6,0.0060,24.2,48.14,1.68,,
1.8900,595,224.0,0.0060,24.2,45.47,1.66,,
1.9200,600,225.4,0.0060,24.2,42.94,1.63,,
1.9500,605,226.6,0.0055,24.2,40.80,1.61,,
1.9800,610,227.8,0.0055,24.2,38.62,1.59,,
2.0100,616,228.9,0.0055,24.2,37.13,1.57,,
2.0400,621,230.0,0.0065,24.2,35.81,1.55,,
2.0700,626,231.1,0.0060,24.2,34.66,1.54,,
2.1000,631,232.1,0.0060,24.2,,,,
2.1300,636,233.1,0.0060,24.2,,,,
2.1600,641,234.0,0.0060,24.2,,,,
2.1900,646,234.9,0.0060,24.2,,,,
2.2200,651,235.8,0.0060,24.2,,,,
6/28/2024 7:58:39 AMSystemInternal,,,,,,,,1/1
