Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-69.0,NaN,22.1,,,,
0.0600,8,-73.7,0.0080,21.8,,,,
0.1200,28,-64.6,0.0030,21.9,,,,
0.1800,48,-52.4,0.0030,21.9,,,,
0.2400,68,-35.4,0.0030,21.9,,,,
0.3000,88,-13.9,0.0030,22.0,,,,
0.3600,108,0.8,0.0030,22.0,,,,
0.4200,128,10.8,0.0030,22.0,,,,
0.4800,149,18.8,0.0030,22.1,,,,
0.5400,169,26.0,0.0030,22.1,,,,
0.6000,189,32.7,0.0030,22.1,,,,
0.6600,209,39.0,0.0030,22.2,,,,
0.7200,229,45.1,0.0030,22.2,,,,
0.7800,249,50.9,0.0030,22.2,,,,
0.8400,270,56.8,0.0030,22.3,,,,
0.9000,290,62.6,0.0030,22.3,,,,
0.9600,310,68.7,0.0030,22.3,,,,
1.0200,330,75.0,0.0030,22.4,,,,
1.0800,348,81.8,0.0035,22.4,,,,
1.1400,366,89.9,0.0035,22.4,,,,
1.2000,383,99.8,0.0035,22.4,,,,
1.2600,398,112.9,0.0040,22.5,287.42,2.46,,
1.3200,409,132.2,0.0055,22.5,323.30,2.51,,
1.3800,417,157.6,0.0080,22.5,318.99,2.50,,
1.4400,423,176.1,0.0105,22.5,268.88,2.43,,
1.5000,428,187.5,0.0120,22.5,188.38,2.28,,
1.5300,524,184.6,0.0005,22.6,131.13,2.12,,
1.5600,529,189.5,0.0060,22.7,87.07,1.94,,
1.5900,534,193.6,0.0060,22.7,87.94,1.94,,
1.6200,539,197.3,0.0060,22.7,104.87,2.02,,
1.6500,544,200.6,0.0060,22.7,115.71,2.06,,
1.6800,549,203.3,0.0060,22.7,88.44,1.95,,
1.7100,554,205.8,0.0055,22.7,80.40,1.91,,
1.7400,559,208.0,0.0055,22.7,73.43,1.87,,
1.7700,565,210.3,0.0055,22.7,67.82,1.83,,
1.8000,570,212.3,0.0060,22.7,63.41,1.80,,
1.8300,575,214.1,0.0060,22.7,58.72,1.77,,
1.8600,580,215.7,0.0060,22.7,54.94,1.74,,
1.8900,585,217.3,0.0060,22.7,51.22,1.71,,
1.9200,590,218.9,0.0060,22.7,48.93,1.69,,
1.9500,595,220.3,0.0060,22.7,46.81,1.67,,
1.9800,600,221.7,0.0055,22.7,44.48,1.65,,
2.0100,605,222.9,0.0055,22.8,41.94,1.62,,
2.0400,610,224.2,0.0055,22.8,40.14,1.60,,
2.0700,616,225.4,0.0055,22.8,39.00,1.59,,
2.1000,621,226.5,0.0065,22.8,37.48,1.57,,
2.1300,626,227.6,0.0060,22.8,35.66,1.55,,
2.1600,631,228.7,0.0060,22.8,33.99,1.53,,
2.1900,636,229.7,0.0060,22.8,32.82,1.52,,
2.2200,641,230.6,0.0060,22.8,31.28,1.50,,
2.2500,646,231.5,0.0060,22.8,,,,
2.2800,651,232.5,0.0060,22.8,,,,
2.3100,656,233.3,0.0055,22.8,,,,
2.3400,661,234.1,0.0055,22.8,,,,
2.3700,666,235.0,0.0055,22.8,,,,
SystemInternal6/28/2024 7:16:06 AM,,,,,,,,1/1
