Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-73.8,NaN,23.9,,,,
0.0600,13,-75.6,0.0045,23.9,,,,
0.1200,33,-66.7,0.0030,23.9,,,,
0.1800,53,-55.0,0.0030,23.9,,,,
0.2400,73,-38.5,0.0030,23.9,,,,
0.3000,93,-17.4,0.0030,23.9,,,,
0.3600,114,-1.7,0.0030,24.0,,,,
0.4200,134,8.8,0.0030,24.0,,,,
0.4800,154,17.4,0.0030,24.0,,,,
0.5400,174,24.9,0.0030,24.0,,,,
0.6000,194,31.7,0.0030,24.0,,,,
0.6600,214,38.0,0.0030,24.1,,,,
0.7200,234,44.0,0.0030,24.1,,,,
0.7800,254,49.8,0.0030,24.1,,,,
0.8400,274,55.7,0.0030,24.1,,,,
0.9000,294,61.5,0.0030,24.1,,,,
0.9600,315,67.3,0.0030,24.2,,,,
1.0200,335,73.5,0.0030,24.2,,,,
1.0800,355,80.3,0.0030,24.2,,,,
1.1400,375,87.9,0.0030,24.2,,,,
1.2000,395,97.1,0.0030,24.2,,,,
1.2600,412,109.1,0.0035,24.3,271.29,2.43,,
1.3200,426,127.2,0.0045,24.3,321.22,2.51,,
1.3800,436,152.9,0.0055,24.3,342.12,2.53,,
1.4400,444,174.5,0.0075,24.3,315.52,2.50,,
1.5000,450,187.5,0.0095,24.3,243.67,2.39,,
1.5300,546,192.5,0.0005,24.4,186.51,2.27,,
1.5600,553,196.7,0.0045,24.4,129.67,2.11,,
1.5900,558,200.2,0.0060,24.4,105.38,2.02,,
1.6200,563,203.4,0.0055,24.4,97.82,1.99,,
1.6500,569,206.3,0.0050,24.4,88.94,1.95,,
1.6800,575,208.8,0.0050,24.4,81.20,1.91,,
1.7100,580,211.1,0.0060,24.4,74.50,1.87,,
1.7400,585,213.3,0.0055,24.4,68.35,1.83,,
1.7700,590,215.3,0.0055,24.4,63.36,1.80,,
1.8000,596,217.1,0.0055,24.4,58.90,1.77,,
1.8300,601,218.8,0.0065,24.4,54.75,1.74,,
1.8600,606,220.4,0.0065,24.4,51.42,1.71,,
1.8900,611,221.9,0.0060,24.4,48.75,1.69,,
1.9200,616,223.3,0.0060,24.4,46.47,1.67,,
1.9500,621,224.7,0.0060,24.4,44.14,1.64,,
1.9800,626,226.0,0.0055,24.4,42.13,1.62,,
2.0100,631,227.2,0.0055,24.4,40.15,1.60,,
2.0400,636,228.4,0.0055,24.4,38.33,1.58,,
2.0700,642,229.5,0.0055,24.4,36.28,1.56,,
2.1000,647,230.6,0.0065,24.5,35.00,1.54,,
2.1300,652,231.6,0.0065,24.5,,,,
2.1600,657,232.6,0.0060,24.5,,,,
2.1900,662,233.5,0.0060,24.5,,,,
2.2200,667,234.5,0.0060,24.5,,,,
2.2500,672,235.3,0.0060,24.5,,,,
6/28/2024 7:36:55 AMSystemInternal,,,,,,,,1/1
