Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-66.2,NaN,23.5,,,,
0.0600,13,-69.1,0.0045,23.5,,,,
0.1200,33,-58.8,0.0030,23.5,,,,
0.1800,53,-44.6,0.0030,23.6,,,,
0.2400,73,-24.8,0.0030,23.6,,,,
0.3000,93,-6.5,0.0030,23.6,,,,
0.3600,114,4.7,0.0030,23.6,,,,
0.4200,134,13.9,0.0030,23.6,,,,
0.4800,154,21.4,0.0030,23.7,,,,
0.5400,174,28.1,0.0030,23.7,,,,
0.6000,194,34.3,0.0030,23.7,,,,
0.6600,214,40.2,0.0030,23.7,,,,
0.7200,234,45.8,0.0030,23.7,,,,
0.7800,254,51.3,0.0030,23.7,,,,
0.8400,274,56.8,0.0030,23.7,,,,
0.9000,295,62.2,0.0030,23.8,,,,
0.9600,315,67.8,0.0030,23.8,,,,
1.0200,335,73.6,0.0030,23.8,,,,
1.0800,354,79.8,0.0030,23.8,,,,
1.1400,372,87.0,0.0035,23.8,,,,
1.2000,389,95.8,0.0035,23.8,,,,
1.2600,406,106.9,0.0035,23.8,251.41,2.40,,
1.3200,421,122.7,0.0040,23.9,305.94,2.49,,
1.3800,432,146.6,0.0055,23.9,336.29,2.53,,
1.4400,440,170.2,0.0075,23.9,322.75,2.51,,
1.5000,446,184.8,0.0090,23.9,261.60,2.42,,
1.5300,543,190.0,0.0005,23.9,209.21,2.32,,
1.5600,549,194.5,0.0050,23.9,147.62,2.17,,
1.5900,555,198.4,0.0050,23.9,112.51,2.05,,
1.6200,560,201.7,0.0060,23.9,103.29,2.01,,
1.6500,566,204.8,0.0055,24.0,94.08,1.97,,
1.6800,571,207.4,0.0065,24.0,84.85,1.93,,
1.7100,576,209.9,0.0065,24.0,77.27,1.89,,
1.7400,581,212.1,0.0065,24.0,71.15,1.85,,
1.7700,586,214.1,0.0060,24.0,65.71,1.82,,
1.8000,591,216.1,0.0060,24.0,60.88,1.78,,
1.8300,596,217.8,0.0060,24.0,56.54,1.75,,
1.8600,601,219.5,0.0060,24.0,53.10,1.73,,
1.8900,606,221.0,0.0055,24.0,50.07,1.70,,
1.9200,612,222.4,0.0055,24.0,47.62,1.68,,
1.9500,616,223.9,0.0065,24.0,45.85,1.66,,
1.9800,622,225.2,0.0055,24.0,43.27,1.64,,
2.0100,627,226.5,0.0065,24.0,40.81,1.61,,
2.0400,632,227.7,0.0060,24.0,38.66,1.59,,
2.0700,637,228.8,0.0060,24.0,36.77,1.57,,
2.1000,642,229.8,0.0060,24.0,35.27,1.55,,
2.1300,647,230.9,0.0060,24.0,34.18,1.53,,
2.1600,652,232.0,0.0060,24.0,,,,
2.1900,657,232.9,0.0060,24.0,,,,
2.2200,662,233.8,0.0055,24.0,,,,
2.2500,667,234.8,0.0055,24.0,,,,
2.2800,672,235.6,0.0055,24.0,,,,
SystemInternal6/28/2024 7:18:07 AM,,,,,,,,1/1
