Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-64.6,NaN,23.7,,,,
0.0600,13,-68.0,0.0045,23.7,,,,
0.1200,33,-57.4,0.0030,23.7,,,,
0.1800,53,-43.0,0.0030,23.7,,,,
0.2400,73,-22.7,0.0030,23.8,,,,
0.3000,94,-5.3,0.0030,23.8,,,,
0.3600,114,5.7,0.0030,23.8,,,,
0.4200,134,14.8,0.0030,23.8,,,,
0.4800,154,22.2,0.0030,23.8,,,,
0.5400,174,28.9,0.0030,23.8,,,,
0.6000,194,35.1,0.0030,23.9,,,,
0.6600,214,41.0,0.0030,23.9,,,,
0.7200,234,46.6,0.0030,23.9,,,,
0.7800,254,52.1,0.0030,23.9,,,,
0.8400,274,57.6,0.0030,23.9,,,,
0.9000,295,63.0,0.0030,23.9,,,,
0.9600,315,68.6,0.0030,24.0,,,,
1.0200,335,74.5,0.0030,24.0,,,,
1.0800,354,80.9,0.0030,24.0,,,,
1.1400,373,88.2,0.0030,24.0,,,,
1.2000,390,97.1,0.0035,24.0,,,,
1.2600,406,108.6,0.0040,24.0,259.52,2.41,,
1.3200,421,125.4,0.0040,24.0,311.56,2.49,,
1.3800,432,150.1,0.0055,24.0,337.03,2.53,,
1.4400,439,172.5,0.0080,24.0,317.05,2.50,,
1.5000,445,186.2,0.0095,24.0,251.11,2.40,,
1.5300,541,191.3,0.0005,24.1,196.87,2.29,,
1.5600,546,195.6,0.0055,24.1,138.24,2.14,,
1.5900,552,199.3,0.0050,24.1,109.23,2.04,,
1.6200,557,202.6,0.0060,24.1,100.87,2.00,,
1.6500,562,205.6,0.0060,24.1,91.61,1.96,,
1.6800,567,208.2,0.0055,24.1,82.67,1.92,,
1.7100,572,210.5,0.0055,24.1,75.45,1.88,,
1.7400,577,212.7,0.0055,24.1,69.50,1.84,,
1.7700,582,214.7,0.0055,24.1,64.69,1.81,,
1.8000,588,216.6,0.0055,24.1,60.42,1.78,,
1.8300,593,218.4,0.0065,24.1,56.27,1.75,,
1.8600,598,220.0,0.0060,24.1,52.42,1.72,,
1.8900,603,221.5,0.0060,24.1,49.09,1.69,,
1.9200,608,222.9,0.0060,24.1,46.08,1.66,,
1.9500,613,224.3,0.0060,24.1,44.14,1.64,,
1.9800,618,225.6,0.0060,24.2,42.29,1.63,,
2.0100,623,226.8,0.0060,24.2,40.47,1.61,,
2.0400,628,228.0,0.0055,24.2,38.86,1.59,,
2.0700,633,229.2,0.0055,24.2,36.94,1.57,,
2.1000,638,230.2,0.0055,24.2,35.47,1.55,,
2.1300,644,231.3,0.0055,24.2,,,,
2.1600,649,232.3,0.0065,24.2,,,,
2.1900,654,233.2,0.0060,24.2,,,,
2.2200,659,234.2,0.0060,24.2,,,,
2.2500,664,235.1,0.0060,24.2,,,,
6/28/2024 7:18:22 AMSystemInternal,,,,,,,,1/1
