Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-65.4,NaN,22.4,,,,
0.0600,7,-69.9,0.0080,22.2,,,,
0.1200,28,-59.6,0.0030,22.2,,,,
0.1800,48,-45.3,0.0030,22.3,,,,
0.2400,68,-24.8,0.0030,22.3,,,,
0.3000,88,-5.9,0.0030,22.3,,,,
0.3600,108,5.4,0.0030,22.4,,,,
0.4200,128,14.5,0.0030,22.4,,,,
0.4800,148,21.8,0.0030,22.4,,,,
0.5400,168,28.5,0.0030,22.5,,,,
0.6000,188,34.8,0.0030,22.5,,,,
0.6600,209,40.8,0.0030,22.5,,,,
0.7200,229,46.7,0.0030,22.6,,,,
0.7800,249,52.4,0.0030,22.6,,,,
0.8400,269,57.9,0.0030,22.6,,,,
0.9000,288,63.8,0.0030,22.6,,,,
0.9600,306,69.1,0.0035,22.7,,,,
1.0200,326,75.6,0.0030,22.7,,,,
1.0800,346,82.5,0.0030,22.7,,,,
1.1400,361,90.0,0.0040,22.8,,,,
1.2000,381,100.5,0.0030,22.8,,,,
1.2600,395,113.2,0.0045,22.8,286.02,2.46,,
1.3200,408,133.4,0.0045,22.8,328.32,2.52,,
1.3800,417,159.3,0.0070,22.8,335.80,2.53,,
1.4400,424,178.0,0.0090,22.8,295.51,2.47,,
1.5000,430,189.7,0.0105,22.9,218.39,2.34,,
1.5300,526,194.0,0.0005,23.0,160.04,2.20,,
1.5600,532,197.8,0.0050,23.0,112.41,2.05,,
1.5900,537,201.2,0.0055,23.0,98.32,1.99,,
1.6200,542,204.1,0.0055,23.0,92.15,1.96,,
1.6500,548,206.8,0.0050,23.0,84.74,1.93,,
1.6800,554,209.3,0.0050,23.0,76.89,1.89,,
1.7100,559,211.4,0.0060,23.0,71.04,1.85,,
1.7400,565,213.6,0.0050,23.0,65.51,1.82,,
1.7700,570,215.3,0.0060,23.0,61.06,1.79,,
1.8000,575,217.2,0.0060,23.0,56.58,1.75,,
1.8300,583,218.9,0.0035,23.1,53.43,1.73,,
1.8600,588,220.3,0.0055,23.1,49.93,1.70,,
1.8900,594,221.9,0.0050,23.1,46.93,1.67,,
1.9200,599,223.1,0.0060,23.1,44.45,1.65,,
1.9500,605,224.6,0.0050,23.1,42.65,1.63,,
1.9800,610,225.7,0.0055,23.1,40.58,1.61,,
2.0100,616,226.9,0.0055,23.1,38.68,1.59,,
2.0400,621,228.2,0.0060,23.1,37.71,1.58,,
2.0700,627,229.1,0.0055,23.1,35.57,1.55,,
2.1000,632,230.2,0.0060,23.1,34.05,1.53,,
2.1300,637,231.3,0.0060,23.1,31.78,1.50,,
2.1600,642,232.2,0.0060,23.1,,,,
2.1900,647,233.0,0.0055,23.1,,,,
2.2200,652,233.9,0.0055,23.2,,,,
2.2500,658,234.8,0.0055,23.2,,,,
2.2800,662,235.7,0.0065,23.2,,,,
SystemInternal6/28/2024 7:17:25 AM,,,,,,,,1/1
