Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-58.6,NaN,22.9,,,,
0.0600,9,-66.8,0.0070,22.9,,,,
0.1200,29,-55.7,0.0030,22.9,,,,
0.1800,49,-40.4,0.0030,22.9,,,,
0.2400,69,-19.9,0.0030,22.9,,,,
0.3000,89,-3.7,0.0030,23.0,,,,
0.3600,109,6.9,0.0030,23.0,,,,
0.4200,129,15.4,0.0030,23.0,,,,
0.4800,150,22.6,0.0030,23.0,,,,
0.5400,170,29.0,0.0030,23.1,,,,
0.6000,190,35.1,0.0030,23.1,,,,
0.6600,210,40.8,0.0030,23.1,,,,
0.7200,230,46.3,0.0030,23.1,,,,
0.7800,250,51.7,0.0030,23.2,,,,
0.8400,270,57.0,0.0030,23.2,,,,
0.9000,290,62.3,0.0030,23.2,,,,
0.9600,309,67.6,0.0030,23.2,,,,
1.0200,328,73.6,0.0030,23.3,,,,
1.0800,345,79.6,0.0035,23.3,,,,
1.1400,362,86.7,0.0035,23.3,,,,
1.2000,380,95.6,0.0035,23.3,,,,
1.2600,396,106.2,0.0035,23.3,246.74,2.39,,
1.3200,412,121.6,0.0040,23.4,302.30,2.48,,
1.3800,424,145.3,0.0050,23.4,334.29,2.52,,
1.4400,432,169.1,0.0080,23.4,323.07,2.51,,
1.5000,438,183.8,0.0100,23.4,264.23,2.42,,
1.5300,534,189.2,0.0005,23.5,212.10,2.33,,
1.5600,540,193.7,0.0050,23.5,149.99,2.18,,
1.5900,546,197.5,0.0050,23.5,113.87,2.06,,
1.6200,551,200.9,0.0060,23.5,104.46,2.02,,
1.6500,556,204.1,0.0060,23.5,95.60,1.98,,
1.6800,562,206.8,0.0055,23.5,86.67,1.94,,
1.7100,567,209.2,0.0060,23.5,78.98,1.90,,
1.7400,572,211.5,0.0055,23.5,72.02,1.86,,
1.7700,577,213.6,0.0055,23.5,65.97,1.82,,
1.8000,583,215.5,0.0055,23.5,61.03,1.79,,
1.8300,588,217.3,0.0065,23.5,56.56,1.75,,
1.8600,593,218.9,0.0060,23.5,53.23,1.73,,
1.8900,598,220.4,0.0060,23.5,50.57,1.70,,
1.9200,603,221.9,0.0060,23.6,48.84,1.69,,
1.9500,608,223.4,0.0060,23.6,46.87,1.67,,
1.9800,613,224.8,0.0060,23.6,44.13,1.64,,
2.0100,618,226.0,0.0060,23.6,41.00,1.61,,
2.0400,623,227.3,0.0055,23.6,37.95,1.58,,
2.0700,628,228.3,0.0055,23.6,35.89,1.55,,
2.1000,634,229.3,0.0055,23.6,34.43,1.54,,
2.1300,639,230.4,0.0065,23.6,33.84,1.53,,
2.1600,644,231.4,0.0065,23.6,,,,
2.1900,649,232.4,0.0060,23.6,,,,
2.2200,654,233.3,0.0060,23.6,,,,
2.2500,659,234.3,0.0060,23.6,,,,
2.2800,664,235.1,0.0060,23.6,,,,
SystemInternal6/28/2024 7:17:40 AM,,,,,,,,1/1
