Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-76.8,NaN,22.6,,,,
0.0600,9,-80.4,0.0065,22.5,,,,
0.1200,29,-71.6,0.0030,22.5,,,,
0.1800,49,-60.5,0.0030,22.5,,,,
0.2400,69,-45.3,0.0030,22.6,,,,
0.3000,90,-24.2,0.0030,22.6,,,,
0.3600,110,-4.8,0.0030,22.6,,,,
0.4200,130,7.3,0.0030,22.7,,,,
0.4800,150,16.8,0.0030,22.7,,,,
0.5400,170,25.0,0.0030,22.7,,,,
0.6000,190,32.5,0.0030,22.8,,,,
0.6600,210,39.6,0.0030,22.8,,,,
0.7200,230,46.4,0.0030,22.8,,,,
0.7800,250,53.1,0.0030,22.9,,,,
0.8400,271,59.8,0.0030,22.9,,,,
0.9000,291,66.5,0.0030,22.9,,,,
0.9600,311,73.7,0.0030,23.0,,,,
1.0200,331,81.8,0.0030,23.0,,,,
1.0800,351,90.9,0.0030,23.0,,,,
1.1400,370,102.5,0.0030,23.0,267.12,2.43,,
1.2000,388,119.5,0.0035,23.1,323.44,2.51,,
1.2600,400,145.3,0.0050,23.1,354.71,2.55,,
1.3200,409,169.7,0.0070,23.1,338.46,2.53,,
1.3800,415,184.6,0.0100,23.1,270.14,2.43,,
1.4100,512,190.1,0.0005,23.2,212.37,2.33,,
1.4400,517,194.6,0.0055,23.2,146.72,2.17,,
1.4700,523,198.3,0.0050,23.2,111.38,2.05,,
1.5000,529,201.7,0.0055,23.3,101.16,2.01,,
1.5300,534,204.6,0.0060,23.3,92.34,1.97,,
1.5600,539,207.3,0.0060,23.3,84.36,1.93,,
1.5900,544,209.7,0.0055,23.3,77.62,1.89,,
1.6200,550,211.9,0.0050,23.3,71.17,1.85,,
1.6500,555,214.1,0.0060,23.3,66.07,1.82,,
1.6800,560,215.9,0.0060,23.3,61.03,1.79,,
1.7100,565,217.7,0.0060,23.3,56.76,1.75,,
1.7400,570,219.3,0.0055,23.3,52.74,1.72,,
1.7700,575,220.9,0.0055,23.3,49.75,1.70,,
1.8000,581,222.3,0.0055,23.3,47.28,1.67,,
1.8300,586,223.7,0.0065,23.3,44.61,1.65,,
1.8600,591,225.0,0.0065,23.3,42.66,1.63,,
1.8900,596,226.3,0.0060,23.3,40.62,1.61,,
1.9200,601,227.4,0.0060,23.4,38.80,1.59,,
1.9500,606,228.6,0.0060,23.4,37.00,1.57,,
1.9800,611,229.7,0.0055,23.4,35.47,1.55,,
2.0100,616,230.7,0.0055,23.4,33.95,1.53,,
2.0400,622,231.7,0.0050,23.4,,,,
2.0700,627,232.7,0.0060,23.4,,,,
2.1000,632,233.6,0.0060,23.4,,,,
2.1300,637,234.5,0.0060,23.4,,,,
2.1600,642,235.4,0.0060,23.4,,,,
SystemInternal6/28/2024 7:35:45 AM,,,,,,,,1/1
