Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-81.1,NaN,23.6,,,,
0.0600,10,-81.5,0.0060,23.5,,,,
0.1200,30,-73.0,0.0030,23.6,,,,
0.1800,50,-62.6,0.0030,23.6,,,,
0.2400,70,-48.4,0.0030,23.6,,,,
0.3000,90,-28.8,0.0030,23.6,,,,
0.3600,110,-7.3,0.0030,23.7,,,,
0.4200,130,5.1,0.0030,23.7,,,,
0.4800,151,15.1,0.0030,23.7,,,,
0.5400,171,23.4,0.0030,23.7,,,,
0.6000,191,30.9,0.0030,23.8,,,,
0.6600,211,38.1,0.0030,23.8,,,,
0.7200,231,44.8,0.0030,23.8,,,,
0.7800,251,51.4,0.0030,23.8,,,,
0.8400,272,57.9,0.0030,23.8,,,,
0.9000,292,64.4,0.0030,23.9,,,,
0.9600,312,71.2,0.0030,23.9,,,,
1.0200,332,78.7,0.0030,23.9,,,,
1.0800,352,87.0,0.0030,23.9,,,,
1.1400,372,97.2,0.0030,24.0,,,,
1.2000,391,110.6,0.0030,24.0,295.87,2.47,,
1.2600,405,131.4,0.0045,24.0,339.66,2.53,,
1.3200,415,158.5,0.0060,24.0,348.69,2.54,,
1.3800,422,177.8,0.0090,24.0,308.06,2.49,,
1.4400,428,190.0,0.0105,24.0,226.27,2.35,,
1.4700,524,194.6,0.0005,24.1,165.59,2.22,,
1.5000,530,198.4,0.0050,24.1,114.94,2.06,,
1.5300,535,201.8,0.0060,24.1,99.96,2.00,,
1.5600,540,204.8,0.0055,24.1,92.05,1.96,,
1.5900,546,207.5,0.0050,24.1,84.48,1.93,,
1.6200,551,209.9,0.0055,24.1,77.25,1.89,,
1.6500,556,212.1,0.0055,24.1,71.17,1.85,,
1.6800,562,214.2,0.0055,24.1,66.03,1.82,,
1.7100,567,216.1,0.0065,24.1,61.74,1.79,,
1.7400,572,217.9,0.0060,24.1,57.42,1.76,,
1.7700,577,219.6,0.0060,24.1,53.41,1.73,,
1.8000,582,221.1,0.0060,24.1,50.28,1.70,,
1.8300,587,222.6,0.0060,24.2,47.43,1.68,,
1.8600,592,223.9,0.0060,24.2,44.93,1.65,,
1.8900,597,225.3,0.0060,24.2,42.81,1.63,,
1.9200,602,226.6,0.0055,24.2,41.13,1.61,,
1.9500,607,227.7,0.0055,24.2,39.49,1.60,,
1.9800,612,228.9,0.0055,24.2,37.67,1.58,,
2.0100,618,230.0,0.0055,24.2,35.79,1.55,,
2.0400,623,231.1,0.0065,24.2,34.68,1.54,,
2.0700,628,232.1,0.0060,24.2,,,,
2.1000,633,233.0,0.0060,24.2,,,,
2.1300,638,234.0,0.0060,24.2,,,,
2.1600,643,234.9,0.0060,24.2,,,,
2.1900,648,235.7,0.0060,24.2,,,,
SystemInternal6/28/2024 7:58:17 AM,,,,,,,,1/1
