Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-23.6,NaN,21.8,,,,
0.0600,13,-52.1,0.0045,21.7,,,,
0.1200,34,-39.5,0.0030,21.7,,,,
0.1800,54,-19.7,0.0030,21.7,,,,
0.2400,74,-3.8,0.0030,21.8,,,,
0.3000,94,6.2,0.0030,21.8,,,,
0.3600,114,14.5,0.0030,21.9,,,,
0.4200,134,21.4,0.0030,21.9,,,,
0.4800,154,27.6,0.0030,21.9,,,,
0.5400,174,33.4,0.0030,22.0,,,,
0.6000,194,39.0,0.0030,22.0,,,,
0.6600,215,44.1,0.0030,22.0,,,,
0.7200,235,49.4,0.0030,22.1,,,,
0.7800,255,54.5,0.0030,22.1,,,,
0.8400,275,59.5,0.0030,22.2,,,,
0.9000,294,64.6,0.0030,22.2,,,,
0.9600,315,70.2,0.0030,22.2,,,,
1.0200,334,76.0,0.0030,22.3,,,,
1.0800,354,82.2,0.0030,22.3,,,,
1.1400,374,89.6,0.0030,22.3,,,,
1.2000,392,98.5,0.0035,22.4,,,,
1.2600,410,110.3,0.0035,22.4,261.47,2.42,,
1.3200,426,127.5,0.0035,22.4,310.51,2.49,,
1.3800,437,152.1,0.0055,22.4,331.43,2.52,,
1.4400,446,173.3,0.0070,22.4,308.02,2.49,,
1.5000,452,186.3,0.0095,22.4,240.89,2.38,,
1.5300,548,191.4,0.0005,22.6,187.31,2.27,,
1.5600,554,195.5,0.0050,22.6,131.98,2.12,,
1.5900,560,199.2,0.0045,22.6,106.75,2.03,,
1.6200,566,202.4,0.0050,22.6,97.99,1.99,,
1.6500,572,205.2,0.0055,22.6,88.55,1.95,,
1.6800,577,207.6,0.0055,22.6,80.40,1.91,,
1.7100,583,210.1,0.0050,22.6,73.43,1.87,,
1.7400,588,212.1,0.0060,22.6,68.36,1.83,,
1.7700,595,214.2,0.0040,22.7,63.38,1.80,,
1.8000,600,215.9,0.0055,22.7,58.92,1.77,,
1.8300,606,217.7,0.0050,22.7,54.38,1.74,,
1.8600,614,219.3,0.0035,22.7,51.79,1.71,,
1.8900,620,220.7,0.0055,22.7,48.39,1.68,,
1.9200,626,222.2,0.0055,22.7,46.51,1.67,,
1.9500,631,223.5,0.0065,22.7,43.75,1.64,,
1.9800,638,224.9,0.0040,22.7,42.13,1.62,,
2.0100,643,226.0,0.0055,22.7,40.53,1.61,,
2.0400,649,227.3,0.0055,22.7,38.29,1.58,,
2.0700,654,228.3,0.0060,22.7,36.45,1.56,,
2.1000,660,229.5,0.0050,22.7,35.01,1.54,,
2.1300,665,230.5,0.0055,22.8,33.80,1.53,,
2.1600,670,231.4,0.0055,22.8,,,,
2.1900,676,232.4,0.0055,22.8,,,,
2.2200,681,233.4,0.0065,22.8,,,,
2.2500,686,234.2,0.0065,22.8,,,,
2.2800,692,235.1,0.0050,22.8,,,,
SystemInternal6/29/2024 5:05:22 PM,,,,,,,,1/1
