Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-15.5,NaN,22.4,,,,
0.0600,13,-47.9,0.0045,22.3,,,,
0.1200,33,-33.3,0.0030,22.3,,,,
0.1800,53,-13.8,0.0030,22.4,,,,
0.2400,74,-0.1,0.0030,22.4,,,,
0.3000,94,9.1,0.0030,22.4,,,,
0.3600,114,16.6,0.0030,22.5,,,,
0.4200,134,23.2,0.0030,22.5,,,,
0.4800,154,29.2,0.0030,22.5,,,,
0.5400,174,34.9,0.0030,22.6,,,,
0.6000,194,40.3,0.0030,22.6,,,,
0.6600,214,45.6,0.0030,22.6,,,,
0.7200,235,50.5,0.0030,22.6,,,,
0.7800,255,55.5,0.0030,22.7,,,,
0.8400,275,60.6,0.0030,22.7,,,,
0.9000,295,65.7,0.0030,22.7,,,,
0.9600,313,70.8,0.0035,22.7,,,,
1.0200,334,76.7,0.0030,22.8,,,,
1.0800,352,83.1,0.0035,22.8,,,,
1.1400,372,90.4,0.0030,22.8,,,,
1.2000,390,99.1,0.0035,22.8,,,,
1.2600,408,110.8,0.0035,22.9,260.45,2.42,,
1.3200,423,128.0,0.0040,22.9,309.54,2.49,,
1.3800,434,152.9,0.0055,22.9,330.95,2.52,,
1.4400,442,173.7,0.0075,22.9,306.99,2.49,,
1.5000,448,186.6,0.0090,22.9,239.10,2.38,,
1.5300,547,191.7,0.0005,23.0,185.08,2.27,,
1.5600,552,195.8,0.0055,23.0,130.01,2.11,,
1.5900,558,199.3,0.0055,23.1,106.23,2.03,,
1.6200,564,202.6,0.0050,23.1,97.68,1.99,,
1.6500,569,205.4,0.0060,23.1,88.18,1.95,,
1.6800,574,207.8,0.0055,23.1,80.00,1.90,,
1.7100,580,210.2,0.0045,23.1,73.54,1.87,,
1.7400,586,212.4,0.0055,23.1,68.32,1.83,,
1.7700,591,214.2,0.0065,23.1,64.04,1.81,,
1.8000,597,216.1,0.0050,23.1,59.13,1.77,,
1.8300,602,218.0,0.0055,23.1,54.72,1.74,,
1.8600,607,219.5,0.0055,23.1,51.72,1.71,,
1.8900,612,220.9,0.0055,23.1,49.16,1.69,,
1.9200,618,222.3,0.0055,23.1,46.12,1.66,,
1.9500,624,223.8,0.0055,23.1,43.93,1.64,,
1.9800,629,225.1,0.0065,23.1,42.14,1.62,,
2.0100,634,226.3,0.0060,23.2,39.82,1.60,,
2.0400,639,227.4,0.0060,23.2,37.81,1.58,,
2.0700,644,228.5,0.0060,23.2,36.47,1.56,,
2.1000,649,229.6,0.0055,23.2,35.13,1.55,,
2.1300,654,230.7,0.0055,23.2,33.65,1.53,,
2.1600,660,231.7,0.0055,23.2,,,,
2.1900,665,232.6,0.0065,23.2,,,,
2.2200,670,233.4,0.0065,23.2,,,,
2.2500,675,234.4,0.0060,23.2,,,,
2.2800,680,235.3,0.0055,23.2,,,,
SystemInternal6/29/2024 5:00:11 PM,,,,,,,,1/1
