Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-58.3,NaN,23.5,,,,
0.0600,7,-67.8,0.0090,23.5,,,,
0.1200,27,-57.0,0.0030,23.5,,,,
0.1800,47,-42.1,0.0030,23.5,,,,
0.2400,67,-21.2,0.0030,23.5,,,,
0.3000,87,-4.5,0.0030,23.5,,,,
0.3600,108,6.6,0.0030,23.5,,,,
0.4200,128,15.4,0.0030,23.6,,,,
0.4800,148,23.1,0.0030,23.6,,,,
0.5400,168,29.7,0.0030,23.6,,,,
0.6000,188,36.1,0.0030,23.6,,,,
0.6600,208,42.0,0.0030,23.6,,,,
0.7200,228,47.9,0.0030,23.7,,,,
0.7800,248,53.4,0.0030,23.7,,,,
0.8400,268,59.1,0.0030,23.7,,,,
0.9000,289,64.7,0.0030,23.7,,,,
0.9600,309,70.6,0.0030,23.7,,,,
1.0200,329,76.8,0.0030,23.8,,,,
1.0800,348,83.7,0.0030,23.8,,,,
1.1400,367,92.0,0.0030,23.8,,,,
1.2000,383,101.9,0.0035,23.8,227.40,2.36,,
1.2600,399,115.9,0.0035,23.8,287.86,2.46,,
1.3200,412,137.2,0.0045,23.8,332.16,2.52,,
1.3800,422,162.6,0.0055,23.8,336.49,2.53,,
1.4400,429,180.3,0.0080,23.8,289.43,2.46,,
1.4700,531,186.5,0.0005,23.9,243.42,2.39,,
1.5000,537,191.3,0.0055,23.9,179.13,2.25,,
1.5300,546,195.7,0.0035,23.9,128.27,2.11,,
1.5600,552,199.3,0.0055,23.9,110.55,2.04,,
1.5900,557,202.5,0.0060,23.9,100.72,2.00,,
1.6200,563,205.5,0.0045,23.9,90.89,1.96,,
1.6500,569,208.2,0.0055,23.9,82.35,1.92,,
1.6800,574,210.3,0.0060,23.9,75.21,1.88,,
1.7100,580,212.5,0.0050,23.9,69.06,1.84,,
1.7400,586,214.7,0.0050,23.9,64.21,1.81,,
1.7700,591,216.5,0.0060,23.9,60.52,1.78,,
1.8000,596,218.1,0.0060,23.9,56.68,1.75,,
1.8300,603,219.9,0.0040,24.0,51.92,1.72,,
1.8600,608,221.4,0.0060,24.0,48.49,1.69,,
1.8900,613,222.8,0.0055,24.0,46.63,1.67,,
1.9200,618,224.1,0.0055,24.0,44.86,1.65,,
1.9500,624,225.4,0.0055,24.0,42.22,1.63,,
1.9800,629,226.7,0.0060,24.0,41.03,1.61,,
2.0100,634,228.0,0.0060,24.0,39.21,1.59,,
2.0400,639,229.1,0.0055,24.0,36.76,1.57,,
2.0700,644,230.0,0.0055,24.0,34.28,1.54,,
2.1000,652,231.2,0.0035,24.0,,,,
2.1300,658,232.1,0.0055,24.0,,,,
2.1600,663,233.0,0.0065,24.0,,,,
2.1900,668,234.0,0.0060,24.0,,,,
2.2200,673,235.0,0.0060,24.0,,,,
6/29/2024 5:06:01 PMSystemInternal,,,,,,,,1/1
