Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-19.2,NaN,21.9,,,,
0.0600,12,-49.7,0.0050,21.6,,,,
0.1200,32,-36.8,0.0030,21.7,,,,
0.1800,52,-17.2,0.0030,21.7,,,,
0.2400,73,-2.0,0.0030,21.8,,,,
0.3000,93,7.4,0.0030,21.8,,,,
0.3600,113,15.4,0.0030,21.8,,,,
0.4200,133,22.4,0.0030,21.9,,,,
0.4800,153,28.5,0.0030,21.9,,,,
0.5400,173,34.4,0.0030,22.0,,,,
0.6000,193,39.9,0.0030,22.0,,,,
0.6600,213,45.1,0.0030,22.0,,,,
0.7200,234,50.2,0.0030,22.1,,,,
0.7800,254,55.4,0.0030,22.1,,,,
0.8400,274,60.6,0.0030,22.2,,,,
0.9000,294,65.9,0.0030,22.2,,,,
0.9600,310,70.7,0.0040,22.2,,,,
1.0200,330,77.3,0.0030,22.3,,,,
1.0800,350,84.0,0.0030,22.3,,,,
1.1400,368,91.6,0.0035,22.3,,,,
1.2000,388,101.2,0.0030,22.4,,,,
1.2600,407,114.2,0.0030,22.4,277.73,2.44,,
1.3200,422,133.3,0.0040,22.4,320.55,2.51,,
1.3800,434,158.8,0.0050,22.4,330.33,2.52,,
1.4400,441,177.5,0.0085,22.5,293.89,2.47,,
1.5000,447,189.0,0.0100,22.5,218.94,2.34,,
1.5300,543,193.9,0.0005,22.6,163.70,2.21,,
1.5600,549,197.7,0.0045,22.6,115.16,2.06,,
1.5900,554,201.0,0.0055,22.6,100.22,2.00,,
1.6200,560,203.9,0.0050,22.6,92.74,1.97,,
1.6500,565,206.6,0.0055,22.7,83.41,1.92,,
1.6800,571,209.1,0.0050,22.7,76.57,1.88,,
1.7100,576,211.3,0.0060,22.7,70.70,1.85,,
1.7400,581,213.3,0.0060,22.7,65.39,1.82,,
1.7700,587,215.1,0.0055,22.7,60.16,1.78,,
1.8000,592,216.9,0.0065,22.7,56.07,1.75,,
1.8300,597,218.7,0.0060,22.7,53.47,1.73,,
1.8600,602,220.1,0.0060,22.7,50.39,1.70,,
1.8900,607,221.5,0.0060,22.7,47.47,1.68,,
1.9200,613,223.0,0.0050,22.7,45.37,1.66,,
1.9500,618,224.4,0.0060,22.7,43.24,1.64,,
1.9800,623,225.5,0.0060,22.7,41.13,1.61,,
2.0100,629,226.8,0.0055,22.8,38.91,1.59,,
2.0400,634,228.0,0.0065,22.8,36.56,1.56,,
2.0700,639,228.9,0.0060,22.8,34.89,1.54,,
2.1000,644,230.0,0.0055,22.8,33.91,1.53,,
2.1300,649,231.1,0.0055,22.8,32.61,1.51,,
2.1600,654,231.9,0.0055,22.8,,,,
2.1900,660,232.9,0.0055,22.8,,,,
2.2200,665,233.9,0.0060,22.8,,,,
2.2500,670,234.7,0.0060,22.8,,,,
2.2800,675,235.5,0.0060,22.8,,,,
SystemInternal6/29/2024 5:05:09 PM,,,,,,,,1/1
