Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-22.7,NaN,23.1,,,,
0.0600,10,-48.8,0.0060,23.0,,,,
0.1200,30,-33.9,0.0030,23.1,,,,
0.1800,51,-13.2,0.0030,23.1,,,,
0.2400,71,0.7,0.0030,23.1,,,,
0.3000,91,10.0,0.0030,23.1,,,,
0.3600,111,17.6,0.0030,23.2,,,,
0.4200,131,24.4,0.0030,23.2,,,,
0.4800,151,30.7,0.0030,23.2,,,,
0.5400,172,36.4,0.0030,23.2,,,,
0.6000,192,41.9,0.0030,23.2,,,,
0.6600,212,47.2,0.0030,23.3,,,,
0.7200,231,52.4,0.0030,23.3,,,,
0.7800,251,57.8,0.0030,23.3,,,,
0.8400,269,62.8,0.0035,23.3,,,,
0.9000,289,68.2,0.0030,23.3,,,,
0.9600,309,74.2,0.0030,23.4,,,,
1.0200,326,80.2,0.0035,23.4,,,,
1.0800,343,87.1,0.0035,23.4,,,,
1.1400,361,95.7,0.0035,23.4,,,,
1.2000,382,106.6,0.0030,23.4,240.77,2.38,,
1.2600,397,121.4,0.0040,23.5,296.38,2.47,,
1.3200,410,144.3,0.0045,23.5,330.30,2.52,,
1.3800,419,167.9,0.0070,23.5,322.28,2.51,,
1.4400,425,183.3,0.0095,23.5,267.11,2.43,,
1.4700,522,188.9,0.0005,23.6,218.53,2.34,,
1.5000,529,193.6,0.0045,23.6,157.04,2.20,,
1.5300,535,197.5,0.0055,23.6,117.88,2.07,,
1.5600,541,201.0,0.0055,23.6,104.53,2.02,,
1.5900,546,204.0,0.0060,23.6,94.16,1.97,,
1.6200,551,206.7,0.0060,23.6,84.62,1.93,,
1.6500,556,209.1,0.0060,23.6,77.05,1.89,,
1.6800,561,211.3,0.0060,23.6,70.58,1.85,,
1.7100,566,213.4,0.0055,23.6,66.02,1.82,,
1.7400,571,215.3,0.0055,23.6,62.42,1.80,,
1.7700,576,217.1,0.0055,23.6,58.76,1.77,,
1.8000,582,218.8,0.0055,23.6,55.12,1.74,,
1.8300,587,220.5,0.0055,23.6,52.00,1.72,,
1.8600,593,222.0,0.0055,23.6,48.57,1.69,,
1.8900,598,223.3,0.0065,23.6,45.80,1.66,,
1.9200,604,224.7,0.0045,23.6,43.15,1.63,,
1.9500,610,226.0,0.0055,23.6,41.26,1.62,,
1.9800,615,227.1,0.0065,23.7,39.29,1.59,,
2.0100,620,228.4,0.0060,23.7,37.71,1.58,,
2.0400,625,229.4,0.0060,23.7,35.42,1.55,,
2.0700,632,230.5,0.0045,23.7,33.95,1.53,,
2.1000,637,231.4,0.0060,23.7,,,,
2.1300,643,232.5,0.0050,23.7,,,,
2.1600,648,233.3,0.0060,23.7,,,,
2.1900,653,234.3,0.0060,23.7,,,,
2.2200,660,235.2,0.0045,23.7,,,,
6/29/2024 5:05:48 PMSystemInternal,,,,,,,,1/1
