Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-38.9,NaN,24.8,,,,
0.0600,7,-55.5,0.0090,24.8,,,,
0.1200,27,-41.1,0.0030,24.8,,,,
0.1800,47,-21.9,0.0030,24.8,,,,
0.2400,67,-5.0,0.0030,24.8,,,,
0.3000,87,5.8,0.0030,24.8,,,,
0.3600,107,14.6,0.0030,24.9,,,,
0.4200,128,21.8,0.0030,24.9,,,,
0.4800,148,28.2,0.0030,24.9,,,,
0.5400,168,34.2,0.0030,24.9,,,,
0.6000,188,39.8,0.0030,24.9,,,,
0.6600,208,45.2,0.0030,24.9,,,,
0.7200,228,50.2,0.0030,24.9,,,,
0.7800,248,55.3,0.0030,24.9,,,,
0.8400,268,60.5,0.0030,24.9,,,,
0.9000,288,65.5,0.0030,24.9,,,,
0.9600,308,70.9,0.0030,24.9,,,,
1.0200,328,76.7,0.0030,24.9,,,,
1.0800,346,82.8,0.0035,24.9,,,,
1.1400,362,90.1,0.0040,24.9,,,,
1.2000,379,98.9,0.0035,24.9,,,,
1.2600,394,110.1,0.0040,24.9,255.44,2.41,,
1.3200,409,127.0,0.0040,25.0,306.85,2.49,,
1.3800,421,151.1,0.0050,25.0,331.50,2.52,,
1.4400,428,172.8,0.0085,25.0,312.43,2.49,,
1.5000,435,186.7,0.0090,25.0,248.22,2.39,,
1.5300,532,191.9,0.0005,25.0,195.13,2.29,,
1.5600,537,195.9,0.0060,25.0,138.97,2.14,,
1.5900,542,199.8,0.0060,25.0,109.88,2.04,,
1.6200,547,203.0,0.0060,25.0,99.83,2.00,,
1.6500,552,206.1,0.0055,25.0,91.25,1.96,,
1.6800,557,208.5,0.0055,25.0,82.91,1.92,,
1.7100,562,210.9,0.0055,25.0,74.74,1.87,,
1.7400,570,213.1,0.0040,25.0,69.53,1.84,,
1.7700,575,215.1,0.0065,25.0,64.13,1.81,,
1.8000,581,217.0,0.0055,25.0,60.65,1.78,,
1.8300,586,218.7,0.0065,25.0,55.71,1.75,,
1.8600,591,220.4,0.0060,25.0,52.60,1.72,,
1.8900,597,221.8,0.0050,25.0,49.43,1.69,,
1.9200,603,223.4,0.0050,25.0,47.13,1.67,,
1.9500,608,224.6,0.0060,25.0,44.61,1.65,,
1.9800,613,226.1,0.0060,25.0,42.67,1.63,,
2.0100,618,227.2,0.0060,25.0,40.47,1.61,,
2.0400,624,228.5,0.0055,25.0,38.29,1.58,,
2.0700,629,229.5,0.0060,25.0,36.66,1.56,,
2.1000,635,230.7,0.0050,25.0,34.95,1.54,,
2.1300,640,231.6,0.0060,25.0,,,,
2.1600,646,232.7,0.0055,25.0,,,,
2.1900,652,233.6,0.0050,25.0,,,,
2.2200,657,234.6,0.0060,25.0,,,,
2.2500,662,235.4,0.0060,25.0,,,,
6/29/2024 5:04:58 PMSystemInternal,,,,,,,,1/1
