Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-27.9,NaN,23.7,,,,
0.0600,8,-51.4,0.0070,23.7,,,,
0.1200,29,-37.1,0.0030,23.7,,,,
0.1800,49,-16.8,0.0030,23.7,,,,
0.2400,69,-1.9,0.0030,23.8,,,,
0.3000,89,7.9,0.0030,23.8,,,,
0.3600,109,15.8,0.0030,23.8,,,,
0.4200,129,22.7,0.0030,23.8,,,,
0.4800,150,28.8,0.0030,23.8,,,,
0.5400,170,34.6,0.0030,23.8,,,,
0.6000,190,40.0,0.0030,23.9,,,,
0.6600,210,45.3,0.0030,23.9,,,,
0.7200,230,50.3,0.0030,23.9,,,,
0.7800,250,55.4,0.0030,23.9,,,,
0.8400,270,60.5,0.0030,23.9,,,,
0.9000,286,64.9,0.0035,24.0,,,,
0.9600,306,70.6,0.0030,24.0,,,,
1.0200,324,76.2,0.0035,24.0,,,,
1.0800,344,82.6,0.0030,24.0,,,,
1.1400,362,89.5,0.0035,24.0,,,,
1.2000,382,98.3,0.0030,24.0,,,,
1.2600,399,109.2,0.0035,24.0,248.40,2.40,,
1.3200,415,124.9,0.0040,24.1,300.61,2.48,,
1.3800,427,148.8,0.0050,24.1,329.56,2.52,,
1.4400,435,171.3,0.0075,24.1,314.78,2.50,,
1.5000,441,185.2,0.0100,24.1,254.38,2.41,,
1.5300,538,190.7,0.0005,24.1,202.63,2.31,,
1.5600,544,195.1,0.0050,24.2,143.30,2.16,,
1.5900,550,198.9,0.0055,24.2,111.37,2.05,,
1.6200,555,202.1,0.0060,24.2,101.35,2.01,,
1.6500,560,205.0,0.0060,24.2,91.32,1.96,,
1.6800,566,207.6,0.0050,24.2,83.85,1.92,,
1.7100,571,210.1,0.0055,24.2,77.49,1.89,,
1.7400,577,212.4,0.0045,24.2,71.89,1.86,,
1.7700,582,214.4,0.0055,24.2,66.03,1.82,,
1.8000,588,216.3,0.0050,24.2,60.94,1.78,,
1.8300,593,218.1,0.0060,24.2,56.22,1.75,,
1.8600,598,219.7,0.0060,24.2,52.36,1.72,,
1.8900,603,221.2,0.0060,24.2,49.47,1.69,,
1.9200,608,222.7,0.0060,24.2,46.61,1.67,,
1.9500,613,224.0,0.0055,24.2,44.08,1.64,,
1.9800,618,225.3,0.0055,24.2,41.81,1.62,,
2.0100,624,226.6,0.0055,24.2,39.80,1.60,,
2.0400,629,227.7,0.0065,24.2,38.29,1.58,,
2.0700,634,228.8,0.0060,24.2,36.81,1.57,,
2.1000,639,229.9,0.0060,24.2,35.32,1.55,,
2.1300,644,231.0,0.0060,24.2,33.95,1.53,,
2.1600,649,232.0,0.0060,24.2,,,,
2.1900,654,232.9,0.0055,24.2,,,,
2.2200,659,233.9,0.0055,24.2,,,,
2.2500,664,234.8,0.0055,24.2,,,,
2.2800,670,235.8,0.0055,24.2,,,,
SystemInternal6/29/2024 5:01:00 PM,,,,,,,,1/1
