Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-28.5,NaN,23.6,,,,
0.0600,8,-51.4,0.0075,23.6,,,,
0.1200,28,-37.3,0.0030,23.6,,,,
0.1800,48,-17.2,0.0030,23.7,,,,
0.2400,68,-2.0,0.0030,23.7,,,,
0.3000,88,7.8,0.0030,23.7,,,,
0.3600,109,15.8,0.0030,23.7,,,,
0.4200,129,22.5,0.0030,23.7,,,,
0.4800,149,28.8,0.0030,23.7,,,,
0.5400,169,34.3,0.0030,23.8,,,,
0.6000,189,39.9,0.0030,23.8,,,,
0.6600,209,45.2,0.0030,23.8,,,,
0.7200,229,50.1,0.0030,23.8,,,,
0.7800,250,55.0,0.0030,23.8,,,,
0.8400,270,59.9,0.0030,23.8,,,,
0.9000,290,64.9,0.0030,23.8,,,,
0.9600,310,70.3,0.0030,23.9,,,,
1.0200,330,75.9,0.0030,23.9,,,,
1.0800,348,81.7,0.0035,23.9,,,,
1.1400,365,88.6,0.0035,23.9,,,,
1.2000,382,97.2,0.0035,23.9,,,,
1.2600,399,107.8,0.0035,23.9,241.02,2.38,,
1.3200,415,123.1,0.0040,24.0,295.13,2.47,,
1.3800,427,145.8,0.0050,24.0,327.02,2.51,,
1.4400,436,168.9,0.0065,24.0,317.27,2.50,,
1.5000,443,183.7,0.0090,24.0,261.55,2.42,,
1.5300,541,189.4,0.0005,24.0,212.43,2.33,,
1.5600,546,193.9,0.0055,24.0,153.55,2.19,,
1.5900,552,197.7,0.0050,24.0,116.72,2.07,,
1.6200,559,201.3,0.0040,24.0,104.82,2.02,,
1.6500,565,204.3,0.0050,24.1,94.77,1.98,,
1.6800,570,206.9,0.0060,24.1,86.41,1.94,,
1.7100,577,209.5,0.0045,24.1,78.10,1.89,,
1.7400,582,211.7,0.0060,24.1,71.62,1.86,,
1.7700,590,213.8,0.0040,24.1,66.39,1.82,,
1.8000,595,215.7,0.0065,24.1,61.01,1.79,,
1.8300,600,217.4,0.0065,24.1,56.36,1.75,,
1.8600,606,219.2,0.0050,24.1,53.81,1.73,,
1.8900,611,220.6,0.0060,24.1,50.90,1.71,,
1.9200,616,222.1,0.0060,24.1,48.14,1.68,,
1.9500,622,223.6,0.0050,24.1,45.31,1.66,,
1.9800,627,225.0,0.0055,24.1,43.09,1.63,,
2.0100,632,226.1,0.0055,24.1,41.69,1.62,,
2.0400,638,227.3,0.0050,24.1,38.95,1.59,,
2.0700,643,228.5,0.0055,24.1,37.30,1.57,,
2.1000,648,229.7,0.0055,24.1,36.35,1.56,,
2.1300,654,230.7,0.0055,24.1,34.81,1.54,,
2.1600,658,231.6,0.0065,24.1,,,,
2.1900,665,232.7,0.0045,24.1,,,,
2.2200,670,233.6,0.0065,24.1,,,,
2.2500,675,234.4,0.0060,24.1,,,,
2.2800,680,235.3,0.0060,24.1,,,,
SystemInternal6/29/2024 5:06:17 PM,,,,,,,,1/1
