Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-37.8,NaN,23.3,,,,
0.0600,4,-55.4,0.0155,23.3,,,,
0.1200,24,-42.8,0.0030,23.3,,,,
0.1800,44,-23.5,0.0030,23.3,,,,
0.2400,64,-5.6,0.0030,23.3,,,,
0.3000,84,5.1,0.0030,23.4,,,,
0.3600,104,13.8,0.0030,23.4,,,,
0.4200,125,21.0,0.0030,23.4,,,,
0.4800,145,27.5,0.0030,23.4,,,,
0.5400,165,33.4,0.0030,23.5,,,,
0.6000,185,38.9,0.0030,23.5,,,,
0.6600,205,44.3,0.0030,23.5,,,,
0.7200,225,49.5,0.0030,23.5,,,,
0.7800,245,54.6,0.0030,23.5,,,,
0.8400,266,59.7,0.0030,23.6,,,,
0.9000,286,64.9,0.0030,23.6,,,,
0.9600,305,70.3,0.0030,23.6,,,,
1.0200,323,76.0,0.0035,23.6,,,,
1.0800,338,81.9,0.0040,23.6,,,,
1.1400,356,89.6,0.0035,23.7,,,,
1.2000,372,98.2,0.0035,23.7,,,,
1.2600,388,109.7,0.0040,23.7,257.17,2.41,,
1.3200,403,126.4,0.0040,23.7,307.52,2.49,,
1.3800,416,150.8,0.0050,23.7,331.02,2.52,,
1.4400,423,172.5,0.0080,23.7,311.76,2.49,,
1.5000,430,185.9,0.0090,23.7,246.67,2.39,,
1.5300,527,191.2,0.0005,23.8,193.82,2.29,,
1.5600,532,195.4,0.0055,23.8,137.31,2.14,,
1.5900,539,199.1,0.0045,23.8,109.92,2.04,,
1.6200,544,202.4,0.0055,23.8,100.85,2.00,,
1.6500,550,205.3,0.0050,23.9,91.41,1.96,,
1.6800,556,208.0,0.0055,23.9,83.59,1.92,,
1.7100,561,210.3,0.0060,23.9,76.11,1.88,,
1.7400,566,212.5,0.0060,23.9,69.70,1.84,,
1.7700,572,214.6,0.0050,23.9,64.02,1.81,,
1.8000,577,216.4,0.0060,23.9,59.36,1.77,,
1.8300,582,218.1,0.0055,23.9,55.43,1.74,,
1.8600,588,219.7,0.0055,23.9,51.54,1.71,,
1.8900,593,221.2,0.0060,23.9,48.94,1.69,,
1.9200,598,222.7,0.0060,23.9,46.81,1.67,,
1.9500,603,224.0,0.0060,23.9,44.27,1.65,,
1.9800,608,225.3,0.0060,23.9,42.00,1.62,,
2.0100,613,226.6,0.0060,23.9,39.80,1.60,,
2.0400,618,227.7,0.0055,23.9,37.75,1.58,,
2.0700,624,228.8,0.0055,23.9,36.34,1.56,,
2.1000,629,229.9,0.0065,23.9,34.80,1.54,,
2.1300,634,230.9,0.0065,23.9,33.42,1.52,,
2.1600,639,231.9,0.0065,23.9,,,,
2.1900,644,232.9,0.0060,23.9,,,,
2.2200,649,233.8,0.0060,24.0,,,,
2.2500,654,234.7,0.0060,24.0,,,,
2.2800,659,235.7,0.0060,24.0,,,,
SystemInternal6/29/2024 5:00:44 PM,,,,,,,,1/1
