Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-36.5,NaN,24.2,,,,
0.0600,17,-48.2,0.0035,24.2,,,,
0.1200,38,-31.1,0.0030,24.2,,,,
0.1800,58,-11.2,0.0030,24.3,,,,
0.2400,78,1.8,0.0030,24.3,,,,
0.3000,98,10.8,0.0030,24.3,,,,
0.3600,118,18.4,0.0030,24.3,,,,
0.4200,138,25.2,0.0030,24.3,,,,
0.4800,158,31.4,0.0030,24.3,,,,
0.5400,178,37.0,0.0030,24.4,,,,
0.6000,198,42.5,0.0030,24.4,,,,
0.6600,219,47.8,0.0030,24.4,,,,
0.7200,239,53.0,0.0030,24.4,,,,
0.7800,259,58.1,0.0030,24.4,,,,
0.8400,279,63.3,0.0030,24.4,,,,
0.9000,299,68.4,0.0030,24.4,,,,
0.9600,319,73.9,0.0030,24.5,,,,
1.0200,337,79.7,0.0035,24.5,,,,
1.0800,355,86.6,0.0035,24.5,,,,
1.1400,375,94.8,0.0030,24.5,,,,
1.2000,396,104.9,0.0030,24.5,223.92,2.35,,
1.2600,411,118.3,0.0040,24.5,281.25,2.45,,
1.3200,426,139.4,0.0040,24.5,322.66,2.51,,
1.3800,436,163.6,0.0060,24.5,326.54,2.51,,
1.4400,443,180.8,0.0085,24.5,281.53,2.45,,
1.4700,540,187.0,0.0005,24.6,238.17,2.38,,
1.5000,547,191.9,0.0045,24.6,176.23,2.25,,
1.5300,557,196.2,0.0030,24.6,128.78,2.11,,
1.5600,566,199.8,0.0030,24.6,110.36,2.04,,
1.5900,572,202.9,0.0055,24.6,100.24,2.00,,
1.6200,577,205.9,0.0060,24.6,90.90,1.96,,
1.6500,585,208.6,0.0035,24.6,82.00,1.91,,
1.6800,594,210.8,0.0035,24.6,74.78,1.87,,
1.7100,603,213.0,0.0035,24.6,68.04,1.83,,
1.7400,611,215.0,0.0040,24.6,62.62,1.80,,
1.7700,616,216.7,0.0060,24.6,58.85,1.77,,
1.8000,621,218.5,0.0060,24.6,56.19,1.75,,
1.8300,628,220.1,0.0045,24.6,52.22,1.72,,
1.8600,635,221.7,0.0040,24.6,49.27,1.69,,
1.8900,644,223.1,0.0035,24.6,47.06,1.67,,
1.9200,652,224.5,0.0040,24.6,43.72,1.64,,
1.9500,657,225.6,0.0065,24.7,41.25,1.62,,
1.9800,662,227.0,0.0065,24.7,39.73,1.60,,
2.0100,670,228.2,0.0040,24.7,37.89,1.58,,
2.0400,675,229.1,0.0060,24.7,36.48,1.56,,
2.0700,680,230.3,0.0060,24.7,34.73,1.54,,
2.1000,687,231.4,0.0045,24.7,,,,
2.1300,692,232.2,0.0065,24.7,,,,
2.1600,697,233.3,0.0060,24.7,,,,
2.1900,702,234.1,0.0060,24.7,,,,
2.2200,707,235.1,0.0060,24.7,,,,
6/29/2024 5:06:41 PMSystemInternal,,,,,,,,1/1
