Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-32.4,NaN,23.8,,,,
0.0600,8,-54.3,0.0075,23.8,,,,
0.1200,28,-39.2,0.0030,23.8,,,,
0.1800,48,-17.1,0.0030,23.8,,,,
0.2400,68,-0.7,0.0030,23.8,,,,
0.3000,88,9.9,0.0030,23.8,,,,
0.3600,108,18.4,0.0030,23.8,,,,
0.4200,129,26.0,0.0030,23.8,,,,
0.4800,149,32.8,0.0030,23.9,,,,
0.5400,169,39.3,0.0030,23.9,,,,
0.6000,189,45.6,0.0030,23.9,,,,
0.6600,209,51.6,0.0030,23.9,,,,
0.7200,229,57.5,0.0030,23.9,,,,
0.7800,249,63.5,0.0030,23.9,,,,
0.8400,270,69.8,0.0030,24.0,,,,
0.9000,290,76.4,0.0030,24.0,,,,
0.9600,310,83.8,0.0030,24.0,,,,
1.0200,328,92.3,0.0035,24.0,,,,
1.0800,348,103.5,0.0030,24.0,249.08,2.40,,
1.1400,364,118.8,0.0040,24.0,306.97,2.49,,
1.2000,377,142.9,0.0045,24.0,343.36,2.54,,
1.2600,386,167.5,0.0065,24.0,335.33,2.53,,
1.3200,393,183.1,0.0085,24.1,276.00,2.44,,
1.3500,490,189.1,0.0005,24.1,224.21,2.35,,
1.3800,497,193.8,0.0045,24.1,158.89,2.20,,
1.4100,503,197.7,0.0050,24.1,118.43,2.07,,
1.4400,509,201.2,0.0050,24.1,105.09,2.02,,
1.4700,515,204.2,0.0050,24.1,94.04,1.97,,
1.5000,520,206.9,0.0055,24.1,85.48,1.93,,
1.5300,526,209.4,0.0050,24.1,77.91,1.89,,
1.5600,532,211.6,0.0050,24.1,71.44,1.85,,
1.5900,538,213.7,0.0055,24.1,66.17,1.82,,
1.6200,543,215.6,0.0060,24.2,62.08,1.79,,
1.6500,548,217.4,0.0060,24.2,58.43,1.77,,
1.6800,553,219.1,0.0055,24.2,54.74,1.74,,
1.7100,558,220.7,0.0055,24.2,51.46,1.71,,
1.7400,565,222.3,0.0045,24.2,48.82,1.69,,
1.7700,570,223.6,0.0060,24.2,45.89,1.66,,
1.8000,575,224.9,0.0055,24.2,43.66,1.64,,
1.8300,581,226.3,0.0050,24.2,41.66,1.62,,
1.8600,586,227.5,0.0060,24.2,39.75,1.60,,
1.8900,591,228.6,0.0060,24.2,38.20,1.58,,
1.9200,596,229.8,0.0060,24.2,36.00,1.56,,
1.9500,601,230.8,0.0055,24.2,34.08,1.53,,
1.9800,606,231.8,0.0055,24.2,,,,
2.0100,612,232.8,0.0055,24.2,,,,
2.0400,617,233.7,0.0060,24.2,,,,
2.0700,622,234.6,0.0060,24.2,,,,
2.1000,627,235.5,0.0060,24.2,,,,
SystemInternal6/29/2024 4:59:38 PM,,,,,,,,1/1
