Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-54.2,NaN,25.0,,,,
0.0600,17,-58.6,0.0035,25.1,,,,
0.1200,38,-45.7,0.0030,25.1,,,,
0.1800,58,-26.7,0.0030,25.1,,,,
0.2400,78,-8.1,0.0030,25.1,,,,
0.3000,98,3.5,0.0030,25.1,,,,
0.3600,118,12.5,0.0030,25.1,,,,
0.4200,138,20.0,0.0030,25.1,,,,
0.4800,158,26.6,0.0030,25.1,,,,
0.5400,178,32.7,0.0030,25.1,,,,
0.6000,199,38.4,0.0030,25.1,,,,
0.6600,219,43.9,0.0030,25.1,,,,
0.7200,238,49.0,0.0030,25.1,,,,
0.7800,257,54.1,0.0030,25.2,,,,
0.8400,278,59.4,0.0030,25.2,,,,
0.9000,295,64.3,0.0035,25.2,,,,
0.9600,313,69.7,0.0035,25.2,,,,
1.0200,333,75.7,0.0030,25.2,,,,
1.0800,350,81.9,0.0035,25.2,,,,
1.1400,368,89.1,0.0035,25.2,,,,
1.2000,385,97.6,0.0035,25.2,,,,
1.2600,402,108.9,0.0035,25.2,251.15,2.40,,
1.3200,417,125.0,0.0040,25.2,304.34,2.48,,
1.3800,428,148.9,0.0055,25.2,332.65,2.52,,
1.4400,436,171.5,0.0080,25.2,317.16,2.50,,
1.5000,442,185.7,0.0110,25.2,254.90,2.41,,
1.5300,538,191.0,0.0005,25.3,203.11,2.31,,
1.5600,543,195.4,0.0060,25.3,144.23,2.16,,
1.5900,548,199.2,0.0055,25.3,111.99,2.05,,
1.6200,554,202.5,0.0055,25.3,101.71,2.01,,
1.6500,560,205.5,0.0055,25.3,92.22,1.96,,
1.6800,565,208.1,0.0065,25.3,83.86,1.92,,
1.7100,570,210.5,0.0065,25.3,76.59,1.88,,
1.7400,575,212.7,0.0060,25.3,70.68,1.85,,
1.7700,580,214.8,0.0055,25.3,65.37,1.82,,
1.8000,585,216.7,0.0055,25.3,60.88,1.78,,
1.8300,591,218.4,0.0055,25.3,56.76,1.75,,
1.8600,596,220.1,0.0065,25.3,53.28,1.73,,
1.8900,601,221.6,0.0060,25.3,50.08,1.70,,
1.9200,606,223.1,0.0055,25.3,47.28,1.67,,
1.9500,611,224.5,0.0055,25.3,44.99,1.65,,
1.9800,616,225.8,0.0055,25.3,42.43,1.63,,
2.0100,622,227.0,0.0055,25.3,40.46,1.61,,
2.0400,627,228.2,0.0060,25.3,38.47,1.59,,
2.0700,632,229.4,0.0060,25.3,37.13,1.57,,
2.1000,637,230.4,0.0060,25.3,35.81,1.55,,
2.1300,642,231.5,0.0060,25.3,,,,
2.1600,647,232.5,0.0060,25.3,,,,
2.1900,652,233.5,0.0060,25.3,,,,
2.2200,657,234.4,0.0055,25.3,,,,
2.2500,662,235.3,0.0055,25.3,,,,
6/20/2024 2:49:46 PMSystemInternal,,,,,,,,1/1
