Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-59.5,NaN,25.1,,,,
0.0600,18,-61.2,0.0035,25.2,,,,
0.1200,38,-49.0,0.0030,25.2,,,,
0.1800,58,-31.0,0.0030,25.2,,,,
0.2400,78,-11.7,0.0030,25.2,,,,
0.3000,98,1.5,0.0030,25.2,,,,
0.3600,118,10.8,0.0030,25.2,,,,
0.4200,138,18.6,0.0030,25.2,,,,
0.4800,158,25.4,0.0030,25.2,,,,
0.5400,178,31.7,0.0030,25.2,,,,
0.6000,199,37.5,0.0030,25.2,,,,
0.6600,219,43.0,0.0030,25.2,,,,
0.7200,239,48.3,0.0030,25.2,,,,
0.7800,259,53.4,0.0030,25.2,,,,
0.8400,279,58.6,0.0030,25.2,,,,
0.9000,297,63.6,0.0035,25.2,,,,
0.9600,316,69.0,0.0030,25.2,,,,
1.0200,336,74.9,0.0030,25.2,,,,
1.0800,352,80.7,0.0035,25.2,,,,
1.1400,368,87.8,0.0040,25.3,,,,
1.2000,385,96.5,0.0035,25.3,,,,
1.2600,401,107.4,0.0035,25.3,245.15,2.39,,
1.3200,416,122.7,0.0040,25.3,300.03,2.48,,
1.3800,427,146.0,0.0055,25.3,331.43,2.52,,
1.4400,434,169.4,0.0090,25.3,321.10,2.51,,
1.5000,440,184.3,0.0095,25.3,263.63,2.42,,
1.5300,536,189.8,0.0005,25.3,213.53,2.33,,
1.5600,542,194.4,0.0050,25.3,152.86,2.18,,
1.5900,547,198.4,0.0055,25.3,116.18,2.07,,
1.6200,552,201.7,0.0055,25.3,104.70,2.02,,
1.6500,558,204.8,0.0050,25.3,94.37,1.97,,
1.6800,563,207.5,0.0055,25.3,85.31,1.93,,
1.7100,568,209.9,0.0055,25.3,77.55,1.89,,
1.7400,574,212.2,0.0055,25.3,71.68,1.86,,
1.7700,579,214.2,0.0065,25.3,66.17,1.82,,
1.8000,584,216.2,0.0060,25.3,62.08,1.79,,
1.8300,589,217.9,0.0060,25.3,57.75,1.76,,
1.8600,594,219.7,0.0060,25.3,53.94,1.73,,
1.8900,599,221.2,0.0060,25.3,50.42,1.70,,
1.9200,604,222.7,0.0060,25.3,47.42,1.68,,
1.9500,609,224.0,0.0055,25.3,45.14,1.65,,
1.9800,615,225.4,0.0055,25.3,42.75,1.63,,
2.0100,620,226.6,0.0065,25.3,41.32,1.62,,
2.0400,625,227.9,0.0060,25.3,39.68,1.60,,
2.0700,630,229.0,0.0060,25.3,37.80,1.58,,
2.1000,635,230.1,0.0060,25.3,35.81,1.55,,
2.1300,640,231.2,0.0060,25.3,,,,
2.1600,645,232.2,0.0060,25.3,,,,
2.1900,650,233.1,0.0060,25.3,,,,
2.2200,655,234.1,0.0055,25.3,,,,
2.2500,660,235.0,0.0055,25.3,,,,
6/20/2024 12:50:51 PMSystemInternal,,,,,,,,1/1
