Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-50.7,NaN,24.6,,,,
0.0600,17,-58.6,0.0035,24.5,,,,
0.1200,38,-45.4,0.0030,24.5,,,,
0.1800,58,-26.6,0.0030,24.5,,,,
0.2400,78,-8.3,0.0030,24.6,,,,
0.3000,98,3.3,0.0030,24.6,,,,
0.3600,118,12.2,0.0030,24.6,,,,
0.4200,138,19.6,0.0030,24.6,,,,
0.4800,158,26.3,0.0030,24.6,,,,
0.5400,178,32.5,0.0030,24.6,,,,
0.6000,198,38.2,0.0030,24.6,,,,
0.6600,219,43.6,0.0030,24.6,,,,
0.7200,239,48.9,0.0030,24.7,,,,
0.7800,259,54.1,0.0030,24.7,,,,
0.8400,279,59.3,0.0030,24.7,,,,
0.9000,299,64.4,0.0030,24.7,,,,
0.9600,319,69.9,0.0030,24.7,,,,
1.0200,337,75.5,0.0035,24.7,,,,
1.0800,355,81.9,0.0035,24.7,,,,
1.1400,372,88.9,0.0035,24.7,,,,
1.2000,390,97.9,0.0035,24.7,,,,
1.2600,406,109.3,0.0040,24.8,257.45,2.41,,
1.3200,421,126.0,0.0040,24.8,308.51,2.49,,
1.3800,432,150.5,0.0055,24.8,333.89,2.52,,
1.4400,439,172.4,0.0085,24.8,313.91,2.50,,
1.5000,445,186.1,0.0100,24.8,249.31,2.40,,
1.5300,541,191.3,0.0005,24.8,195.86,2.29,,
1.5600,547,195.7,0.0055,24.8,138.20,2.14,,
1.5900,552,199.3,0.0060,24.8,109.47,2.04,,
1.6200,558,202.6,0.0055,24.8,99.40,2.00,,
1.6500,563,205.4,0.0065,24.8,89.68,1.95,,
1.6800,568,208.0,0.0060,24.8,81.87,1.91,,
1.7100,573,210.4,0.0060,24.8,75.63,1.88,,
1.7400,578,212.5,0.0060,24.8,69.64,1.84,,
1.7700,584,214.6,0.0050,24.8,64.94,1.81,,
1.8000,589,216.5,0.0060,24.8,60.42,1.78,,
1.8300,594,218.2,0.0060,24.8,56.23,1.75,,
1.8600,600,219.8,0.0055,24.8,52.27,1.72,,
1.8900,605,221.4,0.0065,24.8,48.74,1.69,,
1.9200,610,222.8,0.0060,24.8,46.42,1.67,,
1.9500,615,224.1,0.0060,24.9,44.48,1.65,,
1.9800,620,225.4,0.0060,24.9,42.13,1.62,,
2.0100,625,226.7,0.0060,24.9,40.12,1.60,,
2.0400,630,227.9,0.0060,24.9,38.48,1.59,,
2.0700,635,229.0,0.0060,24.9,36.81,1.57,,
2.1000,640,230.0,0.0055,24.9,35.14,1.55,,
2.1300,646,231.1,0.0055,24.9,33.80,1.53,,
2.1600,651,232.1,0.0065,24.9,,,,
2.1900,656,233.1,0.0065,24.9,,,,
2.2200,661,234.0,0.0060,24.9,,,,
2.2500,666,234.9,0.0060,24.9,,,,
2.2800,671,235.8,0.0060,24.9,,,,
SystemInternal6/20/2024 2:48:07 PM,,,,,,,,1/1
