Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-53.1,NaN,24.5,,,,
0.0600,18,-57.9,0.0035,24.5,,,,
0.1200,38,-44.8,0.0030,24.5,,,,
0.1800,58,-25.6,0.0030,24.6,,,,
0.2400,78,-7.5,0.0030,24.6,,,,
0.3000,98,3.9,0.0030,24.6,,,,
0.3600,118,12.8,0.0030,24.6,,,,
0.4200,138,20.2,0.0030,24.6,,,,
0.4800,158,26.8,0.0030,24.6,,,,
0.5400,178,32.8,0.0030,24.6,,,,
0.6000,199,38.7,0.0030,24.6,,,,
0.6600,219,44.0,0.0030,24.6,,,,
0.7200,239,49.4,0.0030,24.7,,,,
0.7800,259,54.5,0.0030,24.7,,,,
0.8400,279,59.8,0.0030,24.7,,,,
0.9000,299,64.9,0.0030,24.7,,,,
0.9600,317,70.2,0.0035,24.7,,,,
1.0200,336,76.2,0.0030,24.7,,,,
1.0800,353,82.4,0.0035,24.7,,,,
1.1400,370,89.7,0.0035,24.7,,,,
1.2000,386,98.6,0.0035,24.7,,,,
1.2600,403,110.3,0.0035,24.7,260.18,2.42,,
1.3200,418,127.4,0.0040,24.7,310.31,2.49,,
1.3800,427,152.0,0.0065,24.7,332.86,2.52,,
1.4400,435,173.4,0.0080,24.8,310.81,2.49,,
1.5000,441,186.7,0.0100,24.8,244.44,2.39,,
1.5300,538,191.9,0.0005,24.8,190.97,2.28,,
1.5600,543,196.2,0.0060,24.8,135.08,2.13,,
1.5900,550,199.8,0.0045,24.8,108.44,2.04,,
1.6200,555,203.0,0.0060,24.8,98.80,1.99,,
1.6500,561,205.9,0.0055,24.8,88.69,1.95,,
1.6800,566,208.4,0.0060,24.8,81.00,1.91,,
1.7100,571,210.7,0.0060,24.8,74.65,1.87,,
1.7400,576,212.9,0.0060,24.8,69.02,1.84,,
1.7700,581,214.9,0.0055,24.8,64.02,1.81,,
1.8000,587,216.8,0.0055,24.8,59.94,1.78,,
1.8300,592,218.5,0.0060,24.8,55.76,1.75,,
1.8600,597,220.1,0.0060,24.8,52.08,1.72,,
1.8900,602,221.6,0.0060,24.8,48.94,1.69,,
1.9200,607,223.1,0.0060,24.8,46.27,1.67,,
1.9500,612,224.4,0.0055,24.8,43.95,1.64,,
1.9800,617,225.7,0.0055,24.8,41.61,1.62,,
2.0100,622,226.9,0.0055,24.8,39.80,1.60,,
2.0400,628,228.1,0.0055,24.8,38.48,1.59,,
2.0700,633,229.2,0.0065,24.8,37.33,1.57,,
2.1000,638,230.3,0.0065,24.8,35.66,1.55,,
2.1300,643,231.4,0.0060,24.8,,,,
2.1600,648,232.4,0.0060,24.9,,,,
2.1900,653,233.3,0.0060,24.9,,,,
2.2200,658,234.2,0.0060,24.9,,,,
2.2500,663,235.1,0.0060,24.9,,,,
6/20/2024 2:49:06 PMSystemInternal,,,,,,,,1/1
