Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-60.9,NaN,25.6,,,,
0.0600,16,-63.6,0.0040,25.7,,,,
0.1200,36,-52.5,0.0030,25.7,,,,
0.1800,56,-36.5,0.0030,25.7,,,,
0.2400,76,-16.6,0.0030,25.7,,,,
0.3000,96,-1.7,0.0030,25.7,,,,
0.3600,117,8.2,0.0030,25.7,,,,
0.4200,137,16.6,0.0030,25.7,,,,
0.4800,157,23.7,0.0030,25.7,,,,
0.5400,177,30.1,0.0030,25.7,,,,
0.6000,197,36.1,0.0030,25.7,,,,
0.6600,217,41.8,0.0030,25.7,,,,
0.7200,238,47.2,0.0030,25.7,,,,
0.7800,258,52.5,0.0030,25.7,,,,
0.8400,278,57.7,0.0030,25.7,,,,
0.9000,297,63.0,0.0030,25.7,,,,
0.9600,317,68.2,0.0030,25.7,,,,
1.0200,336,73.9,0.0030,25.7,,,,
1.0800,355,79.9,0.0030,25.7,,,,
1.1400,374,86.9,0.0030,25.7,,,,
1.2000,389,94.9,0.0040,25.7,,,,
1.2600,406,105.2,0.0035,25.7,233.17,2.37,,
1.3200,421,119.7,0.0040,25.7,291.10,2.46,,
1.3800,433,141.8,0.0050,25.7,330.25,2.52,,
1.4400,441,166.3,0.0075,25.7,328.41,2.52,,
1.5000,447,182.5,0.0095,25.7,276.37,2.44,,
1.5300,544,188.3,0.0005,25.7,228.80,2.36,,
1.5600,549,193.1,0.0065,25.7,166.60,2.22,,
1.5900,554,197.2,0.0060,25.7,122.67,2.09,,
1.6200,559,200.8,0.0055,25.7,108.53,2.04,,
1.6500,565,204.0,0.0055,25.7,98.49,1.99,,
1.6800,570,206.8,0.0060,25.7,88.81,1.95,,
1.7100,575,209.3,0.0055,25.7,80.73,1.91,,
1.7400,580,211.6,0.0055,25.7,73.97,1.87,,
1.7700,586,213.8,0.0055,25.7,68.35,1.83,,
1.8000,591,215.8,0.0060,25.7,63.56,1.80,,
1.8300,596,217.6,0.0060,25.7,59.09,1.77,,
1.8600,601,219.3,0.0055,25.7,54.75,1.74,,
1.8900,606,220.9,0.0055,25.7,50.88,1.71,,
1.9200,611,222.4,0.0055,25.7,48.08,1.68,,
1.9500,616,223.8,0.0055,25.7,45.95,1.66,,
1.9800,622,225.1,0.0055,25.7,44.14,1.64,,
2.0100,627,226.4,0.0065,25.7,42.33,1.63,,
2.0400,632,227.7,0.0060,25.7,40.32,1.61,,
2.0700,637,228.9,0.0060,25.7,38.33,1.58,,
2.1000,642,230.0,0.0060,25.7,35.96,1.56,,
2.1300,647,231.0,0.0060,25.7,33.94,1.53,,
2.1600,652,232.0,0.0060,25.7,,,,
2.1900,657,233.0,0.0060,25.7,,,,
2.2200,662,233.9,0.0055,25.7,,,,
2.2500,667,234.9,0.0055,25.7,,,,
2.2800,672,235.8,0.0055,25.7,,,,
SystemInternal6/20/2024 4:19:51 PM,,,,,,,,1/1
