Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-60.6,NaN,25.2,,,,
0.0600,17,-63.1,0.0035,25.2,,,,
0.1200,38,-51.2,0.0030,25.2,,,,
0.1800,58,-34.1,0.0030,25.2,,,,
0.2400,78,-14.0,0.0030,25.2,,,,
0.3000,98,0.1,0.0030,25.2,,,,
0.3600,118,9.7,0.0030,25.2,,,,
0.4200,138,17.7,0.0030,25.2,,,,
0.4800,158,24.7,0.0030,25.2,,,,
0.5400,178,31.1,0.0030,25.3,,,,
0.6000,199,37.0,0.0030,25.3,,,,
0.6600,219,42.6,0.0030,25.3,,,,
0.7200,239,48.0,0.0030,25.3,,,,
0.7800,259,53.3,0.0030,25.3,,,,
0.8400,279,58.5,0.0030,25.3,,,,
0.9000,299,63.6,0.0030,25.3,,,,
0.9600,318,69.0,0.0030,25.3,,,,
1.0200,336,74.7,0.0030,25.3,,,,
1.0800,354,81.0,0.0030,25.3,,,,
1.1400,372,88.1,0.0035,25.3,,,,
1.2000,388,96.6,0.0035,25.3,,,,
1.2600,404,107.8,0.0035,25.3,249.95,2.40,,
1.3200,419,123.6,0.0040,25.3,303.91,2.48,,
1.3800,430,147.5,0.0055,25.3,334.52,2.52,,
1.4400,437,170.6,0.0080,25.3,321.04,2.51,,
1.5000,443,185.1,0.0095,25.3,260.12,2.42,,
1.5300,539,190.5,0.0005,25.3,208.57,2.32,,
1.5600,545,195.1,0.0055,25.3,148.20,2.17,,
1.5900,550,198.9,0.0060,25.3,114.15,2.06,,
1.6200,555,202.3,0.0060,25.3,103.53,2.02,,
1.6500,560,205.3,0.0060,25.4,93.16,1.97,,
1.6800,566,207.9,0.0050,25.4,84.33,1.93,,
1.7100,571,210.4,0.0060,25.4,77.12,1.89,,
1.7400,576,212.6,0.0060,25.4,70.96,1.85,,
1.7700,581,214.6,0.0060,25.4,65.90,1.82,,
1.8000,586,216.6,0.0055,25.4,60.88,1.78,,
1.8300,591,218.3,0.0055,25.4,56.54,1.75,,
1.8600,596,220.0,0.0055,25.4,53.10,1.73,,
1.8900,602,221.5,0.0055,25.4,50.07,1.70,,
1.9200,607,222.9,0.0065,25.4,47.62,1.68,,
1.9500,612,224.4,0.0065,25.4,45.66,1.66,,
1.9800,617,225.7,0.0060,25.4,43.46,1.64,,
2.0100,622,227.0,0.0060,25.4,41.34,1.62,,
2.0400,627,228.2,0.0060,25.4,38.80,1.59,,
2.0700,632,229.3,0.0060,25.4,36.61,1.56,,
2.1000,637,230.4,0.0060,25.4,35.14,1.55,,
2.1300,642,231.4,0.0060,25.4,,,,
2.1600,647,232.4,0.0055,25.4,,,,
2.1900,652,233.4,0.0055,25.4,,,,
2.2200,658,234.3,0.0055,25.4,,,,
2.2500,663,235.2,0.0065,25.4,,,,
6/20/2024 12:51:17 PMSystemInternal,,,,,,,,1/1
