Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-60.9,NaN,24.4,,,,
0.0600,18,-63.7,0.0035,24.4,,,,
0.1200,38,-52.1,0.0030,24.4,,,,
0.1800,58,-35.4,0.0030,24.4,,,,
0.2400,78,-15.0,0.0030,24.4,,,,
0.3000,98,-0.7,0.0030,24.4,,,,
0.3600,118,9.0,0.0030,24.4,,,,
0.4200,138,17.0,0.0030,24.4,,,,
0.4800,158,24.1,0.0030,24.4,,,,
0.5400,178,30.4,0.0030,24.5,,,,
0.6000,199,36.3,0.0030,24.5,,,,
0.6600,219,42.1,0.0030,24.5,,,,
0.7200,239,47.4,0.0030,24.5,,,,
0.7800,259,52.7,0.0030,24.5,,,,
0.8400,279,57.9,0.0030,24.5,,,,
0.9000,299,63.2,0.0030,24.5,,,,
0.9600,319,68.8,0.0030,24.5,,,,
1.0200,339,74.4,0.0030,24.6,,,,
1.0800,358,80.8,0.0030,24.6,,,,
1.1400,377,88.0,0.0030,24.6,,,,
1.2000,394,96.5,0.0035,24.6,,,,
1.2600,408,107.8,0.0040,24.6,253.74,2.40,,
1.3200,424,124.1,0.0040,24.6,306.76,2.49,,
1.3800,435,148.4,0.0055,24.6,335.44,2.53,,
1.4400,443,171.0,0.0080,24.6,319.10,2.50,,
1.5000,449,185.2,0.0105,24.6,255.49,2.41,,
1.5300,545,190.5,0.0005,24.7,202.58,2.31,,
1.5600,551,194.9,0.0050,24.7,143.11,2.16,,
1.5900,556,198.6,0.0060,24.7,111.41,2.05,,
1.6200,562,202.0,0.0050,24.7,101.06,2.00,,
1.6500,568,204.9,0.0050,24.7,91.88,1.96,,
1.6800,573,207.5,0.0055,24.7,83.35,1.92,,
1.7100,579,209.9,0.0055,24.7,76.10,1.88,,
1.7400,584,212.1,0.0060,24.7,70.16,1.85,,
1.7700,589,214.2,0.0060,24.7,65.56,1.82,,
1.8000,594,216.0,0.0060,24.7,60.89,1.78,,
1.8300,599,217.8,0.0055,24.7,56.61,1.75,,
1.8600,604,219.5,0.0055,24.7,52.74,1.72,,
1.8900,610,221.0,0.0055,24.7,49.56,1.70,,
1.9200,615,222.4,0.0065,24.7,47.15,1.67,,
1.9500,620,223.8,0.0065,24.7,44.61,1.65,,
1.9800,625,225.1,0.0065,24.7,42.60,1.63,,
2.0100,630,226.4,0.0060,24.7,41.00,1.61,,
2.0400,635,227.6,0.0060,24.7,39.34,1.59,,
2.0700,640,228.7,0.0055,24.7,37.29,1.57,,
2.1000,645,229.8,0.0055,24.7,35.85,1.55,,
2.1300,650,230.9,0.0055,24.7,34.14,1.53,,
2.1600,656,231.9,0.0055,24.7,,,,
2.1900,661,232.8,0.0065,24.7,,,,
2.2200,666,233.8,0.0065,24.7,,,,
2.2500,671,234.6,0.0060,24.7,,,,
2.2800,676,235.5,0.0060,24.7,,,,
SystemInternal6/20/2024 2:48:24 PM,,,,,,,,1/1
