Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-75.0,NaN,25.5,,,,
0.0600,11,-75.0,0.0055,25.6,,,,
0.1200,31,-65.7,0.0030,25.6,,,,
0.1800,51,-53.7,0.0030,25.6,,,,
0.2400,71,-36.6,0.0030,25.6,,,,
0.3000,91,-15.6,0.0030,25.6,,,,
0.3600,112,-0.3,0.0030,25.6,,,,
0.4200,132,10.1,0.0030,25.6,,,,
0.4800,152,18.6,0.0030,25.6,,,,
0.5400,172,26.2,0.0030,25.6,,,,
0.6000,192,33.0,0.0030,25.6,,,,
0.6600,212,39.5,0.0030,25.6,,,,
0.7200,232,45.6,0.0030,25.6,,,,
0.7800,252,51.6,0.0030,25.6,,,,
0.8400,273,57.4,0.0030,25.6,,,,
0.9000,293,63.3,0.0030,25.6,,,,
0.9600,313,69.4,0.0030,25.6,,,,
1.0200,331,75.7,0.0035,25.6,,,,
1.0800,350,83.1,0.0030,25.6,,,,
1.1400,367,91.1,0.0035,25.6,,,,
1.2000,384,101.4,0.0035,25.6,234.03,2.37,,
1.2600,400,116.0,0.0040,25.6,294.99,2.47,,
1.3200,412,137.8,0.0050,25.6,339.00,2.53,,
1.3800,421,163.8,0.0070,25.6,341.91,2.53,,
1.4400,427,181.3,0.0095,25.6,291.00,2.46,,
1.4700,523,187.3,0.0005,25.6,243.15,2.39,,
1.5000,529,192.4,0.0050,25.6,177.78,2.25,,
1.5300,534,196.6,0.0055,25.6,126.57,2.10,,
1.5600,539,200.3,0.0055,25.6,110.27,2.04,,
1.5900,545,203.5,0.0050,25.6,100.63,2.00,,
1.6200,550,206.3,0.0055,25.6,90.09,1.95,,
1.6500,556,209.0,0.0055,25.6,81.90,1.91,,
1.6800,561,211.3,0.0055,25.6,74.58,1.87,,
1.7100,566,213.5,0.0055,25.6,68.84,1.84,,
1.7400,572,215.4,0.0055,25.6,63.89,1.81,,
1.7700,577,217.3,0.0065,25.6,59.37,1.77,,
1.8000,582,219.0,0.0065,25.6,55.93,1.75,,
1.8300,587,220.7,0.0065,25.6,52.62,1.72,,
1.8600,592,222.2,0.0060,25.6,49.61,1.70,,
1.8900,597,223.6,0.0060,25.6,46.42,1.67,,
1.9200,602,225.0,0.0060,25.6,44.33,1.65,,
1.9500,607,226.3,0.0060,25.6,42.29,1.63,,
1.9800,612,227.5,0.0060,25.6,40.47,1.61,,
2.0100,617,228.7,0.0055,25.6,38.33,1.58,,
2.0400,622,229.9,0.0055,25.6,36.47,1.56,,
2.0700,627,230.9,0.0055,25.6,34.95,1.54,,
2.1000,632,231.9,0.0055,25.6,,,,
2.1300,638,232.9,0.0055,25.6,,,,
2.1600,643,233.9,0.0060,25.6,,,,
2.1900,648,234.8,0.0060,25.6,,,,
2.2200,653,235.7,0.0060,25.6,,,,
6/20/2024 2:47:53 PMSystemInternal,,,,,,,,1/1
