Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-64.0,NaN,25.2,,,,
0.0600,16,-65.2,0.0035,25.3,,,,
0.1200,37,-53.6,0.0030,25.3,,,,
0.1800,57,-37.1,0.0030,25.3,,,,
0.2400,77,-17.1,0.0030,25.3,,,,
0.3000,97,-2.0,0.0030,25.3,,,,
0.3600,117,8.2,0.0030,25.3,,,,
0.4200,137,16.9,0.0030,25.3,,,,
0.4800,157,23.9,0.0030,25.3,,,,
0.5400,178,30.4,0.0030,25.3,,,,
0.6000,198,36.4,0.0030,25.3,,,,
0.6600,218,42.2,0.0030,25.3,,,,
0.7200,238,47.6,0.0030,25.3,,,,
0.7800,258,52.9,0.0030,25.3,,,,
0.8400,277,58.2,0.0030,25.3,,,,
0.9000,298,63.7,0.0030,25.3,,,,
0.9600,316,69.0,0.0035,25.3,,,,
1.0200,333,74.7,0.0035,25.3,,,,
1.0800,351,81.4,0.0035,25.3,,,,
1.1400,369,88.7,0.0035,25.3,,,,
1.2000,386,97.5,0.0035,25.3,,,,
1.2600,401,108.9,0.0040,25.3,257.80,2.41,,
1.3200,417,125.6,0.0040,25.3,309.23,2.49,,
1.3800,427,150.1,0.0060,25.3,335.76,2.53,,
1.4400,434,172.5,0.0080,25.3,316.84,2.50,,
1.5000,440,186.3,0.0100,25.3,251.71,2.40,,
1.5300,536,191.4,0.0005,25.3,197.90,2.30,,
1.5600,542,195.8,0.0050,25.3,139.33,2.14,,
1.5900,548,199.5,0.0050,25.3,109.56,2.04,,
1.6200,554,202.8,0.0055,25.3,100.71,2.00,,
1.6500,559,205.7,0.0055,25.3,91.41,1.96,,
1.6800,565,208.3,0.0055,25.3,82.86,1.92,,
1.7100,570,210.7,0.0060,25.3,75.97,1.88,,
1.7400,576,212.9,0.0055,25.3,69.64,1.84,,
1.7700,581,214.9,0.0060,25.3,64.55,1.81,,
1.8000,586,216.8,0.0060,25.3,59.90,1.78,,
1.8300,591,218.5,0.0060,25.3,56.08,1.75,,
1.8600,597,220.1,0.0055,25.3,52.42,1.72,,
1.8900,602,221.7,0.0065,25.3,49.26,1.69,,
1.9200,607,223.1,0.0060,25.3,46.61,1.67,,
1.9500,612,224.5,0.0060,25.3,44.29,1.65,,
1.9800,617,225.7,0.0060,25.3,42.13,1.62,,
2.0100,622,227.0,0.0060,25.3,40.14,1.60,,
2.0400,627,228.2,0.0060,25.3,38.46,1.59,,
2.0700,632,229.3,0.0060,25.3,36.62,1.56,,
2.1000,637,230.4,0.0055,25.3,35.33,1.55,,
2.1300,642,231.4,0.0055,25.3,,,,
2.1600,648,232.4,0.0050,25.3,,,,
2.1900,653,233.4,0.0060,25.3,,,,
2.2200,658,234.4,0.0060,25.3,,,,
2.2500,663,235.3,0.0060,25.3,,,,
6/20/2024 12:50:04 PMSystemInternal,,,,,,,,1/1
