Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-61.2,NaN,24.7,,,,
0.0600,17,-63.1,0.0035,24.7,,,,
0.1200,38,-51.1,0.0030,24.8,,,,
0.1800,58,-34.3,0.0030,24.8,,,,
0.2400,78,-14.0,0.0030,24.8,,,,
0.3000,98,-0.1,0.0030,24.8,,,,
0.3600,118,9.6,0.0030,24.8,,,,
0.4200,138,17.6,0.0030,24.8,,,,
0.4800,158,24.5,0.0030,24.9,,,,
0.5400,178,30.8,0.0030,24.9,,,,
0.6000,199,36.8,0.0030,24.9,,,,
0.6600,219,42.4,0.0030,24.9,,,,
0.7200,239,47.9,0.0030,24.9,,,,
0.7800,259,53.2,0.0030,24.9,,,,
0.8400,279,58.4,0.0030,24.9,,,,
0.9000,299,63.8,0.0030,25.0,,,,
0.9600,319,69.2,0.0030,25.0,,,,
1.0200,338,74.9,0.0030,25.0,,,,
1.0800,357,81.2,0.0030,25.0,,,,
1.1400,374,88.4,0.0035,25.0,,,,
1.2000,391,97.3,0.0035,25.0,,,,
1.2600,407,108.4,0.0035,25.0,254.84,2.41,,
1.3200,422,124.8,0.0040,25.0,307.54,2.49,,
1.3800,433,149.2,0.0055,25.0,335.07,2.53,,
1.4400,440,171.7,0.0085,25.0,318.10,2.50,,
1.5000,446,185.8,0.0100,25.1,254.91,2.41,,
1.5300,542,191.1,0.0005,25.1,201.49,2.30,,
1.5600,548,195.4,0.0050,25.1,142.45,2.15,,
1.5900,554,199.2,0.0050,25.1,111.53,2.05,,
1.6200,559,202.5,0.0055,25.1,101.29,2.01,,
1.6500,565,205.6,0.0050,25.1,91.56,1.96,,
1.6800,570,208.1,0.0055,25.1,82.81,1.92,,
1.7100,576,210.4,0.0055,25.1,75.60,1.88,,
1.7400,581,212.6,0.0065,25.1,70.01,1.85,,
1.7700,586,214.7,0.0060,25.1,65.35,1.82,,
1.8000,591,216.6,0.0060,25.1,61.28,1.79,,
1.8300,596,218.4,0.0060,25.1,56.42,1.75,,
1.8600,601,220.0,0.0060,25.2,52.42,1.72,,
1.8900,606,221.5,0.0060,25.2,49.24,1.69,,
1.9200,611,222.9,0.0055,25.2,46.74,1.67,,
1.9500,616,224.3,0.0055,25.2,44.99,1.65,,
1.9800,621,225.7,0.0055,25.2,43.14,1.63,,
2.0100,626,226.9,0.0055,25.2,41.13,1.61,,
2.0400,632,228.1,0.0055,25.2,39.20,1.59,,
2.0700,637,229.3,0.0065,25.2,36.94,1.57,,
2.1000,642,230.3,0.0060,25.2,35.27,1.55,,
2.1300,647,231.4,0.0060,25.2,,,,
2.1600,653,232.4,0.0050,25.2,,,,
2.1900,658,233.3,0.0060,25.2,,,,
2.2200,663,234.3,0.0060,25.2,,,,
2.2500,668,235.2,0.0060,25.2,,,,
6/20/2024 4:20:46 PMSystemInternal,,,,,,,,1/1
