Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-63.3,NaN,25.4,,,,
0.0600,17,-65.1,0.0035,25.4,,,,
0.1200,38,-53.8,0.0030,25.4,,,,
0.1800,58,-37.7,0.0030,25.4,,,,
0.2400,78,-18.1,0.0030,25.4,,,,
0.3000,98,-3.0,0.0030,25.4,,,,
0.3600,118,7.4,0.0030,25.4,,,,
0.4200,138,15.9,0.0030,25.4,,,,
0.4800,158,23.1,0.0030,25.4,,,,
0.5400,178,29.6,0.0030,25.4,,,,
0.6000,199,35.6,0.0030,25.4,,,,
0.6600,219,41.4,0.0030,25.4,,,,
0.7200,239,46.8,0.0030,25.4,,,,
0.7800,259,52.1,0.0030,25.4,,,,
0.8400,279,57.4,0.0030,25.4,,,,
0.9000,299,62.6,0.0030,25.4,,,,
0.9600,318,67.9,0.0030,25.4,,,,
1.0200,337,73.6,0.0030,25.4,,,,
1.0800,356,79.8,0.0030,25.4,,,,
1.1400,375,86.8,0.0030,25.4,,,,
1.2000,392,95.1,0.0035,25.4,,,,
1.2600,409,105.6,0.0035,25.4,238.44,2.38,,
1.3200,425,120.4,0.0035,25.4,295.20,2.47,,
1.3800,437,143.0,0.0050,25.4,332.09,2.52,,
1.4400,444,167.5,0.0080,25.4,327.09,2.51,,
1.5000,451,183.0,0.0090,25.4,272.68,2.44,,
1.5300,548,188.7,0.0005,25.4,223.62,2.35,,
1.5600,553,193.5,0.0055,25.4,161.12,2.21,,
1.5900,559,197.6,0.0055,25.4,119.31,2.08,,
1.6200,564,201.0,0.0065,25.4,107.14,2.03,,
1.6500,569,204.2,0.0060,25.4,96.31,1.98,,
1.6800,574,206.8,0.0060,25.4,86.93,1.94,,
1.7100,579,209.4,0.0055,25.4,79.79,1.90,,
1.7400,585,211.7,0.0050,25.4,73.48,1.87,,
1.7700,591,213.8,0.0050,25.4,67.50,1.83,,
1.8000,597,215.8,0.0055,25.4,62.61,1.80,,
1.8300,602,217.6,0.0055,25.4,57.50,1.76,,
1.8600,608,219.2,0.0055,25.4,53.89,1.73,,
1.8900,613,220.8,0.0065,25.4,50.94,1.71,,
1.9200,618,222.3,0.0060,25.4,48.61,1.69,,
1.9500,623,223.7,0.0060,25.4,46.48,1.67,,
1.9800,628,225.1,0.0060,25.4,43.99,1.64,,
2.0100,633,226.4,0.0055,25.4,41.47,1.62,,
2.0400,638,227.6,0.0055,25.4,39.29,1.59,,
2.0700,644,228.7,0.0055,25.4,37.47,1.57,,
2.1000,649,229.8,0.0060,25.4,35.61,1.55,,
2.1300,654,230.9,0.0060,25.4,34.66,1.54,,
2.1600,659,231.9,0.0060,25.4,,,,
2.1900,664,232.9,0.0060,25.4,,,,
2.2200,669,233.8,0.0060,25.4,,,,
2.2500,674,234.8,0.0060,25.4,,,,
2.2800,679,235.6,0.0055,25.4,,,,
SystemInternal6/20/2024 12:49:49 PM,,,,,,,,1/1
