Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-45.6,NaN,25.2,,,,
0.0600,17,-52.8,0.0035,25.2,,,,
0.1200,38,-38.1,0.0030,25.2,,,,
0.1800,58,-18.7,0.0030,25.2,,,,
0.2400,78,-3.5,0.0030,25.2,,,,
0.3000,98,6.7,0.0030,25.2,,,,
0.3600,118,15.0,0.0030,25.2,,,,
0.4200,138,22.1,0.0030,25.3,,,,
0.4800,158,28.3,0.0030,25.3,,,,
0.5400,178,34.2,0.0030,25.3,,,,
0.6000,198,39.7,0.0030,25.3,,,,
0.6600,219,44.9,0.0030,25.3,,,,
0.7200,239,49.9,0.0030,25.3,,,,
0.7800,259,54.7,0.0030,25.3,,,,
0.8400,279,59.7,0.0030,25.3,,,,
0.9000,297,64.5,0.0035,25.3,,,,
0.9600,315,69.7,0.0035,25.3,,,,
1.0200,332,75.2,0.0035,25.3,,,,
1.0800,349,81.2,0.0035,25.3,,,,
1.1400,366,88.1,0.0035,25.3,,,,
1.2000,382,96.2,0.0040,25.3,,,,
1.2600,396,106.4,0.0040,25.3,230.37,2.36,,
1.3200,411,120.7,0.0040,25.3,286.57,2.46,,
1.3800,423,142.4,0.0050,25.3,324.90,2.51,,
1.4400,431,166.4,0.0075,25.3,323.17,2.51,,
1.5000,437,182.4,0.0095,25.3,272.89,2.44,,
1.5300,533,188.3,0.0005,25.3,226.65,2.36,,
1.5600,539,193.1,0.0050,25.3,166.06,2.22,,
1.5900,545,197.1,0.0055,25.3,122.81,2.09,,
1.6200,550,200.7,0.0060,25.3,108.44,2.04,,
1.6500,555,203.9,0.0060,25.3,98.30,1.99,,
1.6800,560,206.7,0.0060,25.3,89.14,1.95,,
1.7100,566,209.2,0.0055,25.3,81.11,1.91,,
1.7400,571,211.6,0.0065,25.3,74.16,1.87,,
1.7700,576,213.7,0.0065,25.3,68.17,1.83,,
1.8000,581,215.7,0.0060,25.3,62.69,1.80,,
1.8300,586,217.5,0.0060,25.3,57.88,1.76,,
1.8600,591,219.2,0.0060,25.3,54.04,1.73,,
1.8900,596,220.7,0.0060,25.3,51.42,1.71,,
1.9200,601,222.2,0.0060,25.4,49.14,1.69,,
1.9500,606,223.7,0.0055,25.4,46.99,1.67,,
1.9800,611,225.1,0.0055,25.4,44.47,1.65,,
2.0100,616,226.4,0.0055,25.4,42.00,1.62,,
2.0400,622,227.6,0.0055,25.4,39.28,1.59,,
2.0700,627,228.7,0.0065,25.4,37.08,1.57,,
2.1000,632,229.8,0.0060,25.4,35.80,1.55,,
2.1300,637,230.9,0.0060,25.4,34.81,1.54,,
2.1600,642,231.9,0.0060,25.4,,,,
2.1900,647,232.9,0.0060,25.4,,,,
2.2200,652,233.9,0.0060,25.4,,,,
2.2500,657,234.8,0.0060,25.4,,,,
2.2800,662,235.7,0.0055,25.4,,,,
SystemInternal6/20/2024 12:51:29 PM,,,,,,,,1/1
