Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-63.9,NaN,24.9,,,,
0.0600,15,-64.8,0.0040,24.9,,,,
0.1200,35,-53.3,0.0030,24.9,,,,
0.1800,56,-37.5,0.0030,24.9,,,,
0.2400,76,-17.1,0.0030,24.9,,,,
0.3000,96,-1.8,0.0030,24.9,,,,
0.3600,116,8.3,0.0030,24.9,,,,
0.4200,136,16.6,0.0030,25.0,,,,
0.4800,156,23.7,0.0030,25.0,,,,
0.5400,176,30.1,0.0030,25.0,,,,
0.6000,196,36.1,0.0030,25.0,,,,
0.6600,216,41.8,0.0030,25.0,,,,
0.7200,237,47.2,0.0030,25.0,,,,
0.7800,257,52.4,0.0030,25.0,,,,
0.8400,277,57.8,0.0030,25.0,,,,
0.9000,297,63.0,0.0030,25.0,,,,
0.9600,316,68.4,0.0030,25.0,,,,
1.0200,336,74.2,0.0030,25.0,,,,
1.0800,354,80.3,0.0035,25.1,,,,
1.1400,372,87.3,0.0035,25.1,,,,
1.2000,389,95.7,0.0035,25.1,,,,
1.2600,405,106.3,0.0040,25.1,241.43,2.38,,
1.3200,420,121.4,0.0040,25.1,297.65,2.47,,
1.3800,431,144.6,0.0055,25.1,332.41,2.52,,
1.4400,438,168.3,0.0080,25.1,324.70,2.51,,
1.5000,445,183.6,0.0090,25.1,268.27,2.43,,
1.5300,541,189.3,0.0005,25.1,218.20,2.34,,
1.5600,546,193.9,0.0055,25.1,156.55,2.19,,
1.5900,552,197.9,0.0050,25.1,117.86,2.07,,
1.6200,557,201.3,0.0060,25.1,105.05,2.02,,
1.6500,562,204.4,0.0055,25.1,94.64,1.98,,
1.6800,568,207.1,0.0055,25.1,85.80,1.93,,
1.7100,573,209.5,0.0065,25.1,78.40,1.89,,
1.7400,578,211.8,0.0060,25.1,72.69,1.86,,
1.7700,583,213.9,0.0060,25.1,67.36,1.83,,
1.8000,588,215.9,0.0060,25.1,62.75,1.80,,
1.8300,593,217.7,0.0060,25.2,58.08,1.76,,
1.8600,598,219.4,0.0055,25.2,54.09,1.73,,
1.8900,603,220.9,0.0055,25.2,50.76,1.71,,
1.9200,608,222.4,0.0055,25.2,47.75,1.68,,
1.9500,614,223.8,0.0055,25.2,45.46,1.66,,
1.9800,619,225.2,0.0065,25.2,43.29,1.64,,
2.0100,624,226.4,0.0065,25.2,41.47,1.62,,
2.0400,629,227.6,0.0060,25.2,39.48,1.60,,
2.0700,634,228.8,0.0060,25.2,37.99,1.58,,
2.1000,639,229.9,0.0060,25.2,36.48,1.56,,
2.1300,644,231.0,0.0060,25.2,35.00,1.54,,
2.1600,649,232.0,0.0060,25.2,,,,
2.1900,654,233.0,0.0060,25.2,,,,
2.2200,659,233.9,0.0055,25.2,,,,
2.2500,664,234.8,0.0055,25.2,,,,
2.2800,670,235.7,0.0055,25.2,,,,
SystemInternal6/20/2024 2:49:33 PM,,,,,,,,1/1
