Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-60.5,NaN,24.7,,,,
0.0600,17,-63.1,0.0035,24.7,,,,
0.1200,38,-51.5,0.0030,24.7,,,,
0.1800,58,-34.9,0.0030,24.7,,,,
0.2400,78,-14.6,0.0030,24.7,,,,
0.3000,98,-0.4,0.0030,24.7,,,,
0.3600,118,9.2,0.0030,24.8,,,,
0.4200,138,17.2,0.0030,24.8,,,,
0.4800,158,24.1,0.0030,24.8,,,,
0.5400,178,30.5,0.0030,24.8,,,,
0.6000,199,36.5,0.0030,24.8,,,,
0.6600,219,42.1,0.0030,24.8,,,,
0.7200,239,47.7,0.0030,24.8,,,,
0.7800,259,52.9,0.0030,24.8,,,,
0.8400,279,58.2,0.0030,24.8,,,,
0.9000,299,63.3,0.0030,24.8,,,,
0.9600,319,68.7,0.0030,24.9,,,,
1.0200,340,74.5,0.0030,24.9,,,,
1.0800,357,80.6,0.0035,24.9,,,,
1.1400,375,87.8,0.0035,24.9,,,,
1.2000,392,96.1,0.0035,24.9,,,,
1.2600,407,106.9,0.0040,24.9,245.44,2.39,,
1.3200,421,122.4,0.0045,24.9,300.88,2.48,,
1.3800,432,146.1,0.0055,24.9,333.69,2.52,,
1.4400,440,169.4,0.0075,24.9,323.24,2.51,,
1.5000,446,184.3,0.0095,24.9,263.80,2.42,,
1.5300,542,189.9,0.0005,25.0,212.42,2.33,,
1.5600,548,194.4,0.0055,25.0,151.27,2.18,,
1.5900,553,198.2,0.0060,25.0,115.40,2.06,,
1.6200,558,201.6,0.0055,25.0,103.64,2.02,,
1.6500,564,204.7,0.0050,25.0,94.01,1.97,,
1.6800,570,207.4,0.0055,25.0,85.34,1.93,,
1.7100,575,209.8,0.0060,25.0,77.59,1.89,,
1.7400,580,212.0,0.0060,25.0,71.16,1.85,,
1.7700,585,214.1,0.0060,25.0,66.03,1.82,,
1.8000,590,216.0,0.0060,25.0,61.55,1.79,,
1.8300,595,217.8,0.0060,25.0,57.08,1.76,,
1.8600,600,219.5,0.0060,25.0,53.27,1.73,,
1.8900,605,221.0,0.0055,25.0,49.71,1.70,,
1.9200,610,222.4,0.0055,25.0,47.27,1.67,,
1.9500,615,223.8,0.0055,25.0,45.14,1.65,,
1.9800,620,225.2,0.0055,25.0,43.27,1.64,,
2.0100,626,226.4,0.0055,25.0,41.67,1.62,,
2.0400,631,227.7,0.0065,25.0,39.87,1.60,,
2.0700,636,228.8,0.0060,25.0,37.61,1.58,,
2.1000,641,229.9,0.0055,25.0,35.81,1.55,,
2.1300,646,231.0,0.0055,25.0,34.33,1.54,,
2.1600,651,232.0,0.0055,25.0,,,,
2.1900,656,232.9,0.0055,25.0,,,,
2.2200,662,233.9,0.0055,25.0,,,,
2.2500,667,234.8,0.0065,25.0,,,,
2.2800,672,235.7,0.0060,25.0,,,,
SystemInternal6/20/2024 2:49:19 PM,,,,,,,,1/1
