Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-53.4,NaN,24.1,,,,
0.0600,18,-58.6,0.0035,24.1,,,,
0.1200,38,-45.6,0.0030,24.1,,,,
0.1800,58,-27.5,0.0030,24.1,,,,
0.2400,78,-8.8,0.0030,24.1,,,,
0.3000,98,3.0,0.0030,24.2,,,,
0.3600,118,11.8,0.0030,24.2,,,,
0.4200,138,19.2,0.0030,24.2,,,,
0.4800,158,25.7,0.0030,24.2,,,,
0.5400,178,31.7,0.0030,24.2,,,,
0.6000,198,37.4,0.0030,24.2,,,,
0.6600,219,42.8,0.0030,24.2,,,,
0.7200,239,48.0,0.0030,24.3,,,,
0.7800,259,53.1,0.0030,24.3,,,,
0.8400,279,58.1,0.0030,24.3,,,,
0.9000,299,63.3,0.0030,24.3,,,,
0.9600,319,68.5,0.0030,24.3,,,,
1.0200,336,73.9,0.0035,24.3,,,,
1.0800,354,80.1,0.0035,24.3,,,,
1.1400,371,86.9,0.0035,24.4,,,,
1.2000,388,95.2,0.0035,24.4,,,,
1.2600,403,105.7,0.0040,24.4,236.43,2.37,,
1.3200,418,120.3,0.0040,24.4,292.64,2.47,,
1.3800,428,142.8,0.0060,24.4,329.70,2.52,,
1.4400,437,166.8,0.0070,24.4,324.78,2.51,,
1.5000,443,182.5,0.0100,24.4,271.56,2.43,,
1.5300,540,188.3,0.0005,24.5,223.52,2.35,,
1.5600,546,193.0,0.0050,24.5,161.81,2.21,,
1.5900,551,197.0,0.0055,24.5,120.52,2.08,,
1.6200,558,200.6,0.0045,24.5,107.06,2.03,,
1.6500,564,203.7,0.0055,24.5,96.25,1.98,,
1.6800,569,206.4,0.0065,24.5,87.00,1.94,,
1.7100,574,208.9,0.0065,24.5,78.73,1.90,,
1.7400,579,211.2,0.0060,24.5,72.43,1.86,,
1.7700,584,213.2,0.0060,24.5,67.37,1.83,,
1.8000,589,215.3,0.0060,24.5,62.74,1.80,,
1.8300,594,217.0,0.0055,24.5,58.41,1.77,,
1.8600,599,218.8,0.0055,24.5,54.24,1.73,,
1.8900,604,220.3,0.0055,24.5,51.12,1.71,,
1.9200,610,221.8,0.0045,24.5,47.92,1.68,,
1.9500,616,223.2,0.0055,24.5,45.79,1.66,,
1.9800,621,224.5,0.0065,24.5,43.28,1.64,,
2.0100,626,225.9,0.0065,24.5,41.66,1.62,,
2.0400,631,227.0,0.0065,24.5,39.61,1.60,,
2.0700,636,228.2,0.0060,24.5,37.81,1.58,,
2.1000,642,229.3,0.0055,24.5,36.32,1.56,,
2.1300,647,230.4,0.0060,24.5,35.15,1.55,,
2.1600,652,231.4,0.0060,24.5,,,,
2.1900,657,232.4,0.0060,24.5,,,,
2.2200,662,233.4,0.0060,24.5,,,,
2.2500,667,234.3,0.0060,24.6,,,,
2.2800,672,235.1,0.0055,24.6,,,,
SystemInternal6/20/2024 4:20:17 PM,,,,,,,,1/1
