Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-61.0,NaN,25.3,,,,
0.0600,17,-62.5,0.0035,25.4,,,,
0.1200,38,-51.2,0.0030,25.4,,,,
0.1800,58,-34.9,0.0030,25.4,,,,
0.2400,78,-14.9,0.0030,25.4,,,,
0.3000,98,-0.6,0.0030,25.4,,,,
0.3600,118,9.2,0.0030,25.4,,,,
0.4200,138,17.3,0.0030,25.4,,,,
0.4800,158,24.4,0.0030,25.4,,,,
0.5400,178,30.7,0.0030,25.4,,,,
0.6000,199,36.6,0.0030,25.4,,,,
0.6600,219,42.3,0.0030,25.4,,,,
0.7200,239,47.6,0.0030,25.4,,,,
0.7800,259,52.9,0.0030,25.4,,,,
0.8400,279,58.1,0.0030,25.4,,,,
0.9000,298,63.0,0.0030,25.4,,,,
0.9600,315,68.3,0.0035,25.4,,,,
1.0200,335,74.2,0.0030,25.4,,,,
1.0800,353,80.4,0.0035,25.4,,,,
1.1400,370,87.2,0.0035,25.4,,,,
1.2000,389,95.9,0.0030,25.4,,,,
1.2600,403,106.2,0.0040,25.4,240.01,2.38,,
1.3200,419,121.3,0.0035,25.4,296.63,2.47,,
1.3800,431,144.0,0.0050,25.4,332.36,2.52,,
1.4400,439,168.4,0.0080,25.4,325.45,2.51,,
1.5000,445,183.6,0.0100,25.4,270.60,2.43,,
1.5300,541,189.3,0.0005,25.4,220.50,2.34,,
1.5600,547,194.0,0.0050,25.4,158.59,2.20,,
1.5900,552,198.0,0.0055,25.4,117.65,2.07,,
1.6200,558,201.5,0.0055,25.4,106.22,2.03,,
1.6500,563,204.6,0.0060,25.4,95.84,1.98,,
1.6800,568,207.2,0.0060,25.4,86.43,1.94,,
1.7100,573,209.7,0.0060,25.4,78.76,1.90,,
1.7400,578,212.1,0.0060,25.4,72.68,1.86,,
1.7700,583,214.2,0.0055,25.4,67.32,1.83,,
1.8000,589,216.0,0.0055,25.4,62.23,1.79,,
1.8300,594,217.9,0.0060,25.4,57.80,1.76,,
1.8600,599,219.6,0.0060,25.4,54.03,1.73,,
1.8900,604,221.1,0.0055,25.4,50.89,1.71,,
1.9200,609,222.6,0.0055,25.4,48.19,1.68,,
1.9500,614,224.1,0.0055,25.4,45.61,1.66,,
1.9800,620,225.3,0.0055,25.4,43.42,1.64,,
2.0100,625,226.6,0.0065,25.4,40.99,1.61,,
2.0400,630,227.9,0.0065,25.4,38.79,1.59,,
2.0700,635,229.0,0.0060,25.4,37.24,1.57,,
2.1000,640,230.0,0.0060,25.4,36.53,1.56,,
2.1300,645,231.1,0.0060,25.4,,,,
2.1600,650,232.2,0.0060,25.4,,,,
2.1900,655,233.2,0.0060,25.4,,,,
2.2200,660,234.2,0.0060,25.4,,,,
2.2500,665,235.0,0.0055,25.4,,,,
6/20/2024 9:52:23 AMSystemInternal,,,,,,,,1/1
