Sample.ID1,Weight,Salinity
Junk,60.15,36.4
CRM,60.107,33.6
Junk2,59.826,36.4
Tank5_0620_2100,60.063,36.4
Tank6_0620_2100,59.967,36.4
Tank7_0620_2100,60.11,36.4
Tank8_0620_2100,60.347,36.4
Tank9_0620_2100,60.286,36.4
Tank10_0620_2100,59.805,36.4
Tank11_0620_2100,60.262,36.4
Tank12_0620_2100,59.814,36.4
Junk3,60.382,36.4
Tank13_0620_2100,60.131,36.4
Tank14_0620_2100,60.06,36.4
Tank15_0620_2100,60.09,36.4
Tank16_0620_2100,60.133,36.4
