flag,S,T,Patm,P,pH,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite
8,36.4,29,1,0,8.03397303,0.010835711,423588.2601,425384.4242,423588.2601,425384.4242,423588.2601,425385.9882,1.848845517,0.256125442,2.11580667,2.361208,4104.278609,6134.986338
8,36.4,29,1,0,8.045596538,0.010478934,409641.1807,411366.2992,409641.1807,411366.2992,409641.1807,411367.7872,1.836469949,0.261312046,2.108260929,2.359208,4187.39127,6259.221335
8,36.1,27.7,1,0,8.009866866,0.012037055,455628.5932,457618.263,455628.5932,457618.263,455628.5932,457620.0427,1.889695699,0.234647563,2.136380317,2.359093,3743.646325,5622.351041
8,36.3,28.2,1,0,8.011235331,0.011645945,446556.1202,448487.4,446556.1202,448487.4,446556.1202,448489.1138,1.855235089,0.236416198,2.103297233,2.328172,3775.685375,5659.657986
8,36.2,28.1,1,0,8.045530533,0.010771478,411838.5013,413592.2277,411838.5013,413592.2277,411838.5013,413593.7546,1.851719193,0.253836627,2.116327299,2.359503,4054.941572,6081.062043
8,36.2,28.1,1,0,7.874215114,0.017318942,662175.339,665271.4129,662175.339,665271.4129,662175.339,665273.8957,2.006807738,0.185425521,2.209552202,2.377739,2962.100715,4442.164678
8,36.2,28,1,0,7.950475984,0.013853304,528412.3246,530782.574,528412.3246,530782.574,528412.3246,530784.6972,1.909648279,0.209562088,2.133063671,2.328865,3345.966356,5019.489346
8,36.2,27.8,1,0,8.052234166,0.010627549,403443.3308,405159.8125,403443.3308,405159.8125,403443.3308,405161.3014,1.844576861,0.25402855,2.109232961,2.352745,4051.829922,6082.391757
8,36.2,27.9,1,0,7.950250259,0.01410931,536897.3654,539316.0071,536897.3654,539316.0071,536897.3654,539318.1706,1.940141752,0.212031992,2.166283055,2.364298,3383.683263,5077.739922
8,36.1,27.8,1,0,8.073817017,0.010025591,380398.6638,381997.8618,380398.6638,381997.8618,380398.6638,381999.2204,1.82717804,0.263828479,2.10103211,2.35495,4211.334915,6322.676249
8,36.2,28,1,0,7.955634878,0.013696831,522443.898,524782.0425,522443.898,524782.0425,522443.898,524784.1397,1.910640604,0.212176474,2.136513909,2.335087,3387.708873,5082.109856
8,36.2,27.6,1,0,8.053560831,0.01064194,402061.0713,403774.29,402061.0713,403774.29,402061.0713,403775.777,1.845487497,0.253098883,2.10922832,2.351796,4032.945807,6058.00151
8,36.2,27.7,1,0,8.078104219,0.00993039,376077.7519,377656.9031,376077.7519,377656.9031,376077.7519,377658.2399,1.825789412,0.265913293,2.101633095,2.357732,4239.259575,6365.833449
8,36.2,27.7,1,0,7.97458777,0.013206094,500133.2212,502359.2234,500133.2212,502359.2234,500133.2212,502361.2296,1.91312037,0.219540784,2.145867248,2.352298,3499.97685,5255.698386
8,36.2,27.8,1,0,8.012439957,0.011932794,452993.042,454966.6595,452993.042,454966.6595,452993.042,454968.4215,1.889781256,0.237466909,2.139180959,2.36481837,3787.666894,5685.844258
8,36.1,27.8,1,0,7.959623777,0.013827903,524668.9298,527024.2187,524668.9298,527024.2187,524668.9298,527026.3339,1.937465558,0.215070853,2.166364314,2.36770058,3433.046331,5154.194795
8,36.2,27.8,1,0,8.070395209,0.010130788,384585.2568,386205.6436,384585.2568,386205.6436,384585.2568,386207.0259,1.833445015,0.263278082,2.106853885,2.36011589,4199.362672,6303.860081
8,36.2,27.8,1,0,8.055900295,0.010501221,398647.6289,400339.5741,398647.6289,400339.5741,398647.6289,400341.036,1.838101672,0.255282728,2.10388562,2.3487789,4071.834425,6112.421453
8,36.4,28,1,0,8.068180631,0.01008795,385178.8843,386798.659,385178.8843,386798.659,385178.8843,386800.0392,1.826658777,0.264108281,2.100855008,2.354991,4210.396256,6314.643569
8,36.4,28,1,0,8.073453771,0.009935805,379369.6516,380960.0924,379369.6516,380960.0924,379369.6516,380961.4397,1.821086954,0.266519147,2.097541906,2.354242,4248.830114,6372.285676
8,36.2,28.2,1,0,8.164030372,0.007586389,290748.0411,291902.6198,290748.0411,291902.6198,290748.0411,291903.4752,1.716637747,0.310257683,2.034481818,2.33728948,4958.784436,7434.068858
8,36.3,28.3,1,0,8.100535966,0.009245406,355349.0399,356814.3938,355349.0399,356814.3938,355349.0399,356815.5985,1.812564968,0.284732462,2.106542835,2.38215286,4549.652328,6817.555237
8,36.2,28,1,0,8.144799605,0.007886674,300824.6685,302029.6535,300824.6685,302029.6535,300824.6685,302030.5656,1.700660072,0.291944614,2.00049136,2.284680617,4661.324321,6992.738503
8,36.3,28.6,1,0,8.213289294,0.00604866,234131.5976,235022.1304,234131.5976,235022.1304,234131.5976,235022.7022,1.546323644,0.318337828,1.870710132,2.183149331,5094.516082,7626.3984
8,36.2,28.1,1,0,8.096663845,0.009376174,358490.2198,359974.4472,358490.2198,359974.4472,358490.2198,359975.6744,1.813254678,0.279621962,2.102252815,2.372619694,4466.852283,6698.790942
8,36.3,28.2,1,0,8.261349285,0.005549767,212802.1553,213602.585,212802.1553,213602.585,212802.1553,213603.0668,1.572580478,0.35645533,1.934585575,2.285651753,5692.770576,8533.320777
8,36.2,27.9,1,0,8.121260271,0.008758559,333286.8387,334650.0013,333286.8387,334650.0013,333286.8387,334651.0923,1.785543209,0.289299917,2.083601685,2.364268818,4616.752758,6928.151357
8,36.2,27.8,1,0,8.15818453,0.007867694,298673.6307,299871.0801,298673.6307,299871.0801,298673.6307,299871.9844,1.742855817,0.306335689,2.0570592,2.355660884,4886.144136,7334.819918
8,36.2,27.9,1,0,8.072760138,0.010075705,383407.7801,385020.4001,383407.7801,385020.4001,383407.7801,385021.773,1.837016215,0.266189427,2.113281346,2.369510558,4247.947203,6374.701598
8,36.2,28.2,1,0,8.205620974,0.006401001,245318.1179,246262.9609,245318.1179,246262.9609,245318.1179,246263.5894,1.593977134,0.317041837,1.917419972,2.228207009,5067.214174,7596.623643
8,36.4,28,1,0,8.100975379,0.009182994,350625.7932,352072.6746,350625.7932,352072.6746,350625.7932,352073.86,1.793219968,0.279610132,2.082013095,2.3525628,4457.525714,6685.281949
8,36.4,28,1,0,8.083065387,0.009648959,368417.3083,369952.7317,368417.3083,369952.7317,368417.3083,369954.0172,1.808088729,0.270538505,2.088276194,2.3492845,4312.906454,6468.385717
8,36.4,26.9,1,0,7.941711837,0.014878323,553264.144,555799.1135,553264.144,555799.1135,553264.144,555801.3868,1.97037239,0.204625981,2.189876693,2.379713425,3244.439616,4883.362331
8,36.3,27.2,1,0,8.034162389,0.011408219,427100.5724,428951.3422,427100.5724,428951.3422,427100.5724,428952.9826,1.878742269,0.243447996,2.133598484,2.365744469,3868.55185,5817.854135
8,36.3,26.8,1,0,8.048142182,0.011193967,415034.6118,416830.5728,415034.6118,416830.5728,415034.6118,416832.1578,1.888749833,0.249124097,2.149067897,2.387105854,3951.053918,5949.568627
8,36.1,27.1,1,0,8.138447164,0.008443196,315010.9436,316296.8787,315010.9436,316296.8787,315010.9436,316297.8851,1.761309116,0.287761588,2.057513901,2.336958861,4577.356165,6887.829015
8,36.2,27.1,1,0,8.038153487,0.011312386,422274.4028,424102.0404,422274.4028,424102.0404,422274.4028,424103.657,1.874836816,0.243722183,2.129871385,2.362387508,3873.931111,5828.573029
8,36.4,26.9,1,0,7.981901833,0.013084419,486556.1919,488728.8227,486556.1919,488728.8227,486556.1919,488730.7932,1.900810348,0.216541551,2.130436319,2.333989513,3433.366507,5167.725293
8,36.2,27,1,0,7.955062707,0.014302699,532606.3566,535025.7074,532606.3566,535025.7074,532606.3566,535027.8911,1.953788959,0.20900142,2.177093078,2.371882728,3320.425513,4997.395285
8,36.2,27.2,1,0,8.060921282,0.010637491,398042.9469,399743.1499,398042.9469,399743.1499,398042.9469,399744.6258,1.861545839,0.255942227,2.128125557,2.373541366,4070.165018,6121.846005
8,36.3,26.9,1,0,7.988627078,0.012892065,479158.0918,481291.0184,479158.0918,481291.0184,479158.0918,481292.951,1.900463503,0.219359117,2.132714685,2.339278659,3480.669524,5239.578072
8,36.1,26.8,1,0,7.976450067,0.01285544,476148.5306,478267.6863,476148.5306,478267.6863,476148.5306,478269.6071,1.835855567,0.204328837,2.053039844,2.244607061,3245.453799,4888.330624
8,36.2,27.1,1,0,8.061745481,0.010608289,395991.5139,397683.0664,395991.5139,397683.0664,395991.5139,397684.5335,1.856293269,0.254782838,2.121684396,2.365969901,4049.73872,6093.086635
8,36.3,27.7,1,0,7.987567909,0.012713717,481730.8353,483858.627,481730.8353,483858.627,481730.8353,483860.5424,1.89930742,0.225101214,2.13712235,2.349608612,3585.888812,5384.007047
8,36.2,27.3,1,0,8.030403014,0.011548655,433181.8847,435062.3603,433181.8847,435062.3603,433181.8847,435064.0314,1.887573053,0.242785163,2.141906872,2.373248755,3862.836873,5808.131398
8,36.4,27.6,1,0,8.017715515,0.01181846,446965.1836,448911.5043,446965.1836,448911.5043,446965.1836,448913.2408,1.890401956,0.239854991,2.142075407,2.370216445,3816.08488,5730.779669
8,36.1,26.8,1,0,8.078065657,0.010232254,378989.1865,380599.181,378989.1865,380599.181,378989.1865,380600.5587,1.846453909,0.259684013,2.116370176,2.365934912,4124.686849,6212.63906
8,36.3,26.9,1,0,7.975634869,0.013318094,494992.2667,497210.3036,494992.2667,497210.3036,494992.2667,497212.3163,1.905403295,0.213447395,2.132168783,2.332392688,3386.865575,5098.371586
8,36.4,27,1,0,8.021834188,0.011878796,442797.124,444734.4652,442797.124,444734.4652,442797.124,444736.1995,1.895612908,0.237604131,2.145095835,2.370924852,3769.147049,5671.303492
8,36.4,27,1,0,8.030525103,0.011580293,431670.0546,433548.8876,431670.0546,433548.8876,431670.0546,433550.5601,1.885331409,0.241092081,2.138003783,2.367620913,3824.476892,5754.556367
8,36.7,29.3,1,0,8.265621487,0.005360452,211333.9579,212118.0715,211333.9579,212118.0715,211333.9579,212118.5366,1.572221279,0.378007976,1.955589708,2.328405541,6052.475943,9034.555837
8,36.5,29.4,1,0,8.249472085,0.005564082,219650.5619,220469.7025,219650.5619,220469.7025,219650.5619,220470.2017,1.572656115,0.363882395,1.942102591,2.300584234,5838.778398,8714.730956
8,36.5,29.2,1,0,8.065888854,0.009875615,388051.8294,389664.4491,388051.8294,389664.4491,388051.8294,389665.8126,1.822060532,0.274274832,2.106210978,2.370729387,4396.275496,6566.17579
8,36.6,29.6,1,0,8.490127978,0.002648817,105102.4408,105457.6986,105102.4408,105457.6986,105102.4408,105457.8173,1.309114835,0.532249065,1.844012717,2.373847578,8542.638546,12740.10083
8,36.3,28.3,1,0,8.121935604,0.008623345,331440.0031,332788.0679,331440.0031,332788.0679,331440.0031,332789.1401,1.77600015,0.293079902,2.077703397,2.362287595,4683.033503,7017.424033
8,36.3,28.6,1,0,8.209380315,0.006558725,253875.2075,254854.4127,253875.2075,254854.4127,253875.2075,254855.0769,1.661696403,0.339024085,2.007279213,2.339893643,5425.568379,8121.977699
8,36.4,30.1,1,0,8.281357922,0.005003247,200613.1749,201344.7212,200613.1749,201344.7212,200613.1749,201345.1358,1.540857574,0.392512589,1.93837341,2.32605686,6327.190399,9422.224526
8,36.5,29,1,0,8.103019375,0.008954892,350239.242,351668.1281,350239.242,351668.1281,350239.242,351669.2882,1.792775243,0.291848259,2.093578395,2.376598356,4673.020705,6984.24608
8,36.5,30.2,1,0,8.391187372,0.003217395,129365.1867,129809.1999,129365.1867,129809.1999,129365.1867,129809.3765,1.279501329,0.422232447,1.70495117,2.124172762,6804.515647,10128.21437
8,36.5,30.8,1,0,8.317070065,0.004047741,164977.347,165557.2862,164977.347,165557.2862,164977.347,165557.5668,1.372500173,0.390158619,1.766706532,2.153005114,6308.684934,9370.500321
8,36.4,28.6,1,0,8.105811728,0.008961194,347044.7498,348464.3633,347044.7498,348464.3633,347044.7498,348465.5149,1.790215446,0.288434155,2.087610795,2.367209249,4612.353278,6903.720016
8,36.3,29.6,1,0,8.230228026,0.005936553,235204.2318,236089.4201,235204.2318,236089.4201,235204.2318,236089.9853,1.608527462,0.356916696,1.971380712,2.322518898,5742.300708,8567.093405
8,36.4,28.3,1,0,8.12090653,0.008609273,331066.352,332412.5997,331066.352,332412.5997,331066.352,332413.6699,1.77043438,0.292162797,2.071206451,2.354887836,4664.759059,6989.144716
8,36.3,29.5,1,0,8.306165883,0.004710498,186198.202,186874.1522,186198.202,186874.1522,186198.202,186874.516,1.517306613,0.399567502,1.921584612,2.316619367,6425.022668,9588.942041
8,36.4,29.4,1,0,8.082017736,0.009394644,370682.4909,372205.2858,370682.4909,372205.2858,370682.4909,372206.5485,1.804219986,0.283223662,2.096838292,2.370790144,4548.168293,6789.282514
8,36.3,29.6,1,0,8.081363459,0.008632103,342001.0507,343380.4639,342001.0507,343380.4639,342001.0507,343381.5656,1.660145764,0.261468899,1.930246767,2.18320645,4206.676407,6276.054066
8,36.3,26.9,1,0,7.925920021,0.015469818,574965.1975,577619.387,574965.1975,577619.387,574965.1975,577621.7398,1.973854828,0.197198818,2.186523464,2.368338591,3129.042115,4710.260581
8,36.2,27,1,0,7.996971436,0.012784095,476056.3311,478170.299,476056.3311,478170.299,476056.3311,478172.2117,1.923261684,0.226578498,2.162624276,2.376517014,3599.67423,5417.67763
8,36.3,27.3,1,0,8.043305156,0.011169738,419182.6194,420990.1165,419182.6194,420990.1165,419182.6194,420991.7092,1.882311167,0.250000903,2.143481808,2.382421234,3974.635645,5975.459602
8,36.7,27.4,1,0,8.071238816,0.010099886,380721.5639,382329.569,380721.5639,382329.569,380721.5639,382330.9402,1.824917039,0.261897133,2.096914058,2.348827058,4153.006238,6238.574233
8,36.3,27.2,1,0,8.041720222,0.011205986,419529.4056,421340.7212,419529.4056,421340.7212,419529.4056,421342.3191,1.877834407,0.247601985,2.136642378,2.373146052,3934.561519,5917.125034
8,36.3,26.9,1,0,7.961386914,0.013783853,512303.0767,514614.6973,512303.0767,514614.6973,512303.0767,514616.7936,1.90839165,0.206882378,2.129057881,2.322248517,3282.695512,4941.560611
8,36.3,27,1,0,7.954914415,0.014422696,537349.4554,539794.66,537349.4554,539794.66,537349.4554,539796.864,1.971202346,0.211292591,2.196917634,2.393878762,3354.302023,5047.732568
8,36.3,26.8,1,0,8.054589744,0.010972727,406831.7995,408585.1079,406831.7995,408585.1079,406831.7995,408586.646,1.879111608,0.251559913,2.141644249,2.382340525,3989.685424,6007.740649
8,36.7,27,1,0,8.076259449,0.009244342,345123.3777,346559.1284,345123.3777,346559.1284,345123.3777,346560.3063,1.676457578,0.239898329,1.925600249,2.156369852,3796.791162,5710.865703
8,36.5,27.4,1,0,8.033234823,0.010741898,404510.3548,406240.0011,404510.3548,406240.0011,404510.3548,406241.5079,1.775252876,0.232312421,2.018307195,2.239985054,3689.587745,5543.741771
8,36.4,27.3,1,0,8.053656793,0.010864854,407948.7016,409698.0162,407948.7016,409698.0162,407948.7016,409699.5455,1.87671007,0.255876462,2.143451386,2.388573692,4064.951956,6110.471981
8,36.4,27.4,1,0,7.966894633,0.013768551,518221.7374,520552.5709,518221.7374,520552.5709,518221.7374,520554.6739,1.951436718,0.218672128,2.183877396,2.388875606,3475.620312,5222.889074
8,36.2,27.3,1,0,8.038731859,0.011318793,424559.9174,426395.3857,424559.9174,426395.3857,424559.9174,426397.0086,1.88582469,0.247256966,2.144400449,2.380445606,3933.985563,5915.110013
8,36.4,26.5,1,0,7.886651136,0.017535949,645761.6637,648820.865,645761.6637,648820.865,645761.6637,648823.4094,2.029584239,0.183010867,2.230131055,2.395685285,2896.17107,4364.733061
8,36.3,26.8,1,0,8.059443467,0.010825516,401373.698,403098.7312,401373.698,403098.7312,401373.698,403100.2379,1.874736853,0.253794906,2.139357275,2.382436714,4025.131921,6061.116626
8,36.3,26.9,1,0,8.013700213,0.012158683,451900.5509,453888.193,451900.5509,453888.193,451900.5509,453889.9807,1.898876471,0.232202026,2.143237179,2.363382042,3684.453717,5546.341809
