TREATMENT,TA_rangemean,TA_rangese,TA_mean,TA_se
Algae_Dom,-17.14969042857141,7.769696786844358,2350.4007755000002,4.758384513003383
Control,1.567067600000005,4.155411252216997,2360.054416066667,4.384968573137203
Coral_Dom,-14.994688466666588,38.387639746991645,2328.194465633333,22.709481935200547
Rubble_Dom,-42.48246242857145,10.842635710628748,2311.081940142857,13.536294287385743
