Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-67.7,NaN,24.5,,,,
0.0600,17,-66.9,0.0035,24.6,,,,
0.1200,38,-56.0,0.0030,24.6,,,,
0.1800,58,-41.1,0.0030,24.6,,,,
0.2400,78,-20.8,0.0030,24.6,,,,
0.3000,98,-4.6,0.0030,24.6,,,,
0.3600,118,6.2,0.0030,24.6,,,,
0.4200,138,15.1,0.0030,24.6,,,,
0.4800,158,22.3,0.0030,24.6,,,,
0.5400,178,28.9,0.0030,24.6,,,,
0.6000,198,35.0,0.0030,24.7,,,,
0.6600,219,40.7,0.0030,24.7,,,,
0.7200,239,46.2,0.0030,24.7,,,,
0.7800,259,51.5,0.0030,24.7,,,,
0.8400,279,56.8,0.0030,24.7,,,,
0.9000,299,62.0,0.0030,24.7,,,,
0.9600,318,67.5,0.0030,24.7,,,,
1.0200,339,73.2,0.0030,24.7,,,,
1.0800,356,79.2,0.0035,24.7,,,,
1.1400,374,86.1,0.0035,24.7,,,,
1.2000,391,94.3,0.0035,24.8,,,,
1.2600,406,104.7,0.0040,24.8,231.93,2.37,,
1.3200,421,118.9,0.0040,24.8,289.72,2.46,,
1.3800,432,140.6,0.0055,24.8,329.42,2.52,,
1.4400,440,165.5,0.0075,24.8,328.67,2.52,,
1.5000,446,181.7,0.0095,24.8,278.45,2.44,,
1.5300,542,187.7,0.0005,24.8,232.07,2.37,,
1.5600,547,192.6,0.0055,24.8,169.45,2.23,,
1.5900,553,196.7,0.0050,24.8,123.60,2.09,,
1.6200,559,200.3,0.0055,24.8,109.27,2.04,,
1.6500,564,203.5,0.0060,24.8,98.30,1.99,,
1.6800,569,206.3,0.0060,24.8,88.43,1.95,,
1.7100,574,208.8,0.0055,24.8,80.38,1.91,,
1.7400,579,211.1,0.0055,24.8,73.64,1.87,,
1.7700,584,213.3,0.0055,24.8,68.16,1.83,,
1.8000,590,215.2,0.0055,24.8,63.56,1.80,,
1.8300,595,217.1,0.0065,24.8,59.09,1.77,,
1.8600,600,218.8,0.0060,24.8,55.27,1.74,,
1.8900,605,220.4,0.0060,24.8,51.57,1.71,,
1.9200,610,221.9,0.0060,24.8,48.79,1.69,,
1.9500,615,223.3,0.0060,24.8,45.95,1.66,,
1.9800,620,224.7,0.0060,24.8,43.61,1.64,,
2.0100,625,225.9,0.0060,24.8,41.47,1.62,,
2.0400,630,227.2,0.0055,24.8,39.48,1.60,,
2.0700,635,228.3,0.0055,24.8,37.60,1.58,,
2.1000,640,229.4,0.0055,24.9,36.15,1.56,,
2.1300,646,230.5,0.0055,24.9,35.00,1.54,,
2.1600,651,231.5,0.0065,24.9,,,,
2.1900,656,232.5,0.0065,24.9,,,,
2.2200,661,233.5,0.0060,24.9,,,,
2.2500,666,234.4,0.0060,24.9,,,,
2.2800,671,235.3,0.0060,24.9,,,,
SystemInternal6/21/2024 4:07:22 PM,,,,,,,,1/1
