Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-74.5,NaN,24.5,,,,
0.0600,14,-73.8,0.0045,24.4,,,,
0.1200,34,-64.1,0.0030,24.4,,,,
0.1800,54,-51.1,0.0030,24.5,,,,
0.2400,74,-32.6,0.0030,24.5,,,,
0.3000,94,-11.4,0.0030,24.5,,,,
0.3600,115,2.4,0.0030,24.5,,,,
0.4200,135,12.3,0.0030,24.5,,,,
0.4800,155,20.6,0.0030,24.6,,,,
0.5400,175,27.9,0.0030,24.6,,,,
0.6000,195,34.7,0.0030,24.6,,,,
0.6600,215,41.1,0.0030,24.6,,,,
0.7200,235,47.3,0.0030,24.6,,,,
0.7800,256,53.3,0.0030,24.6,,,,
0.8400,276,59.3,0.0030,24.7,,,,
0.9000,296,65.2,0.0030,24.7,,,,
0.9600,315,71.6,0.0030,24.7,,,,
1.0200,335,78.4,0.0030,24.7,,,,
1.0800,355,86.1,0.0030,24.7,,,,
1.1400,372,95.1,0.0035,24.7,,,,
1.2000,389,107.1,0.0035,24.7,268.69,2.43,,
1.2600,403,124.7,0.0040,24.8,321.29,2.51,,
1.3200,413,150.3,0.0060,24.8,345.72,2.54,,
1.3800,421,172.8,0.0075,24.8,322.84,2.51,,
1.4400,427,186.6,0.0095,24.8,252.42,2.40,,
1.4700,523,191.7,0.0005,24.8,195.71,2.29,,
1.5000,529,195.9,0.0055,24.8,135.89,2.13,,
1.5300,534,199.6,0.0060,24.9,107.54,2.03,,
1.5600,539,202.9,0.0060,24.9,99.04,2.00,,
1.5900,544,205.7,0.0055,24.9,90.76,1.96,,
1.6200,550,208.3,0.0055,24.9,82.59,1.92,,
1.6500,555,210.7,0.0060,24.9,75.10,1.88,,
1.6800,560,212.9,0.0060,24.9,69.16,1.84,,
1.7100,566,214.9,0.0055,24.9,64.04,1.81,,
1.7400,571,216.7,0.0065,24.9,59.55,1.77,,
1.7700,576,218.4,0.0065,24.9,55.75,1.75,,
1.8000,581,220.1,0.0060,24.9,52.60,1.72,,
1.8300,586,221.6,0.0060,24.9,49.61,1.70,,
1.8600,591,223.1,0.0060,24.9,46.81,1.67,,
1.8900,596,224.4,0.0060,24.9,43.94,1.64,,
1.9200,601,225.7,0.0060,24.9,41.61,1.62,,
1.9500,606,226.9,0.0060,24.9,39.80,1.60,,
1.9800,611,228.1,0.0055,24.9,37.94,1.58,,
2.0100,616,229.2,0.0055,24.9,36.66,1.56,,
2.0400,622,230.3,0.0055,24.9,35.15,1.55,,
2.0700,626,231.3,0.0065,24.9,,,,
2.1000,632,232.3,0.0055,24.9,,,,
2.1300,637,233.3,0.0065,24.9,,,,
2.1600,642,234.2,0.0060,24.9,,,,
2.1900,647,235.1,0.0060,24.9,,,,
SystemInternal6/22/2024 8:41:32 AM,,,,,,,,1/1
