Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-69.2,NaN,24.2,,,,
0.0600,17,-69.7,0.0035,24.2,,,,
0.1200,38,-59.5,0.0030,24.2,,,,
0.1800,58,-44.9,0.0030,24.2,,,,
0.2400,78,-24.9,0.0030,24.2,,,,
0.3000,98,-6.6,0.0030,24.2,,,,
0.3600,118,4.9,0.0030,24.2,,,,
0.4200,138,14.3,0.0030,24.3,,,,
0.4800,158,21.9,0.0030,24.3,,,,
0.5400,178,28.9,0.0030,24.3,,,,
0.6000,198,35.3,0.0030,24.3,,,,
0.6600,219,41.4,0.0030,24.3,,,,
0.7200,239,47.2,0.0030,24.3,,,,
0.7800,259,53.0,0.0030,24.4,,,,
0.8400,279,58.6,0.0030,24.4,,,,
0.9000,299,64.4,0.0030,24.4,,,,
0.9600,318,70.3,0.0030,24.4,,,,
1.0200,338,76.8,0.0030,24.4,,,,
1.0800,358,83.9,0.0030,24.4,,,,
1.1400,376,92.0,0.0035,24.4,,,,
1.2000,393,102.4,0.0035,24.4,233.67,2.37,,
1.2600,408,116.9,0.0040,24.5,293.37,2.47,,
1.3200,421,138.7,0.0045,24.5,336.10,2.53,,
1.3800,430,164.2,0.0070,24.5,337.04,2.53,,
1.4400,436,181.4,0.0100,24.5,285.87,2.46,,
1.4700,532,187.3,0.0005,24.5,238.36,2.38,,
1.5000,538,192.2,0.0045,24.5,173.81,2.24,,
1.5300,544,196.4,0.0050,24.5,124.40,2.09,,
1.5600,550,200.0,0.0055,24.5,108.69,2.04,,
1.5900,555,203.2,0.0060,24.5,99.31,2.00,,
1.6200,560,206.0,0.0055,24.5,88.94,1.95,,
1.6500,566,208.6,0.0050,24.5,80.72,1.91,,
1.6800,571,210.9,0.0060,24.6,74.11,1.87,,
1.7100,576,213.0,0.0060,24.6,68.50,1.84,,
1.7400,582,215.0,0.0055,24.6,63.74,1.80,,
1.7700,587,216.9,0.0065,24.6,59.22,1.77,,
1.8000,592,218.6,0.0065,24.6,55.42,1.74,,
1.8300,597,220.2,0.0060,24.6,51.95,1.72,,
1.8600,602,221.7,0.0060,24.6,48.75,1.69,,
1.8900,607,223.1,0.0060,24.6,46.27,1.67,,
1.9200,612,224.5,0.0060,24.6,44.14,1.64,,
1.9500,617,225.8,0.0060,24.6,42.13,1.62,,
1.9800,622,227.0,0.0060,24.6,40.15,1.60,,
2.0100,627,228.2,0.0055,24.6,38.33,1.58,,
2.0400,632,229.3,0.0055,24.6,36.28,1.56,,
2.0700,638,230.4,0.0055,24.6,35.00,1.54,,
2.1000,643,231.4,0.0065,24.6,,,,
2.1300,648,232.4,0.0065,24.6,,,,
2.1600,653,233.3,0.0060,24.6,,,,
2.1900,658,234.3,0.0060,24.6,,,,
2.2200,663,235.1,0.0060,24.6,,,,
6/21/2024 4:06:34 PMSystemInternal,,,,,,,,1/1
