Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-75.6,NaN,24.4,,,,
0.0600,14,-74.2,0.0045,24.5,,,,
0.1200,34,-64.2,0.0030,24.5,,,,
0.1800,54,-50.8,0.0030,24.5,,,,
0.2400,74,-31.7,0.0030,24.5,,,,
0.3000,94,-10.1,0.0030,24.5,,,,
0.3600,115,3.4,0.0030,24.5,,,,
0.4200,135,13.4,0.0030,24.5,,,,
0.4800,155,21.7,0.0030,24.5,,,,
0.5400,175,29.2,0.0030,24.6,,,,
0.6000,195,36.1,0.0030,24.6,,,,
0.6600,215,42.7,0.0030,24.6,,,,
0.7200,235,49.1,0.0030,24.6,,,,
0.7800,255,55.2,0.0030,24.6,,,,
0.8400,276,61.4,0.0030,24.6,,,,
0.9000,296,67.7,0.0030,24.6,,,,
0.9600,315,74.4,0.0030,24.6,,,,
1.0200,335,81.8,0.0030,24.6,,,,
1.0800,354,90.3,0.0030,24.7,,,,
1.1400,370,100.8,0.0035,24.7,240.39,2.38,,
1.2000,386,115.6,0.0035,24.7,300.97,2.48,,
1.2600,399,138.4,0.0045,24.7,343.69,2.54,,
1.3200,407,164.3,0.0075,24.7,343.50,2.54,,
1.3800,414,181.4,0.0090,24.7,289.96,2.46,,
1.4100,511,187.6,0.0005,24.7,240.00,2.38,,
1.4400,517,192.5,0.0055,24.7,173.13,2.24,,
1.4700,523,196.6,0.0055,24.7,124.23,2.09,,
1.5000,528,200.2,0.0055,24.7,108.46,2.04,,
1.5300,534,203.4,0.0050,24.7,98.57,1.99,,
1.5600,539,206.2,0.0060,24.7,89.29,1.95,,
1.5900,544,208.8,0.0055,24.7,81.24,1.91,,
1.6200,550,211.1,0.0055,24.8,74.31,1.87,,
1.6500,554,213.3,0.0065,24.8,68.50,1.84,,
1.6800,560,215.2,0.0055,24.8,63.36,1.80,,
1.7100,565,217.1,0.0065,24.8,59.08,1.77,,
1.7400,570,218.8,0.0060,24.8,55.42,1.74,,
1.7700,575,220.4,0.0060,24.8,52.09,1.72,,
1.8000,580,221.9,0.0060,24.8,49.14,1.69,,
1.8300,585,223.4,0.0060,24.8,46.27,1.67,,
1.8600,590,224.7,0.0060,24.8,43.95,1.64,,
1.8900,595,226.0,0.0060,24.8,41.81,1.62,,
1.9200,600,227.2,0.0055,24.8,39.80,1.60,,
1.9500,605,228.4,0.0055,24.8,38.14,1.58,,
1.9800,610,229.5,0.0055,24.8,36.47,1.56,,
2.0100,616,230.6,0.0055,24.8,35.00,1.54,,
2.0400,621,231.6,0.0065,24.8,,,,
2.0700,626,232.6,0.0060,24.8,,,,
2.1000,631,233.5,0.0060,24.8,,,,
2.1300,636,234.5,0.0060,24.8,,,,
2.1600,641,235.3,0.0060,24.8,,,,
SystemInternal6/21/2024 4:06:55 PM,,,,,,,,1/1
