Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-61.3,NaN,24.7,,,,
0.0600,17,-62.1,0.0035,24.8,,,,
0.1200,38,-50.3,0.0030,24.8,,,,
0.1800,58,-33.5,0.0030,24.8,,,,
0.2400,78,-13.0,0.0030,24.9,,,,
0.3000,98,0.7,0.0030,24.9,,,,
0.3600,118,10.3,0.0030,24.9,,,,
0.4200,138,18.2,0.0030,24.9,,,,
0.4800,158,25.0,0.0030,24.9,,,,
0.5400,178,31.4,0.0030,24.9,,,,
0.6000,198,37.2,0.0030,24.9,,,,
0.6600,219,42.7,0.0030,24.9,,,,
0.7200,239,48.1,0.0030,24.9,,,,
0.7800,259,53.4,0.0030,24.9,,,,
0.8400,279,58.5,0.0030,25.0,,,,
0.9000,298,63.7,0.0030,25.0,,,,
0.9600,317,69.0,0.0030,25.0,,,,
1.0200,336,74.9,0.0030,25.0,,,,
1.0800,354,81.1,0.0035,25.0,,,,
1.1400,372,88.1,0.0035,25.0,,,,
1.2000,389,96.7,0.0035,25.0,,,,
1.2600,404,107.6,0.0040,25.0,245.59,2.39,,
1.3200,418,123.1,0.0040,25.0,300.35,2.48,,
1.3800,429,146.5,0.0055,25.0,332.41,2.52,,
1.4400,436,169.8,0.0085,25.0,321.11,2.51,,
1.5000,442,184.6,0.0100,25.0,262.65,2.42,,
1.5300,538,190.2,0.0005,25.1,212.01,2.33,,
1.5600,544,194.7,0.0050,25.1,151.58,2.18,,
1.5900,549,198.5,0.0060,25.1,115.43,2.06,,
1.6200,554,202.0,0.0060,25.1,103.85,2.02,,
1.6500,560,205.0,0.0055,25.1,93.82,1.97,,
1.6800,565,207.7,0.0065,25.1,85.01,1.93,,
1.7100,570,210.1,0.0065,25.1,77.25,1.89,,
1.7400,575,212.3,0.0065,25.1,70.97,1.85,,
1.7700,580,214.4,0.0060,25.1,66.03,1.82,,
1.8000,585,216.3,0.0060,25.1,61.55,1.79,,
1.8300,590,218.1,0.0060,25.1,57.62,1.76,,
1.8600,595,219.8,0.0060,25.1,53.75,1.73,,
1.8900,600,221.3,0.0060,25.1,50.42,1.70,,
1.9200,605,222.8,0.0055,25.1,47.81,1.68,,
1.9500,610,224.2,0.0055,25.1,45.27,1.66,,
1.9800,615,225.5,0.0055,25.1,42.94,1.63,,
2.0100,620,226.8,0.0055,25.1,41.00,1.61,,
2.0400,626,228.0,0.0055,25.1,38.95,1.59,,
2.0700,631,229.1,0.0065,25.1,37.48,1.57,,
2.1000,636,230.2,0.0060,25.1,36.00,1.56,,
2.1300,641,231.3,0.0060,25.1,,,,
2.1600,646,232.3,0.0060,25.1,,,,
2.1900,651,233.3,0.0060,25.1,,,,
2.2200,656,234.2,0.0060,25.1,,,,
2.2500,661,235.1,0.0060,25.1,,,,
6/22/2024 8:42:37 AMSystemInternal,,,,,,,,1/1
