Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-64.7,NaN,24.4,,,,
0.0600,17,-65.5,0.0035,24.4,,,,
0.1200,38,-54.9,0.0030,24.4,,,,
0.1800,58,-39.2,0.0030,24.4,,,,
0.2400,78,-19.3,0.0030,24.4,,,,
0.3000,98,-3.5,0.0030,24.4,,,,
0.3600,118,6.8,0.0030,24.5,,,,
0.4200,138,15.3,0.0030,24.5,,,,
0.4800,158,22.5,0.0030,24.5,,,,
0.5400,178,29.0,0.0030,24.5,,,,
0.6000,198,35.0,0.0030,24.5,,,,
0.6600,219,40.7,0.0030,24.6,,,,
0.7200,239,46.3,0.0030,24.6,,,,
0.7800,259,51.5,0.0030,24.6,,,,
0.8400,279,56.7,0.0030,24.6,,,,
0.9000,299,61.9,0.0030,24.6,,,,
0.9600,319,67.4,0.0030,24.6,,,,
1.0200,339,73.1,0.0030,24.7,,,,
1.0800,357,79.1,0.0035,24.7,,,,
1.1400,375,85.9,0.0035,24.7,,,,
1.2000,392,94.2,0.0035,24.7,,,,
1.2600,408,104.5,0.0040,24.7,231.80,2.37,,
1.3200,423,118.7,0.0040,24.7,289.79,2.46,,
1.3800,434,140.5,0.0055,24.7,329.67,2.52,,
1.4400,442,165.3,0.0070,24.7,328.91,2.52,,
1.5000,449,181.6,0.0085,24.8,278.90,2.45,,
1.5300,546,187.6,0.0005,24.8,232.30,2.37,,
1.5600,551,192.5,0.0055,24.8,169.60,2.23,,
1.5900,557,196.6,0.0050,24.8,123.90,2.09,,
1.6200,562,200.2,0.0060,24.8,109.24,2.04,,
1.6500,568,203.4,0.0055,24.8,98.10,1.99,,
1.6800,573,206.2,0.0060,24.8,88.08,1.94,,
1.7100,578,208.7,0.0055,24.8,80.06,1.90,,
1.7400,583,211.0,0.0055,24.8,73.45,1.87,,
1.7700,588,213.1,0.0055,24.9,68.16,1.83,,
1.8000,594,215.1,0.0055,24.9,63.75,1.80,,
1.8300,599,217.0,0.0065,24.9,59.41,1.77,,
1.8600,604,218.7,0.0065,24.9,55.42,1.74,,
1.8900,609,220.3,0.0060,24.9,51.95,1.72,,
1.9200,614,221.8,0.0060,24.9,48.94,1.69,,
1.9500,619,223.2,0.0060,24.9,46.08,1.66,,
1.9800,624,224.6,0.0060,24.9,43.99,1.64,,
2.0100,629,225.9,0.0060,24.9,41.62,1.62,,
2.0400,634,227.1,0.0055,24.9,39.61,1.60,,
2.0700,639,228.2,0.0055,24.9,38.00,1.58,,
2.1000,644,229.4,0.0055,24.9,36.47,1.56,,
2.1300,650,230.4,0.0050,24.9,35.13,1.55,,
2.1600,655,231.5,0.0060,24.9,,,,
2.1900,660,232.5,0.0060,24.9,,,,
2.2200,665,233.4,0.0060,24.9,,,,
2.2500,670,234.3,0.0055,24.9,,,,
2.2800,675,235.2,0.0055,24.9,,,,
SystemInternal6/22/2024 8:41:14 AM,,,,,,,,1/1
