Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-67.3,NaN,23.8,,,,
0.0600,15,-68.2,0.0040,23.7,,,,
0.1200,35,-57.7,0.0030,23.7,,,,
0.1800,55,-42.9,0.0030,23.7,,,,
0.2400,75,-23.1,0.0030,23.7,,,,
0.3000,96,-5.9,0.0030,23.8,,,,
0.3600,116,4.9,0.0030,23.8,,,,
0.4200,136,13.9,0.0030,23.8,,,,
0.4800,156,21.3,0.0030,23.8,,,,
0.5400,176,27.9,0.0030,23.9,,,,
0.6000,196,34.0,0.0030,23.9,,,,
0.6600,216,39.8,0.0030,23.9,,,,
0.7200,236,45.3,0.0030,23.9,,,,
0.7800,256,50.7,0.0030,23.9,,,,
0.8400,277,56.0,0.0030,24.0,,,,
0.9000,297,61.2,0.0030,24.0,,,,
0.9600,317,66.8,0.0030,24.0,,,,
1.0200,337,72.4,0.0030,24.0,,,,
1.0800,355,78.5,0.0035,24.0,,,,
1.1400,373,85.3,0.0035,24.0,,,,
1.2000,390,93.5,0.0035,24.1,,,,
1.2600,406,103.9,0.0035,24.1,232.06,2.37,,
1.3200,422,118.0,0.0040,24.1,290.52,2.46,,
1.3800,434,139.8,0.0050,24.1,331.16,2.52,,
1.4400,442,165.0,0.0075,24.1,330.85,2.52,,
1.5000,449,181.3,0.0090,24.1,280.63,2.45,,
1.5300,545,187.3,0.0005,24.2,233.96,2.37,,
1.5600,551,192.2,0.0050,24.2,170.24,2.23,,
1.5900,556,196.4,0.0055,24.2,123.40,2.09,,
1.6200,562,200.0,0.0050,24.2,109.21,2.04,,
1.6500,567,203.1,0.0060,24.2,97.93,1.99,,
1.6800,573,205.9,0.0050,24.2,88.27,1.95,,
1.7100,578,208.4,0.0060,24.2,80.39,1.91,,
1.7400,583,210.8,0.0060,24.2,73.97,1.87,,
1.7700,588,212.9,0.0060,24.2,68.36,1.83,,
1.8000,594,214.9,0.0055,24.2,63.23,1.80,,
1.8300,599,216.7,0.0065,24.2,58.55,1.77,,
1.8600,604,218.4,0.0065,24.2,54.56,1.74,,
1.8900,609,220.0,0.0060,24.2,51.61,1.71,,
1.9200,614,221.5,0.0060,24.3,48.75,1.69,,
1.9500,619,222.9,0.0060,24.3,46.47,1.67,,
1.9800,624,224.3,0.0060,24.3,44.14,1.64,,
2.0100,629,225.6,0.0060,24.3,42.13,1.62,,
2.0400,634,226.8,0.0060,24.3,40.15,1.60,,
2.0700,639,228.0,0.0055,24.3,38.33,1.58,,
2.1000,644,229.1,0.0055,24.3,36.28,1.56,,
2.1300,650,230.2,0.0055,24.3,34.80,1.54,,
2.1600,655,231.2,0.0065,24.3,,,,
2.1900,660,232.2,0.0065,24.3,,,,
2.2200,665,233.1,0.0065,24.3,,,,
2.2500,670,234.1,0.0060,24.3,,,,
2.2800,675,235.0,0.0060,24.3,,,,
SystemInternal6/21/2024 4:06:11 PM,,,,,,,,1/1
