Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-68.7,NaN,24.4,,,,
0.0600,17,-67.4,0.0035,24.5,,,,
0.1200,38,-57.1,0.0030,24.5,,,,
0.1800,58,-42.3,0.0030,24.5,,,,
0.2400,78,-22.1,0.0030,24.5,,,,
0.3000,98,-5.0,0.0030,24.5,,,,
0.3600,118,5.9,0.0030,24.5,,,,
0.4200,138,14.9,0.0030,24.6,,,,
0.4800,158,22.3,0.0030,24.6,,,,
0.5400,178,28.9,0.0030,24.6,,,,
0.6000,198,35.1,0.0030,24.6,,,,
0.6600,219,40.8,0.0030,24.6,,,,
0.7200,239,46.4,0.0030,24.6,,,,
0.7800,259,51.8,0.0030,24.6,,,,
0.8400,279,57.1,0.0030,24.6,,,,
0.9000,299,62.4,0.0030,24.6,,,,
0.9600,319,67.9,0.0030,24.6,,,,
1.0200,337,73.7,0.0035,24.6,,,,
1.0800,356,80.0,0.0030,24.6,,,,
1.1400,373,87.1,0.0035,24.7,,,,
1.2000,390,95.7,0.0035,24.7,,,,
1.2600,406,106.8,0.0040,24.7,246.86,2.39,,
1.3200,420,122.1,0.0045,24.7,301.82,2.48,,
1.3800,430,145.6,0.0060,24.7,334.46,2.52,,
1.4400,438,169.4,0.0075,24.7,323.77,2.51,,
1.5000,444,184.2,0.0100,24.7,265.15,2.42,,
1.5300,540,189.8,0.0005,24.7,214.54,2.33,,
1.5600,546,194.4,0.0050,24.7,152.59,2.18,,
1.5900,552,198.3,0.0055,24.7,115.27,2.06,,
1.6200,557,201.7,0.0060,24.7,104.35,2.02,,
1.6500,562,204.7,0.0060,24.7,93.64,1.97,,
1.6800,568,207.4,0.0055,24.7,84.80,1.93,,
1.7100,572,209.8,0.0065,24.7,77.78,1.89,,
1.7400,578,212.1,0.0055,24.7,71.64,1.86,,
1.7700,583,214.1,0.0065,24.7,66.54,1.82,,
1.8000,588,216.1,0.0060,24.7,61.76,1.79,,
1.8300,593,217.9,0.0060,24.7,57.21,1.76,,
1.8600,598,219.5,0.0060,24.7,53.42,1.73,,
1.8900,603,221.1,0.0060,24.7,50.09,1.70,,
1.9200,608,222.5,0.0060,24.7,47.40,1.68,,
1.9500,613,223.9,0.0055,24.8,45.48,1.66,,
1.9800,618,225.3,0.0055,24.8,43.66,1.64,,
2.0100,623,226.5,0.0055,24.8,41.48,1.62,,
2.0400,628,227.8,0.0055,24.8,39.33,1.59,,
2.0700,634,228.9,0.0055,24.8,36.94,1.57,,
2.1000,639,230.0,0.0065,24.8,35.29,1.55,,
2.1300,644,231.0,0.0060,24.8,34.33,1.54,,
2.1600,649,232.0,0.0060,24.8,,,,
2.1900,654,233.0,0.0060,24.8,,,,
2.2200,659,234.0,0.0060,24.8,,,,
2.2500,664,234.9,0.0060,24.8,,,,
2.2800,669,235.7,0.0060,24.8,,,,
SystemInternal6/21/2024 4:08:19 PM,,,,,,,,1/1
