Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-78.8,NaN,24.6,,,,
0.0600,15,-76.6,0.0040,24.6,,,,
0.1200,35,-67.6,0.0030,24.6,,,,
0.1800,55,-55.9,0.0030,24.7,,,,
0.2400,75,-39.6,0.0030,24.7,,,,
0.3000,95,-18.1,0.0030,24.7,,,,
0.3600,115,-1.7,0.0030,24.7,,,,
0.4200,135,9.0,0.0030,24.7,,,,
0.4800,156,17.7,0.0030,24.7,,,,
0.5400,176,25.4,0.0030,24.7,,,,
0.6000,196,32.3,0.0030,24.7,,,,
0.6600,216,38.8,0.0030,24.7,,,,
0.7200,236,45.0,0.0030,24.7,,,,
0.7800,256,51.0,0.0030,24.7,,,,
0.8400,276,56.9,0.0030,24.8,,,,
0.9000,296,62.8,0.0030,24.8,,,,
0.9600,317,68.9,0.0030,24.8,,,,
1.0200,336,75.3,0.0030,24.8,,,,
1.0800,354,82.2,0.0035,24.8,,,,
1.1400,373,90.5,0.0030,24.8,,,,
1.2000,389,100.5,0.0035,24.8,,,,
1.2600,404,114.4,0.0040,24.8,294.27,2.47,,
1.3200,417,135.2,0.0045,24.8,334.31,2.52,,
1.3800,426,161.3,0.0070,24.8,338.30,2.53,,
1.4400,432,179.7,0.0095,24.8,295.07,2.47,,
1.5000,438,191.0,0.0100,24.8,213.88,2.33,,
1.5300,534,195.4,0.0005,24.9,156.22,2.19,,
1.5600,540,199.2,0.0055,24.8,109.94,2.04,,
1.5900,545,202.5,0.0060,24.9,97.49,1.99,,
1.6200,550,205.4,0.0060,24.9,91.22,1.96,,
1.6500,555,208.1,0.0055,24.9,83.01,1.92,,
1.6800,560,210.4,0.0055,24.9,75.91,1.88,,
1.7100,566,212.6,0.0055,24.9,69.84,1.84,,
1.7400,571,214.7,0.0065,24.9,64.87,1.81,,
1.7700,576,216.5,0.0060,24.9,60.37,1.78,,
1.8000,581,218.3,0.0060,24.9,56.61,1.75,,
1.8300,586,219.9,0.0060,24.9,52.94,1.72,,
1.8600,591,221.5,0.0060,24.9,49.76,1.70,,
1.8900,596,222.9,0.0055,24.9,46.94,1.67,,
1.9200,601,224.3,0.0055,24.9,44.48,1.65,,
1.9500,606,225.6,0.0055,24.9,42.28,1.63,,
1.9800,612,226.8,0.0055,24.9,40.27,1.61,,
2.0100,617,228.0,0.0065,24.9,38.86,1.59,,
2.0400,622,229.2,0.0065,24.9,36.94,1.57,,
2.0700,627,230.2,0.0060,24.9,35.47,1.55,,
2.1000,632,231.3,0.0060,24.9,,,,
2.1300,637,232.3,0.0060,24.9,,,,
2.1600,642,233.2,0.0060,24.9,,,,
2.1900,647,234.2,0.0060,24.9,,,,
2.2200,652,235.1,0.0060,24.9,,,,
SystemInternal6/21/2024 4:07:40 PM,,,,,,,,1/1
