Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-62.5,NaN,24.7,,,,
0.0600,17,-62.6,0.0035,24.8,,,,
0.1200,38,-50.8,0.0030,24.8,,,,
0.1800,58,-34.4,0.0030,24.8,,,,
0.2400,78,-14.1,0.0030,24.8,,,,
0.3000,98,-0.2,0.0030,24.8,,,,
0.3600,118,9.4,0.0030,24.8,,,,
0.4200,138,17.4,0.0030,24.8,,,,
0.4800,158,24.3,0.0030,24.8,,,,
0.5400,178,30.5,0.0030,24.9,,,,
0.6000,198,36.5,0.0030,24.9,,,,
0.6600,219,41.9,0.0030,24.9,,,,
0.7200,239,47.3,0.0030,24.9,,,,
0.7800,259,52.5,0.0030,24.9,,,,
0.8400,279,57.7,0.0030,24.9,,,,
0.9000,298,62.7,0.0030,24.9,,,,
0.9600,319,68.1,0.0030,24.9,,,,
1.0200,337,73.6,0.0035,24.9,,,,
1.0800,356,79.6,0.0030,24.9,,,,
1.1400,374,86.4,0.0035,25.0,,,,
1.2000,390,94.4,0.0040,25.0,,,,
1.2600,405,104.4,0.0040,25.0,225.35,2.35,,
1.3200,419,118.3,0.0040,25.0,283.42,2.45,,
1.3800,432,139.3,0.0050,25.0,325.65,2.51,,
1.4400,440,164.1,0.0070,25.0,328.72,2.52,,
1.5000,447,180.9,0.0085,25.0,282.14,2.45,,
1.5300,543,187.1,0.0005,25.0,237.61,2.38,,
1.5600,549,192.1,0.0050,25.0,176.04,2.25,,
1.5900,555,196.3,0.0055,25.0,127.84,2.11,,
1.6200,560,200.0,0.0060,25.0,111.19,2.05,,
1.6500,565,203.2,0.0055,25.0,99.91,2.00,,
1.6800,570,206.1,0.0055,25.0,90.09,1.95,,
1.7100,576,208.6,0.0055,25.0,82.05,1.91,,
1.7400,581,211.0,0.0060,25.0,75.31,1.88,,
1.7700,586,213.2,0.0060,25.0,69.68,1.84,,
1.8000,591,215.2,0.0060,25.0,64.56,1.81,,
1.8300,596,217.1,0.0055,25.0,59.75,1.78,,
1.8600,601,218.8,0.0055,25.0,55.22,1.74,,
1.8900,606,220.4,0.0055,25.0,51.56,1.71,,
1.9200,612,221.9,0.0055,25.0,48.94,1.69,,
1.9500,617,223.3,0.0065,25.0,46.62,1.67,,
1.9800,622,224.7,0.0060,25.1,44.47,1.65,,
2.0100,627,226.0,0.0060,25.1,42.33,1.63,,
2.0400,632,227.3,0.0060,25.1,39.95,1.60,,
2.0700,637,228.4,0.0060,25.1,38.13,1.58,,
2.1000,642,229.5,0.0060,25.1,36.49,1.56,,
2.1300,647,230.6,0.0060,25.1,35.13,1.55,,
2.1600,652,231.6,0.0055,25.1,,,,
2.1900,657,232.7,0.0055,25.1,,,,
2.2200,662,233.6,0.0055,25.1,,,,
2.2500,668,234.5,0.0055,25.1,,,,
2.2800,673,235.4,0.0065,25.1,,,,
SystemInternal6/22/2024 8:42:52 AM,,,,,,,,1/1
