Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-68.1,NaN,24.7,,,,
0.0600,17,-67.3,0.0035,24.8,,,,
0.1200,38,-56.8,0.0030,24.8,,,,
0.1800,58,-41.9,0.0030,24.8,,,,
0.2400,78,-21.8,0.0030,24.8,,,,
0.3000,98,-4.7,0.0030,24.8,,,,
0.3600,118,6.5,0.0030,24.8,,,,
0.4200,138,15.5,0.0030,24.8,,,,
0.4800,158,22.9,0.0030,24.8,,,,
0.5400,178,29.6,0.0030,24.9,,,,
0.6000,198,35.9,0.0030,24.9,,,,
0.6600,219,41.7,0.0030,24.9,,,,
0.7200,239,47.3,0.0030,24.9,,,,
0.7800,259,52.7,0.0030,24.9,,,,
0.8400,279,58.2,0.0030,24.9,,,,
0.9000,299,63.6,0.0030,24.9,,,,
0.9600,318,69.2,0.0030,24.9,,,,
1.0200,338,75.2,0.0030,24.9,,,,
1.0800,356,81.8,0.0035,24.9,,,,
1.1400,374,89.2,0.0035,24.9,,,,
1.2000,390,98.2,0.0040,24.9,,,,
1.2600,404,110.1,0.0040,25.0,263.07,2.42,,
1.3200,418,127.3,0.0045,25.0,312.64,2.50,,
1.3800,428,152.2,0.0060,25.0,334.78,2.52,,
1.4400,435,173.6,0.0090,25.0,311.58,2.49,,
1.5000,440,186.9,0.0115,25.0,244.15,2.39,,
1.5300,536,192.0,0.0005,25.0,190.23,2.28,,
1.5600,542,196.2,0.0055,25.0,134.04,2.13,,
1.5900,547,199.9,0.0055,25.0,108.36,2.03,,
1.6200,553,203.1,0.0055,25.0,99.47,2.00,,
1.6500,558,206.0,0.0060,25.0,90.09,1.95,,
1.6800,563,208.6,0.0060,25.0,82.05,1.91,,
1.7100,568,210.9,0.0060,25.0,75.12,1.88,,
1.7400,573,213.1,0.0060,25.0,69.36,1.84,,
1.7700,578,215.1,0.0055,25.0,64.02,1.81,,
1.8000,583,217.0,0.0055,25.0,59.75,1.78,,
1.8300,588,218.7,0.0055,25.0,55.56,1.74,,
1.8600,594,220.3,0.0055,25.0,52.08,1.72,,
1.8900,599,221.8,0.0065,25.0,49.28,1.69,,
1.9200,604,223.3,0.0060,25.0,46.94,1.67,,
1.9500,609,224.6,0.0060,25.0,44.81,1.65,,
1.9800,614,226.0,0.0060,25.0,42.67,1.63,,
2.0100,619,227.2,0.0060,25.0,40.47,1.61,,
2.0400,624,228.4,0.0060,25.1,38.48,1.59,,
2.0700,629,229.5,0.0060,25.1,36.47,1.56,,
2.1000,634,230.6,0.0055,25.1,34.61,1.54,,
2.1300,639,231.6,0.0055,25.1,,,,
2.1600,644,232.6,0.0055,25.1,,,,
2.1900,650,233.5,0.0055,25.1,,,,
2.2200,655,234.5,0.0065,25.1,,,,
2.2500,660,235.4,0.0065,25.1,,,,
6/22/2024 8:43:06 AMSystemInternal,,,,,,,,1/1
