Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-55.8,NaN,25.1,,,,
0.0600,17,-61.2,0.0035,25.2,,,,
0.1200,38,-49.4,0.0030,25.2,,,,
0.1800,58,-32.5,0.0030,25.2,,,,
0.2400,78,-12.8,0.0030,25.2,,,,
0.3000,98,0.6,0.0030,25.2,,,,
0.3600,118,10.2,0.0030,25.2,,,,
0.4200,138,18.1,0.0030,25.2,,,,
0.4800,158,25.0,0.0030,25.2,,,,
0.5400,178,31.2,0.0030,25.2,,,,
0.6000,198,37.0,0.0030,25.2,,,,
0.6600,219,42.5,0.0030,25.2,,,,
0.7200,239,47.9,0.0030,25.2,,,,
0.7800,259,53.0,0.0030,25.3,,,,
0.8400,279,58.1,0.0030,25.3,,,,
0.9000,299,63.3,0.0030,25.3,,,,
0.9600,319,68.5,0.0030,25.3,,,,
1.0200,339,74.2,0.0030,25.3,,,,
1.0800,358,80.1,0.0030,25.3,,,,
1.1400,375,86.9,0.0035,25.3,,,,
1.2000,393,95.0,0.0035,25.3,,,,
1.2600,411,105.2,0.0035,25.3,229.12,2.36,,
1.3200,429,119.3,0.0035,25.3,287.41,2.46,,
1.3800,442,140.8,0.0045,25.3,327.99,2.52,,
1.4400,451,165.6,0.0070,25.3,328.65,2.52,,
1.5000,458,182.0,0.0090,25.3,279.74,2.45,,
1.5300,555,188.1,0.0005,25.3,233.92,2.37,,
1.5600,561,193.0,0.0050,25.3,171.70,2.23,,
1.5900,567,197.2,0.0050,25.3,125.30,2.10,,
1.6200,573,200.8,0.0055,25.3,110.10,2.04,,
1.6500,578,204.0,0.0055,25.3,98.91,2.00,,
1.6800,584,206.8,0.0050,25.3,89.47,1.95,,
1.7100,589,209.4,0.0060,25.3,81.39,1.91,,
1.7400,594,211.7,0.0055,25.3,74.63,1.87,,
1.7700,600,213.9,0.0055,25.3,68.50,1.84,,
1.8000,605,215.9,0.0055,25.3,63.55,1.80,,
1.8300,610,217.7,0.0055,25.3,59.24,1.77,,
1.8600,616,219.4,0.0055,25.3,55.42,1.74,,
1.8900,621,221.0,0.0065,25.3,51.74,1.71,,
1.9200,626,222.6,0.0065,25.3,49.14,1.69,,
1.9500,631,224.0,0.0060,25.3,46.43,1.67,,
1.9800,636,225.3,0.0060,25.4,44.14,1.64,,
2.0100,641,226.6,0.0060,25.4,41.81,1.62,,
2.0400,646,227.9,0.0060,25.4,39.93,1.60,,
2.0700,651,229.0,0.0055,25.4,38.67,1.59,,
2.1000,656,230.2,0.0055,25.4,36.81,1.57,,
2.1300,661,231.2,0.0055,25.4,,,,
2.1600,666,232.3,0.0055,25.4,,,,
2.1900,672,233.3,0.0055,25.4,,,,
2.2200,677,234.2,0.0065,25.4,,,,
2.2500,682,235.2,0.0060,25.4,,,,
6/29/2024 8:07:03 AMSystemInternal,,,,,,,,1/1
