Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-64.9,NaN,23.9,,,,
0.0600,8,-69.1,0.0070,23.9,,,,
0.1200,29,-59.6,0.0030,23.9,,,,
0.1800,49,-47.3,0.0030,23.9,,,,
0.2400,69,-30.3,0.0030,23.9,,,,
0.3000,89,-9.8,0.0030,23.9,,,,
0.3600,109,4.0,0.0030,23.9,,,,
0.4200,129,14.2,0.0030,23.9,,,,
0.4800,149,22.5,0.0030,24.0,,,,
0.5400,170,29.6,0.0030,24.0,,,,
0.6000,190,36.4,0.0030,24.0,,,,
0.6600,210,42.6,0.0030,24.0,,,,
0.7200,230,48.6,0.0030,24.0,,,,
0.7800,250,54.4,0.0030,24.0,,,,
0.8400,270,60.3,0.0030,24.0,,,,
0.9000,290,66.2,0.0030,24.0,,,,
0.9600,310,72.4,0.0030,24.1,,,,
1.0200,330,79.0,0.0030,24.1,,,,
1.0800,350,86.3,0.0030,24.1,,,,
1.1400,370,94.9,0.0030,24.1,,,,
1.2000,389,105.8,0.0030,24.1,244.68,2.39,,
1.2600,406,121.1,0.0035,24.1,300.94,2.48,,
1.3200,418,144.1,0.0050,24.1,336.33,2.53,,
1.3800,427,168.5,0.0065,24.1,328.74,2.52,,
1.4400,434,184.2,0.0085,24.1,271.66,2.43,,
1.4700,530,189.7,0.0005,24.2,221.41,2.35,,
1.5000,537,194.4,0.0045,24.2,158.65,2.20,,
1.5300,542,198.4,0.0055,24.2,117.51,2.07,,
1.5600,548,201.8,0.0050,24.2,105.45,2.02,,
1.5900,554,204.9,0.0055,24.2,96.21,1.98,,
1.6200,559,207.7,0.0055,24.2,86.66,1.94,,
1.6500,565,210.2,0.0050,24.2,79.07,1.90,,
1.6800,570,212.4,0.0055,24.2,72.64,1.86,,
1.7100,576,214.5,0.0055,24.2,67.22,1.83,,
1.7400,581,216.5,0.0060,24.2,62.55,1.80,,
1.7700,586,218.3,0.0060,24.2,58.41,1.77,,
1.8000,591,220.0,0.0060,24.2,54.28,1.73,,
1.8300,596,221.6,0.0060,24.2,50.22,1.70,,
1.8600,601,223.0,0.0060,24.2,47.42,1.68,,
1.8900,606,224.4,0.0055,24.2,45.29,1.66,,
1.9200,611,225.7,0.0055,24.2,43.27,1.64,,
1.9500,617,227.0,0.0050,24.2,41.66,1.62,,
1.9800,622,228.3,0.0060,24.3,40.00,1.60,,
2.0100,627,229.4,0.0060,24.3,38.14,1.58,,
2.0400,632,230.5,0.0060,24.3,36.34,1.56,,
2.0700,637,231.6,0.0060,24.3,,,,
2.1000,642,232.6,0.0055,24.3,,,,
2.1300,647,233.6,0.0055,24.3,,,,
2.1600,652,234.5,0.0055,24.3,,,,
2.1900,658,235.4,0.0055,24.3,,,,
SystemInternal6/28/2024 12:25:03 PM,,,,,,,,1/1
