Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-49.4,NaN,24.3,,,,
0.0600,5,-61.0,0.0125,24.3,,,,
0.1200,25,-48.7,0.0030,24.3,,,,
0.1800,45,-30.7,0.0030,24.4,,,,
0.2400,65,-11.4,0.0030,24.4,,,,
0.3000,85,1.9,0.0030,24.4,,,,
0.3600,105,11.1,0.0030,24.4,,,,
0.4200,126,18.7,0.0030,24.4,,,,
0.4800,146,25.5,0.0030,24.4,,,,
0.5400,166,31.5,0.0030,24.4,,,,
0.6000,186,37.2,0.0030,24.5,,,,
0.6600,206,42.7,0.0030,24.5,,,,
0.7200,226,48.0,0.0030,24.5,,,,
0.7800,246,53.1,0.0030,24.5,,,,
0.8400,266,58.1,0.0030,24.5,,,,
0.9000,287,63.3,0.0030,24.5,,,,
0.9600,306,68.5,0.0030,24.5,,,,
1.0200,325,74.1,0.0030,24.5,,,,
1.0800,345,80.1,0.0030,24.6,,,,
1.1400,365,86.9,0.0030,24.6,,,,
1.2000,382,94.8,0.0035,24.6,,,,
1.2600,401,104.9,0.0030,24.6,224.19,2.35,,
1.3200,418,118.5,0.0035,24.6,282.37,2.45,,
1.3800,431,139.5,0.0045,24.6,324.76,2.51,,
1.4400,441,164.4,0.0060,24.6,328.34,2.52,,
1.5000,448,181.1,0.0090,24.6,282.08,2.45,,
1.5300,545,187.3,0.0005,24.7,238.04,2.38,,
1.5600,551,192.3,0.0050,24.7,175.82,2.25,,
1.5900,558,196.6,0.0045,24.7,127.73,2.11,,
1.6200,564,200.2,0.0050,24.7,111.51,2.05,,
1.6500,570,203.4,0.0055,24.7,99.91,2.00,,
1.6800,575,206.3,0.0060,24.7,89.94,1.95,,
1.7100,581,208.9,0.0050,24.7,81.86,1.91,,
1.7400,586,211.2,0.0060,24.7,75.31,1.88,,
1.7700,591,213.4,0.0055,24.7,69.36,1.84,,
1.8000,596,215.4,0.0055,24.7,64.22,1.81,,
1.8300,602,217.3,0.0050,24.7,59.56,1.77,,
1.8600,607,219.0,0.0060,24.7,55.41,1.74,,
1.8900,612,220.6,0.0060,24.7,51.76,1.71,,
1.9200,617,222.1,0.0055,24.7,48.75,1.69,,
1.9500,622,223.5,0.0055,24.7,46.27,1.67,,
1.9800,628,224.9,0.0055,24.7,44.14,1.64,,
2.0100,633,226.2,0.0065,24.7,42.13,1.62,,
2.0400,638,227.4,0.0065,24.7,40.15,1.60,,
2.0700,643,228.6,0.0060,24.7,38.14,1.58,,
2.1000,648,229.7,0.0060,24.7,36.47,1.56,,
2.1300,653,230.8,0.0060,24.7,35.15,1.55,,
2.1600,658,231.8,0.0060,24.7,,,,
2.1900,663,232.8,0.0060,24.7,,,,
2.2200,668,233.8,0.0060,24.7,,,,
2.2500,673,234.7,0.0055,24.7,,,,
2.2800,678,235.6,0.0055,24.7,,,,
SystemInternal6/29/2024 8:12:43 AM,,,,,,,,1/1
